performance,metric,DataSet,method,perturb,DEG,Ncontrol,Nimputed,Nstimulated,seed
0.6117,pearson_distance,Wessels,WitnessCell,DOT1L+GFI1,100,371,133,133,1
0.226,mse,Wessels,WitnessCell,DOT1L+GFI1,100,371,133,133,1
2.6222,edistance,Wessels,WitnessCell,DOT1L+GFI1,100,371,133,133,1
0.9956,sym_kldiv,Wessels,WitnessCell,DOT1L+GFI1,100,371,133,133,1
81.4808,wasserstein,Wessels,WitnessCell,DOT1L+GFI1,100,371,133,133,1
0.0,common_degs,Wessels,WitnessCell,DOT1L+GFI1,100,371,133,133,1
0.5597,pearson_distance,Wessels,WitnessCell,DOT1L+GFI1,5000,371,133,133,1
0.0065,mse,Wessels,WitnessCell,DOT1L+GFI1,5000,371,133,133,1
1.3994,edistance,Wessels,WitnessCell,DOT1L+GFI1,5000,371,133,133,1
40.6017,sym_kldiv,Wessels,WitnessCell,DOT1L+GFI1,5000,371,133,133,1
0.873,pearson_distance,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,1
0.0114,mse,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,1
0.2451,edistance,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,1
43.4887,sym_kldiv,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,1
35.7431,wasserstein,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,1
0.0,common_degs,Wessels,WitnessCell,DOT1L+IKZF1,100,371,100,100,1
0.5212,pearson_distance,Wessels,WitnessCell,DOT1L+IKZF1,5000,371,100,100,1
0.003,mse,Wessels,WitnessCell,DOT1L+IKZF1,5000,371,100,100,1
0.8692,edistance,Wessels,WitnessCell,DOT1L+IKZF1,5000,371,100,100,1
40.976,sym_kldiv,Wessels,WitnessCell,DOT1L+IKZF1,5000,371,100,100,1
0.4346,pearson_distance,Wessels,WitnessCell,DOT1L+INTS1,100,371,543,543,1
0.0501,mse,Wessels,WitnessCell,DOT1L+INTS1,100,371,543,543,1
0.725,edistance,Wessels,WitnessCell,DOT1L+INTS1,100,371,543,543,1
0.4491,sym_kldiv,Wessels,WitnessCell,DOT1L+INTS1,100,371,543,543,1
50.3859,wasserstein,Wessels,WitnessCell,DOT1L+INTS1,100,371,543,543,1
0.0,common_degs,Wessels,WitnessCell,DOT1L+INTS1,100,371,543,543,1
0.2974,pearson_distance,Wessels,WitnessCell,DOT1L+INTS1,5000,371,543,543,1
0.0037,mse,Wessels,WitnessCell,DOT1L+INTS1,5000,371,543,543,1
0.7827,edistance,Wessels,WitnessCell,DOT1L+INTS1,5000,371,543,543,1
39.2295,sym_kldiv,Wessels,WitnessCell,DOT1L+INTS1,5000,371,543,543,1
0.87,pearson_distance,Wessels,WitnessCell,EP300+GFI1,100,371,111,111,1
0.0424,mse,Wessels,WitnessCell,EP300+GFI1,100,371,111,111,1
0.6648,edistance,Wessels,WitnessCell,EP300+GFI1,100,371,111,111,1
40.8906,sym_kldiv,Wessels,WitnessCell,EP300+GFI1,100,371,111,111,1
69.8054,wasserstein,Wessels,WitnessCell,EP300+GFI1,100,371,111,111,1
0.0,common_degs,Wessels,WitnessCell,EP300+GFI1,100,371,111,111,1
0.7957,pearson_distance,Wessels,WitnessCell,EP300+GFI1,5000,371,111,111,1
0.0036,mse,Wessels,WitnessCell,EP300+GFI1,5000,371,111,111,1
0.9133,edistance,Wessels,WitnessCell,EP300+GFI1,5000,371,111,111,1
40.6297,sym_kldiv,Wessels,WitnessCell,EP300+GFI1,5000,371,111,111,1
0.9376,pearson_distance,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,1
0.0134,mse,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,1
0.3535,edistance,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,1
44.1881,sym_kldiv,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,1
40.8419,wasserstein,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,1
0.0,common_degs,Wessels,WitnessCell,EP300+IKZF1,100,371,63,63,1
0.7505,pearson_distance,Wessels,WitnessCell,EP300+IKZF1,5000,371,63,63,1
0.004,mse,Wessels,WitnessCell,EP300+IKZF1,5000,371,63,63,1
1.2447,edistance,Wessels,WitnessCell,EP300+IKZF1,5000,371,63,63,1
41.549,sym_kldiv,Wessels,WitnessCell,EP300+IKZF1,5000,371,63,63,1
0.9463,pearson_distance,Wessels,WitnessCell,EP300+INTS1,100,371,160,160,1
0.0163,mse,Wessels,WitnessCell,EP300+INTS1,100,371,160,160,1
0.3123,edistance,Wessels,WitnessCell,EP300+INTS1,100,371,160,160,1
0.4224,sym_kldiv,Wessels,WitnessCell,EP300+INTS1,100,371,160,160,1
64.3013,wasserstein,Wessels,WitnessCell,EP300+INTS1,100,371,160,160,1
0.0,common_degs,Wessels,WitnessCell,EP300+INTS1,100,371,160,160,1
0.8333,pearson_distance,Wessels,WitnessCell,EP300+INTS1,5000,371,160,160,1
0.0027,mse,Wessels,WitnessCell,EP300+INTS1,5000,371,160,160,1
0.6947,edistance,Wessels,WitnessCell,EP300+INTS1,5000,371,160,160,1
40.6148,sym_kldiv,Wessels,WitnessCell,EP300+INTS1,5000,371,160,160,1
0.9505,pearson_distance,Wessels,WitnessCell,FLI1+GFI1,100,371,89,89,1
0.0807,mse,Wessels,WitnessCell,FLI1+GFI1,100,371,89,89,1
1.1514,edistance,Wessels,WitnessCell,FLI1+GFI1,100,371,89,89,1
0.7329,sym_kldiv,Wessels,WitnessCell,FLI1+GFI1,100,371,89,89,1
70.9304,wasserstein,Wessels,WitnessCell,FLI1+GFI1,100,371,89,89,1
0.0,common_degs,Wessels,WitnessCell,FLI1+GFI1,100,371,89,89,1
0.8509,pearson_distance,Wessels,WitnessCell,FLI1+GFI1,5000,371,89,89,1
0.0044,mse,Wessels,WitnessCell,FLI1+GFI1,5000,371,89,89,1
1.1262,edistance,Wessels,WitnessCell,FLI1+GFI1,5000,371,89,89,1
41.3744,sym_kldiv,Wessels,WitnessCell,FLI1+GFI1,5000,371,89,89,1
0.9693,pearson_distance,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,1
0.0139,mse,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,1
0.3102,edistance,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,1
0.4435,sym_kldiv,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,1
55.6913,wasserstein,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,1
0.0,common_degs,Wessels,WitnessCell,FLI1+IKZF1,100,371,106,106,1
0.8692,pearson_distance,Wessels,WitnessCell,FLI1+IKZF1,5000,371,106,106,1
0.0023,mse,Wessels,WitnessCell,FLI1+IKZF1,5000,371,106,106,1
0.7194,edistance,Wessels,WitnessCell,FLI1+IKZF1,5000,371,106,106,1
41.0274,sym_kldiv,Wessels,WitnessCell,FLI1+IKZF1,5000,371,106,106,1
