condition,v13_all_gene_mse,v14_all_gene_mse,upgrade_all_gene_gain,v13_top100_mse,v14_top100_mse,upgrade_top100_mse_gain,v13_top100_pcc,v14_top100_pcc,upgrade_top100_pcc_delta
ALX4,0.001939621211627416,0.0019248772119558639,0.007601484033669318,0.057040394619531545,0.05630245743597037,0.012937098147432744,0.35981971977947247,0.36585169860937133,0.006031978829898865
APOBEC3C,0.002113379246624659,0.002040472402640598,0.034497757134930924,0.053144702777933456,0.04949571523653122,0.06866135947075715,0.8392467692380379,0.8379468884118214,-0.0012998808262164596
ARHGDIB,0.0015497101338484611,0.0015197236240278753,0.01934975397374411,0.03896413955154884,0.03746331473502853,0.03851810494967432,0.7339051603996432,0.7326440044194922,-0.0012611559801509742
DEF6,0.0010399870897013007,0.0010424813387813158,-0.0023983461955585255,0.019779011589977098,0.01990384875643186,-0.006311597821097535,0.7428204935376417,0.7427683675290927,-5.212600854898053e-05
DEPDC7,0.0012272926342666126,0.00125083039360347,-0.01917860392841252,0.0188183802054297,0.019996445060239412,-0.06260182023901308,0.9279699245047426,0.9333362446009117,0.005366320096169108
EOMES,0.010451331202146101,0.010454646846766336,-0.0003172461532511138,0.2580670396452217,0.2582329876584643,-0.0006430422632457751,0.4803501279473368,0.48062384527594987,0.00027371732861308784
FOSL1,0.0033110886642082017,0.003298467214643339,0.0038118730257200736,0.08876766894478867,0.08813596539406729,0.007116369712426342,0.2556524611147813,0.25879924912693986,0.0031467880121585634
FOXD2,0.0036722558608641813,0.003657576403181207,0.003997395126907096,0.0894500955903163,0.08871538873328343,0.008213594990416252,0.43112731649092007,0.44849750030403246,0.017370183813112394
FOXQ1,0.00257502135895107,0.0025823931373891214,-0.002862802831683793,0.057257682255338234,0.05762663976616273,-0.006443807997311982,0.6587765774960334,0.6720742574748879,0.01329767997885456
IKZF3,0.0023699056756294476,0.0023907380719032346,-0.008790390473348201,0.05088942839773776,0.0519320898312408,-0.02048876291857485,0.5212939187301849,0.5402042318014328,0.01891031307124791
INPPL1,0.002918777881333913,0.0029181411737021707,0.00021814185855462297,0.06654477866682094,0.06651291144985226,0.00047888380737184585,0.29391902084894717,0.29207602530662896,-0.0018429955423182043
ITPKA,0.0017641709821010812,0.001778081934402529,-0.007885263074036166,0.03979929596003297,0.040495539122720414,-0.01749385625782485,0.6815865260892391,0.6861979416357417,0.004611415546502573
JMJD1C,0.002713518767727779,0.002713107927656423,0.00015140491241209326,0.05061986489403986,0.050599302348468475,0.00040621494376612976,0.506493301764598,0.5087140212589729,0.0022207194943749675
LHX4,0.004054001941458296,0.004048608210850549,0.001330470652366337,0.09972121282006144,0.09945125660314376,0.0027071092426923585,0.36835979639185534,0.3747115520745742,0.00635175568271884
LTBR,0.0088747107661219,0.008881929273229347,-0.0008133794213332117,0.27559458743521176,0.27595587371593955,-0.001310933876060696,0.4169052933946321,0.4364941539863453,0.019588860591713164
MAP4K1,0.0038221498753567874,0.003826250504802107,-0.0010728594061050014,0.08855891676053178,0.08876415326427001,-0.002317513710033289,0.5297167727532233,0.5303080518280238,0.0005912790748004992
OTUD7B,0.0011914245688984739,0.0011914556084983386,-2.6052509470641883e-05,0.026165667268816525,0.026167220800789755,-5.937291632085259e-05,0.6061980907055466,0.6069501459088309,0.000752055203284252
PAPOLG,0.0010952514612262666,0.001095381984654797,-0.00011917211083589452,0.016300613796442317,0.01630714649404027,-0.00040076390248430294,0.6912215788592385,0.6917240746925634,0.0005024958333248453
PRDM1,0.0090270038354815,0.009025531174380035,0.00016313952318015293,0.01818466061714692,0.01818466061714692,0.0,0.7539084940179582,0.7539084940179582,0.0
PRDM13,0.0014181309426740119,0.0013875052684920598,0.02159580138926004,0.03922420262936809,0.03769138763656139,0.03907829579839694,0.1013935640748181,0.10409935701010956,0.002705792935291454
PRKD2,0.0005685186387488718,0.0005596429432199768,0.015611969289920844,0.014137918507002953,0.01369368994578176,0.03142107241608106,0.40571737894399196,0.4073587802579008,0.0016414013139088302
RAC2,0.0005655033101525964,0.0005525950104359932,0.022826214249957195,0.007930723874972867,0.007284663474156878,0.08146298005088465,0.9037901659269121,0.9033385951315263,-0.000451570795385825
TCF7,0.0051478986952018715,0.005178909577980065,-0.006023988546452364,0.12001462962841111,0.12001462962841111,0.0,-0.39210801482390883,-0.39210801482390883,0.0
TNFRSF1A,0.006745507494960435,0.0067500634461643595,-0.0006754052541381415,0.20989956863813042,0.21012759399588685,-0.0010863545801256366,0.391684001443548,0.38597187314122205,-0.005712128302325925
TRAF3IP2,0.0013743454259167592,0.0013756808184460397,-0.0009716571278939327,0.028007455133561537,0.02807429152965203,-0.0023863787613605924,0.8040365451514397,0.8076529189976842,0.0036163738462444694
TRIM21,0.00036274320663828646,0.0003614431826059689,0.0035838687218032366,0.0033360164756173804,0.003270950272799886,0.019504161113428852,0.8566066574890498,0.8569595913127602,0.0003529338237103774
VAV1,0.0030077807978664424,0.0030082741729320593,-0.00016403291954215565,0.06976366046573303,0.06978835388776713,-0.0003539582336886891,0.42022891740244966,0.42034573733208563,0.00011681992963596954
WT1,0.0025344289697987964,0.002534486057872217,-2.2525024019502216e-05,0.06579940226342017,0.06580225952149486,-4.342376946308425e-05,0.47740807632340165,0.48910320751395314,0.011695131190551489
