condition,v13_all_gene_mse,v14_all_gene_mse,upgrade_all_gene_gain,v13_top100_mse,v14_top100_mse,upgrade_top100_mse_gain,v13_top100_pcc,v14_top100_pcc,upgrade_top100_pcc_delta
AHCYL1,0.0005968331946539824,0.0005961884519540835,0.001080272856258806,0.0009129837237945518,0.0008806240876866288,0.03544382584766085,0.7814505592525773,0.7547880170080635,-0.02666254224451381
ATM,0.000373344149936768,0.000366047831587621,0.019543143639408077,0.0015459619995498522,0.001179759781606165,0.2368765972580934,0.6041592472194504,0.6137552256631982,0.009595978443747821
ATP5E,0.001098460510747397,0.0011505779713286424,-0.04744591186603921,0.03382139836060857,0.03643717370718128,-0.07734083962711828,0.7242313681078287,0.6633259199016891,-0.060905448206139634
ATR,0.0017546923073952655,0.0017353994019615082,0.010995036196628902,0.014561606949441995,0.01359329602572171,0.06649753197447691,0.21468320649763692,0.2987822128472666,0.08409900634962966
CAD,0.007161639661372979,0.007152239933478143,0.001312510589653671,0.13796753980361934,0.1374957674605775,0.0034194444846471794,0.4511297945370257,0.558102442622159,0.10697264808513335
CHEK1,0.0007637800412091453,0.0007611324192287855,0.0034664718079937917,0.0009204062122077213,0.0007875220650134662,0.14437554357169546,0.7635533516346957,0.7201536558644929,-0.04339969577020286
DUT,0.004624432361789339,0.004635489292323148,-0.0023909811342835434,0.05978334931470875,0.06033829665820055,-0.00928264056552719,0.6134151124796433,0.6332590331467128,0.019843920667069526
ETAA1,0.0004004667663801503,0.00037900404599374544,0.05359426096803994,0.0029533909028009358,0.0018761769666072793,0.3647380152664684,0.20079947330170642,0.21856698461352456,0.01776751131181814
HSPA5,0.0056421672792558945,0.005644989661293098,-0.0005002301239065224,0.09222890104135781,0.09222890104135781,0.0,-0.799832071123654,-0.799832071123654,0.0
HUS1,0.00014886060991792642,0.000125995834634489,0.15359855972673908,0.00362225017200738,0.0024746671005316558,0.3168149677634652,0.5050941489281323,0.6096307279507823,0.10453657902265001
IDI1,0.001933051350290943,0.0019347344102757654,-0.0008706752588693865,0.027114905177553533,0.02719937795819177,-0.00311536330608914,0.6048694252122879,0.6736575471331474,0.06878812192085948
LIG4,0.00047175434569663664,0.00044605796370630364,0.05446983631361638,0.002888329430024491,0.0015986280179296783,0.44652157703627215,-0.008844596687231912,-0.0641476000252032,-0.055303003337971286
NHEJ1,0.0004919681401787196,0.0004588037602120554,0.06741164164536435,0.0002468794471511426,0.0002468794471511426,0.0,-0.3875359744069429,-0.3875359744069429,0.0
PRKDC,0.0007270290880795244,0.0007178161881711261,0.012671982537500053,0.012363277743740774,0.011900882297338267,0.03740071654028863,0.8652189000864798,0.8660192262554396,0.000800326168959753
RAD1,0.0005379804577509037,0.0005350888533893122,0.005374924534768764,0.0032103791092723457,0.0030652494863640744,0.04520638154201232,0.5067104307134193,0.5040313862337443,-0.00267904447967493
RAD9A,0.00042907982843212874,0.0004122656563448166,0.03918658247988881,0.009452994059645989,0.008609090762583795,0.08927365147353093,0.5828455289525329,0.67980270854591,0.09695717959337702
RPL15,0.001477587045200644,0.0015073313002405765,-0.02013028953965515,0.0040647777015628515,0.005557641862017062,-0.3672683403769473,0.9910419298468699,0.9876112666635662,-0.0034306631833036505
RPS18,0.0026384247377280114,0.0026726251339631167,-0.012962430099315943,0.020021051848820096,0.021737569735860062,-0.08573564965524658,0.9427337459890255,0.9435717611316237,0.0008380151425981808
RRM1,0.00118714973663039,0.00118145738562026,0.004794973064044198,0.03394987599171247,0.03366417689451405,0.008415320788451936,0.5573909485912004,0.5947503805415125,0.037359431950312105
RRM2B,0.00043097960568473594,0.0004070290907677414,0.05557226978047417,0.0026873620727536334,0.0014852857290696727,0.44730717749999377,0.20133870791438113,0.2508504611936219,0.04951175327924079
SQLE,0.003095528301561165,0.0031013716131494534,-0.0018876621432733704,0.09116939942757377,0.09146267523618995,-0.0032168228644433037,0.5718293136858515,0.6007639929010795,0.028934679215227965
SREBF1,0.001069124125617708,0.0010421207689032296,0.02525745707859374,0.018112121214732983,0.018112121214732983,0.0,0.7030151864528907,0.7030151864528907,0.0
TOPBP1,0.00018126292899395678,0.00017401058299684267,0.04001008941743353,0.0012408647351318674,0.0008768694895367108,0.2933399872601542,0.7091003780676418,0.7423785761837643,0.03327819811612254
XRCC6,0.005525499578416682,0.005522340702315826,0.0005716905876158972,0.12663251856723537,0.1264739745757334,0.0012520006179755172,0.47451869964303156,0.47224794596460984,-0.002270753678421722
