dataset,seed,condition,subgroup,all_gene_mse_v1,all_gene_mse_v2,relative_all_gene_mse_gain,top100_mse_v1,top100_mse_v2,relative_top100_mse_gain,top100_pcc_v1,top100_pcc_v2,top100_pcc_delta
Norman,1,CEBPE+CNN1,combo_seen1,0.002513479475810711,0.0021462055170847253,0.14612172578314897,0.05242521117504371,0.03667833872005057,0.30036831711398454,0.6963373465001649,0.812639116156883,0.11630176965671812
Norman,1,CEBPE+ETS2,combo_seen1,0.0068008505918874095,0.006036793113481938,0.11234734068660467,0.21392251311713853,0.17863406168087573,0.1649590355033822,0.3328377507277009,0.5141619089587629,0.18132415823106202
Norman,1,CEBPE+KLF1,combo_seen1,0.004607975515058125,0.005156245426232071,-0.11898281780844705,0.07174243225692359,0.06688985965459533,0.06763880802019998,0.30035038110275974,0.3745035505485967,0.07415316944583694
Norman,1,CEBPE+PTPN12,combo_seen1,0.0019532544454288047,0.001732581549948431,0.11297703481326453,0.03395322863327479,0.023214524465430503,0.3162793230603159,0.7409126967796509,0.8343504600894437,0.09343776330979281
Norman,1,CEBPE+RUNX1T1,combo_seen1,0.003320366003062562,0.0027434591492150767,0.17374797034886252,0.09410503159184218,0.06983076621184883,0.2579486449276921,0.31167410975183185,0.530143779037015,0.2184696692851832
Norman,1,CEBPE+SET,combo_seen1,0.003526485909858999,0.0035172645829262502,0.0026148770102749673,0.09160543945451258,0.07737140509106992,0.15538416111753584,0.439881478728013,0.5592456099064912,0.11936413117847822
Norman,1,CLDN6+KLF1,combo_seen1,0.003547542721883262,0.003602055048492444,-0.015366221320724054,0.07064542179266843,0.06796992601409717,0.03787217502109847,0.8823004779196486,0.8795006291224357,-0.002799848797212956
Norman,1,CNN1+MAPK1,combo_seen1,0.0009402315349972419,0.0008211304534785492,0.12667207712730252,0.014578330595708046,0.00958161577153768,0.34274945209717167,0.9241212230439053,0.9500602795737925,0.02593905652988715
Norman,1,CNN1+UBASH3A,combo_seen1,0.006292043909007886,0.006445392532400973,-0.024371829823620243,0.20773447719583948,0.21030412530838885,-0.01236986824352155,0.8033970814428403,0.7988190648897194,-0.004578016553120845
Norman,1,CNN1+UBASH3B,combo_seen1,0.004452405856000984,0.00449903784998973,-0.010473437394727763,0.1641304932472899,0.164125734723983,2.8992317105401666e-05,0.9203228094483944,0.9306060068184395,0.010283197370045127
Norman,1,COL2A1+KLF1,combo_seen1,0.003349802706988985,0.003473635337122474,-0.03696714134092923,0.047463076689296654,0.04403430810510057,0.07224075688648528,0.8414697080390374,0.8519713102178106,0.010501602178773162
Norman,1,DLX2+SNAI1,combo_seen1,0.004724876193871942,0.004772676763425871,-0.010116787740581478,0.11001365985190736,0.10487361559305518,0.046721873136221004,0.6009589782851364,0.6130577981644807,0.012098819879344247
Norman,1,DLX2+ZBTB10,combo_seen1,0.006364105752182461,0.006267196957335022,0.015227401715348005,0.0946347389987651,0.08889121856627752,0.06069145953435264,0.9066332766442279,0.9171532599961695,0.010519983351941598
Norman,1,DUSP9+ETS2,combo_seen1,0.0028899898542585,0.002466229406771521,0.14663042739148488,0.06515954417516585,0.0529054569033506,0.1880628145413828,0.7510691007608427,0.8190767870480071,0.06800768628716447
Norman,1,DUSP9+KLF1,combo_seen1,0.007172550711576782,0.006395568147552842,0.10832723186883275,0.24708534038636873,0.2178266399408467,0.1184153636948677,0.6172692106531731,0.7147109043917652,0.09744169373859213
Norman,1,ETS2+IGDCC3,combo_seen1,0.0015598339113370757,0.0016795223268919659,-0.07673151268540784,0.016890062015232313,0.017014495681641834,-0.007367271138335722,0.8951509526533039,0.8961482762350247,0.000997323581720777
Norman,1,ETS2+IKZF3,combo_seen1,0.0013867190734913003,0.0014627310296232805,-0.05481424290257089,0.012888758158196584,0.012387459967334142,0.038894219653244334,0.9869792068048694,0.9865039543840722,-0.00047525242079715646
Norman,1,ETS2+MAP7D1,combo_seen1,0.002775289947838176,0.0029242162313219944,-0.053661522321235444,0.0793551225465784,0.08148782961287317,-0.026875480723288606,0.5899478244873064,0.550138409301236,-0.039809415186070396
Norman,1,ETS2+MAPK1,combo_seen1,0.0024736249660553813,0.002450643562550142,0.009290577116824234,0.07573180696187203,0.0737596298453131,0.026041595938042707,0.9789457874741754,0.9803343259411054,0.0013885384669299894
Norman,1,ETS2+PRTG,combo_seen1,0.001219478999911063,0.0013244342315720213,-0.08606563267478386,0.01559126684365884,0.015836109466651187,-0.015703831218303328,0.9202879729261236,0.9201148770834507,-0.0001730958426728879
Norman,1,ETS2+TGFBR2,combo_seen1,0.0022911719793194695,0.0024140092969670846,-0.053613311770729886,0.049426017594434095,0.05007512148648548,-0.013132838202292843,0.050566507548304336,0.06461669904748199,0.014050191499177654
Norman,1,FEV+ISL2,combo_seen1,0.008731703974272706,0.008604608094163559,0.01455567899274024,0.2350801850594234,0.22525880614299626,0.04177884628576631,0.6011086470538473,0.6350491504114827,0.03394050335763543
Norman,1,FEV+MAP7D1,combo_seen1,0.005336729727679287,0.005329675375358216,0.0013218492749376405,0.15320568228146025,0.14942914063676896,0.024650140833244422,0.6451160684908499,0.6567569408272625,0.011640872336412644
Norman,1,FOSB+PTPN12,combo_seen1,0.002927576267600752,0.002518548158639281,0.13971561167787555,0.038186947345952696,0.032997712241127984,0.1358902836043191,0.5500265152864504,0.6107402862088424,0.06071377092239194
Norman,1,FOXA1+KLF1,combo_seen1,0.003349039627511331,0.003365207730237128,-0.0048276833134433695,0.0716228596475415,0.06703032124690975,0.06412112589795761,0.6397920440731791,0.655823859853725,0.01603181578054591
Norman,1,IRF1+SET,combo_seen1,0.004272636367891914,0.004274570621198493,-0.0004527072140083603,0.0883647324206927,0.08128242206243845,0.08014860866138675,0.842508749391976,0.8477074781350826,0.005198728743106673
Norman,1,KLF1+MAP2K6,combo_seen1,0.0026340357930126498,0.0027607240464359154,-0.048096633219386654,0.08413150549784153,0.08261411463359583,0.018035940938732238,0.3825120654076397,0.37212824467029354,-0.010383820737346172
Norman,1,KLF1+TGFBR2,combo_seen1,0.00301541203307667,0.0031186054761963584,-0.03422200415324283,0.0847441578568385,0.08199849198826593,0.032399470807308345,0.5610596145074344,0.5515993234143911,-0.00946029109304325
Norman,1,OSR2+PTPN12,combo_seen1,0.002387026971098703,0.002045851020327088,0.14292923997192133,0.025339424277102455,0.01942355264338463,0.2334651162166933,0.7484668752597354,0.7963704638311946,0.047903588571459155
Norman,1,PTPN12+PTPN9,combo_seen1,0.0017198314177925744,0.0015314998888183607,0.10950580796805053,0.04100359178371498,0.035850438287949954,0.12567566087738824,0.8970251675307203,0.9088182837804356,0.011793116249715352
Norman,1,PTPN12+SAMD1,combo_seen1,0.0018382276775772686,0.0015954664641636156,0.1320626472851314,0.036495266616402254,0.03134966715251796,0.14099361207493358,0.932984818022331,0.9425406371194683,0.00955581909713732
Norman,1,PTPN12+SNAI1,combo_seen1,0.0019895916569894257,0.002404249668119174,-0.20841362581766798,0.03067070702663962,0.0309358404572148,-0.008644516422294855,0.6850061183173033,0.7081034354887287,0.02309731717142538
Norman,1,PTPN12+UBASH3A,combo_seen1,0.004339808998630507,0.00404558328679155,0.06779692653105344,0.1377596740001565,0.12992332210298524,0.05688422213573451,0.7381724401080637,0.7557436654464336,0.017571225338369856
Norman,1,PTPN12+UBASH3B,combo_seen1,0.0019498374048207935,0.0017950991389040062,0.07935957405177023,0.05752956391278079,0.05249814842958456,0.08745791104594919,0.9457944493043118,0.9474071043930395,0.0016126550887277658
Norman,1,PTPN12+ZBTB10,combo_seen1,0.0024037989748345785,0.002246445679756137,0.06546025550629503,0.021472065456900346,0.01756654058110811,0.18188864427744839,0.9253830592392245,0.9390003168117306,0.013617257572506092
Norman,1,PTPN12+ZBTB25,combo_seen1,0.0019082930003123694,0.0016748933738472479,0.12230806612344973,0.044957207937877525,0.03948308715574553,0.12176291707652777,0.9509267865927346,0.9593143126015549,0.008387526008820312
Norman,1,RHOXF2+SET,combo_seen1,0.0038020184227316356,0.003792774626201801,0.0024312866225391005,0.07247764248176672,0.06717955811819903,0.0730995681171684,0.8163275500570407,0.8302339458509242,0.01390639579388353
Norman,1,BAK1+TMSB4X,combo_seen2,0.0003985980367408506,0.0003985980367408506,0.0,0.003107241983729442,0.003107241983729442,0.0,0.9877906028805484,0.9877906028805484,0.0
Norman,1,BPGM+SAMD1,combo_seen2,0.0007078212179123289,0.0007078212179123289,0.0,0.005873034547083472,0.005873034547083472,0.0,0.9851849303974572,0.9851849303974572,0.0
Norman,1,CEBPA+CEBPB,combo_seen2,0.005723742440445799,0.005723742440445799,0.0,0.017826811235671678,0.017826811235671678,0.0,0.9947143827085257,0.9947143827085257,0.0
Norman,1,CEBPA+CEBPE,combo_seen2,0.002097801879769331,0.0020736947928471634,0.011491593727057934,0.021479004187366892,0.013952428610324152,0.3504154806892573,0.9811948397393259,0.9881305408597261,0.006935701120400206
Norman,1,CEBPA+JUN,combo_seen2,0.004260432353836109,0.004260432353836109,0.0,0.02562419544384566,0.02562419544384566,0.0,0.9888142826324339,0.9888142826324339,0.0
Norman,1,CEBPB+CEBPE,combo_seen2,0.002931470562953276,0.0023231479785629883,0.20751447825470917,0.04868076513769323,0.030856030761768148,0.3661555919572738,0.9612800998411649,0.9761479143979401,0.014867814556775216
Norman,1,CEBPB+LYL1,combo_seen2,0.0021414409057470252,0.0021414409057470252,0.0,0.025284609319373687,0.025284609319373687,0.0,0.9107331817165516,0.9107331817165516,0.0
Norman,1,CEBPE+FOSB,combo_seen2,0.005731340525839339,0.004506680009835803,0.2136778490969506,0.15155851668056167,0.11273221616199,0.2561802620462792,0.9482144731220334,0.974077165566199,0.025862692444165614
Norman,1,CEBPE+SPI1,combo_seen2,0.009604210113110315,0.008061707569530669,0.1606069135736669,0.21831300414172852,0.17616521977828817,0.19306126324970577,0.906701411911351,0.9397388871818827,0.03303747527053169
Norman,1,DUSP9+IGDCC3,combo_seen2,0.0027092103949787503,0.002579796788924667,0.04776801620647051,0.0673283001000699,0.06059075969888533,0.10006996153431143,0.9302830834310152,0.9482963749473874,0.01801329151637221
Norman,1,DUSP9+PRTG,combo_seen2,0.0027363439520818517,0.002570756230247648,0.060514220702489505,0.07105286700895058,0.0644060813406967,0.09354704388517615,0.9409627959136577,0.9592133029900596,0.018250507076401856
Norman,1,FOXA1+FOXA3,combo_seen2,0.000783275847370033,0.000783275847370033,0.0,0.0054413230475063926,0.0054413230475063926,0.0,0.9847159366940603,0.9847159366940603,0.0
Norman,1,FOXL2+ZNF318,combo_seen2,0.0008240718039347905,0.0008240718039347905,0.0,0.0054306346145918645,0.0054306346145918645,0.0,0.9617492241700837,0.9617492241700837,0.0
Norman,1,IKZF3+MAPK1,combo_seen2,0.000945760293942842,0.000945760293942842,0.0,0.007026512334379084,0.007026512334379084,0.0,0.9846641294297843,0.9846641294297843,0.0
Norman,1,MAPK1+PRTG,combo_seen2,0.0010537554321491038,0.0010537554321491038,0.0,0.010859871729879471,0.010859871729879471,0.0,0.9273379429424031,0.9273379429424031,0.0
Norman,1,UBASH3A+UBASH3B,combo_seen2,0.00033299188998050166,0.00033299188998050166,0.0,0.003365279662776276,0.003365279662776276,0.0,0.9791247715275644,0.9791247715275644,0.0
Norman,1,UBASH3B+ZBTB25,combo_seen2,0.0006716193552884579,0.0006716193552884579,0.0,0.010109209039791399,0.010109209039791399,0.0,0.9903506757184022,0.9903506757184022,0.0
Norman,1,ARID1A,unseen_single,0.003272456973738536,0.0036481855616330647,-0.11481544017530261,0.08289996866562642,0.08951589303124166,-0.07980611418926221,0.8344431773433212,0.7717863338242675,-0.06265684351905365
Norman,1,BCL2L11,unseen_single,0.0008620929407122626,0.0007674661049708509,0.10976407678646675,0.002927435724973762,0.0015337716117819538,0.47606992744624627,0.35649719507837474,0.8334925649805541,0.4769953699021794
Norman,1,BCORL1,unseen_single,0.0009181472660772839,0.0009242844703565041,-0.0066843354067163355,0.016682688263878896,0.01603669908068223,0.03872212757193046,0.3720986304156515,0.42911735627273306,0.057018725857081565
Norman,1,CBL,unseen_single,0.0010069069734226135,0.0010485214593125747,-0.04132902739615353,0.026135693279136233,0.029689655213661504,-0.13598116172270625,0.6597958266552605,0.5788556706374822,-0.08094015601777826
Norman,1,CDKN1B,unseen_single,0.0009037689175957571,0.0008754704518503858,0.0313116164922467,0.022328593507089902,0.017080864451451707,0.23502282192435928,0.9061694383928631,0.9072398210467331,0.001070382653869939
Norman,1,CDKN1C,unseen_single,0.0015765741506883527,0.0013278467419091042,0.15776448489317862,0.03641275768462205,0.023254399707906673,0.3613666970978267,0.88985228864958,0.8797552095730365,-0.010097079076543447
Norman,1,CELF2,unseen_single,0.001236971451228106,0.0012210351352438618,0.012883333700565302,0.030707545607686692,0.029894719159366822,0.026469925623635766,0.4006523596415803,0.4153367550863194,0.014684395444739096
Norman,1,CKS1B,unseen_single,0.0021244548278566357,0.002248533106529275,-0.05840476203385413,0.05958895597029417,0.06034792908122312,-0.012736808332525697,0.8077500469768025,0.803488767367629,-0.004261279609173552
Norman,1,CNN1,unseen_single,0.00227264700679941,0.0020398404859964994,0.10243848697417127,0.07687957384823617,0.07005006640321253,0.08883383587044076,0.5466764093113908,0.659149648172207,0.11247323886081617
Norman,1,DLX2,unseen_single,0.001552638284591905,0.001410269521107652,0.09169473978394982,0.0516938951006072,0.043092004938426284,0.16640050329811337,0.3102957932636638,0.49880475450213146,0.18850896123846766
Norman,1,ETS2,unseen_single,0.0023882859125763196,0.002514807340672747,-0.05297582983267889,0.07700463014444821,0.07892786504382608,-0.024975574790375547,0.09259944514951163,0.07593228070973301,-0.016667164439778615
Norman,1,FEV,unseen_single,0.004928441722046781,0.0047481349479413775,0.03658494596757094,0.14754659523353744,0.13876253930623905,0.05953411472081036,0.4837048141021841,0.5630033055711019,0.07929849146891782
Norman,1,HES7,unseen_single,0.007909587024176264,0.007505620223744038,0.05107305845393323,0.17458403411576282,0.15938822976484335,0.08704005740206155,0.7233198189237449,0.833624437132439,0.11030461820869408
Norman,1,KLF1,unseen_single,0.00348552662665466,0.0036126593058279414,-0.036474453587893176,0.10007469796981634,0.09760302268737635,0.024698303692962227,0.2523721799979867,0.2744609481809269,0.0220887681829402
Norman,1,NIT1,unseen_single,0.003491276891799086,0.0037348423541815065,-0.06976400610176436,0.07460829137022978,0.07916510905218815,-0.061076558627324785,0.6827756322486211,0.6253895144395253,-0.05738611780909586
Norman,1,PTPN12,unseen_single,0.0013437174720268734,0.0011243041847729819,0.16328825949023862,0.0322583687545982,0.026816694835741638,0.168690300500111,0.6159031737292302,0.7071712714953543,0.0912680977661241
Norman,1,PTPN13,unseen_single,0.0013070676416360781,0.0014019953566048683,-0.07262647467117127,0.036650143359998166,0.038243017351976966,-0.04346160331032547,0.692762684400247,0.605840454624658,-0.08692222977558905
Norman,1,RREB1,unseen_single,0.001027819771178367,0.001188975440807979,-0.15679370464420186,0.023409025887330827,0.02488703075888328,-0.06313824755742453,0.7092577079092468,0.6547360438449221,-0.05452166406432468
Norman,1,RUNX1T1,unseen_single,0.0008020568707208212,0.0006974265353303183,0.13045251429174837,0.014593337306445282,0.013194591834443796,0.09584822461300319,-0.002105974951468555,0.15041066617603008,0.15251664112749863
Norman,1,SET,unseen_single,0.0036726697586331853,0.0037079133939029573,-0.009596189580325412,0.10388640448026884,0.10072408549461169,0.030440162035425627,0.6215063672515362,0.5954258583246643,-0.02608050892687186
Norman,1,CBL+CNN1,combo_seen0,0.006674416719657861,0.006813830691166402,-0.02088781347708349,0.2285813692653827,0.2406091791252328,-0.05261937969181484,0.7650329062169824,0.7626850870009171,-0.0023478192160653055
Norman,1,CBL+PTPN12,combo_seen0,0.0042759135519687295,0.003839550398479082,0.10205144425540032,0.11905668387791234,0.11476990881632762,0.036006168842907006,0.7013034853847929,0.7285600811727619,0.027256595787969018
Norman,1,CDKN1B+CDKN1C,combo_seen0,0.0020683552810894213,0.0021470288852668096,-0.0380367942087542,0.034057066009992996,0.01955183308554611,0.42590964589230246,0.9071273107002592,0.9284151134853603,0.021287802785101118
Norman,1,CNN1+ETS2,combo_seen0,0.0018109906804665836,0.0016154168469002597,0.10799273330105502,0.02917739019248202,0.023000892380308783,0.21168780934234147,0.7575639235660933,0.81042846492339,0.05286454135729679
Norman,1,KLF1+SET,combo_seen0,0.005054039348753434,0.005118995440793115,-0.012852312290703155,0.13020726021160597,0.11432455156335941,0.12198020772754778,0.4446189803703936,0.5350529817054441,0.09043400133505053
Norman,2,BAK1+BCL2L11,combo_seen1,0.0013775530169858725,0.001458179673275379,-0.05852889529139148,0.003291716127626432,0.00384941398683733,-0.16942465194076103,0.5468723530289857,0.5567074865062526,0.009835133477266833
Norman,2,BAK1+KLF1,combo_seen1,0.0007995911682069878,0.0007496916424366329,0.06240629931199739,0.00830265872907275,0.007185662979152672,0.13453470585377472,0.9510650541320623,0.9595981201272831,0.008533065995220745
Norman,2,BAK1+TMSB4X,combo_seen1,0.0010480179624175966,0.0010528051074555095,-0.004567808195643698,0.006060610624814078,0.0038537903698019414,0.36412506785648113,0.9412972772063022,0.9631508519948634,0.021853574788561203
Norman,2,BPGM+SAMD1,combo_seen1,0.0018404563390305162,0.0015781119834227188,0.14254310197110714,0.0323988889462616,0.02775189724596199,0.1434305882528051,0.9205738602361487,0.9314757675541019,0.010901907317953152
Norman,2,BPGM+ZBTB1,combo_seen1,0.0011964027949192583,0.001042428197469502,0.1286979586671289,0.022673809725798404,0.018281288975545647,0.19372663012404653,0.9293008112788724,0.9408654037999277,0.01156459252105524
Norman,2,CBFA2T3+POU3F2,combo_seen1,0.0024143118563406886,0.002372231543634931,0.017429526593775467,0.03281665142242396,0.029907650638399747,0.08864404678523848,0.8786680099512036,0.884835712099712,0.006167702148508369
Norman,2,CBL+CNN1,combo_seen1,0.00649186884979636,0.006211189279300236,0.043235557740037796,0.22324294508057466,0.21908856602066887,0.01860922887577189,0.7901790415239797,0.8339106305456656,0.043731589021685946
Norman,2,CBL+UBASH3A,combo_seen1,0.0026236617627840852,0.002328006158051148,0.11268815551102274,0.021339502734708776,0.018014633183290128,0.155808201941404,0.9865543420724593,0.9701946340046954,-0.01635970806776388
Norman,2,CEBPA+CEBPE,combo_seen1,0.0016111884738343675,0.001595135649933429,0.009963343309386618,0.017677929780163484,0.01183839712339358,0.3303289881444421,0.9848846038154275,0.99113191653267,0.006247312717242437
Norman,2,CEBPA+JUN,combo_seen1,0.003963448587922849,0.0033958962258764094,0.14319659999522802,0.03130186353586271,0.015613525311335546,0.5011950233107673,0.9918533867927857,0.9917935142108184,-5.987258196726852e-05
Norman,2,CEBPB+CEBPE,combo_seen1,0.0042571668138878934,0.003473102011760737,0.18417525936952955,0.08400083856887125,0.062048803415512506,0.2613311429666329,0.9442887899175351,0.9585451179094406,0.01425632799190557
Norman,2,CEBPB+JUN,combo_seen1,0.004767936782003374,0.004003463767481168,0.16033623126206653,0.043953532038558236,0.027783862849753517,0.3678809970179388,0.9502712927696735,0.968143287804459,0.017871995034785537
Norman,2,CEBPE+ETS2,combo_seen1,0.003672680866946901,0.002881401187692248,0.21545015968470024,0.10957108687714225,0.0788324081411637,0.28053640437503935,0.8280336655933487,0.8881153900329418,0.06008172443959314
Norman,2,CEBPE+FOSB,combo_seen1,0.007191778594756515,0.005915216325489258,0.17750299907702824,0.1893439633506562,0.14669810195796162,0.22522958027299994,0.9120045699487002,0.9416584381751648,0.029653868226464652
Norman,2,CEBPE+KLF1,combo_seen1,0.001279580284177376,0.0010277094726800005,0.19683861545217515,0.02469951383359593,0.015540531995974615,0.3708162800015682,0.8172298874454054,0.8841992383686406,0.0669693509232352
Norman,2,CEBPE+PTPN12,combo_seen1,0.0023103112835867815,0.0017606212151624614,0.23792900650639628,0.045297189800779805,0.028265435612847237,0.3760002389295983,0.636197740237726,0.7828953284095349,0.1466975881718089
Norman,2,CEBPE+RUNX1T1,combo_seen1,0.0019812729752314694,0.0014563832468440742,0.264925497369222,0.05991771387572433,0.03773339999835088,0.3702463335531469,0.7070051052524662,0.8528593047903066,0.1458541995378404
Norman,2,CEBPE+SET,combo_seen1,0.0022978081831843632,0.0020371176220387336,0.11345183773536646,0.039444183022695985,0.029082810121192165,0.2626844342432429,0.8413302901710081,0.893522046032154,0.05219175586114588
Norman,2,CEBPE+ZC3HAV1,combo_seen1,0.0014096234873447985,0.0010998057770325884,0.21978756249003084,0.03391062117279717,0.01950585267342956,0.4247863354070022,0.6130159467220593,0.8058482289053666,0.19283228218330728
Norman,2,CNN1+ETS2,combo_seen1,0.001719420078749627,0.001367728824003156,0.2045406233724007,0.038350834279868115,0.0297214096308548,0.22501269688266587,0.6224552062037052,0.7028943806717458,0.08043917446804061
Norman,2,CNN1+MAPK1,combo_seen1,0.0008746200220718659,0.0006937829797631606,0.20676069349558784,0.014467242887819254,0.00908624056671761,0.37194387091075926,0.9212527491805454,0.9508259569794909,0.029573207798945456
Norman,2,CNN1+UBASH3B,combo_seen1,0.003820177151170646,0.0035945544906000174,0.059060784786247225,0.13799090283175997,0.12912981914871172,0.06421498447511269,0.9351517311944642,0.954763112067449,0.019611380872984863
Norman,2,DUSP9+IGDCC3,combo_seen1,0.0011573180781003214,0.001215095766825426,-0.04992377620156406,0.023007474700845028,0.024055117851840536,-0.04553490396566775,0.9628999903824981,0.9739605414551321,0.01106055107263404
Norman,2,ETS2+IGDCC3,combo_seen1,0.0020112420085615012,0.0020160016937243626,-0.002366540248562937,0.03688149379860341,0.03740664868497241,-0.014238980916464179,0.6391026104277947,0.6125069368148107,-0.026595673612983983
Norman,2,FOXA1+FOXA3,combo_seen1,0.0010280370557916574,0.0010353813139190172,-0.007143962453478149,0.015089066269552087,0.014029770280417892,0.07020288533504065,0.9754165443170617,0.9758739752418167,0.0004574309247550312
Norman,2,FOXA1+FOXF1,combo_seen1,0.0014490924946613996,0.0013372430629508755,0.0771858470888425,0.022486465883497758,0.02069035189468738,0.07987533470648678,0.9693052561432585,0.9708280609821911,0.0015228048389326343
Norman,2,FOXA1+HOXB9,combo_seen1,0.0013121516284560633,0.0012642311152212494,0.03652056073062178,0.02181149866925134,0.020234644859106917,0.07229461093232377,0.966516133103122,0.964912013375492,-0.0016041197276299712
Norman,2,FOXA1+KLF1,combo_seen1,0.001566711158544307,0.0013986692797992198,0.10725772764727196,0.030608099327569936,0.026167697243321904,0.14507278079329755,0.8424489295949527,0.865734966643332,0.023286037048379393
Norman,2,FOXA3+FOXL2,combo_seen1,0.0030578458282378993,0.0028709776401236006,0.06111105615222677,0.03970932203262237,0.038582916248155734,0.02836628093376309,0.9573926058603298,0.9613921395145837,0.003999533654253873
Norman,2,FOXF1+FOXL2,combo_seen1,0.0034084469948104197,0.003235726869088434,0.050674141620791875,0.06352308850402807,0.057968601104948496,0.08744044928998315,0.9301465447575709,0.9513004578243611,0.021153913066790264
Norman,2,FOXL2+HOXB9,combo_seen1,0.002806697624858518,0.002689505950060354,0.04175429293138459,0.03441808152736771,0.028667578036764976,0.16707797864997767,0.9403041925293177,0.9614749411023268,0.021170748573009046
Norman,2,FOXL2+MEIS1,combo_seen1,0.0020519350446179924,0.0019064927933957127,0.07088053376921423,0.035898487606154515,0.030721419966059812,0.14421408770455096,0.8921709864108698,0.9332187934986177,0.04104780708774791
Norman,2,FOXL2+ZNF318,combo_seen1,0.0009878169936505645,0.0009350437189537104,0.05342414135013597,0.011456368814741165,0.011091943818674439,0.03180981705108971,0.9126699756548861,0.9229663427476278,0.010296367092741732
Norman,2,IGDCC3+MAPK1,combo_seen1,0.002004820397728239,0.0020223962302342064,-0.008766786553989356,0.025233344327988884,0.022617340306297855,0.10367250522513384,0.8007017239780478,0.8110393651021188,0.010337641124070984
Norman,2,IGDCC3+PRTG,combo_seen1,0.0008842056157071514,0.000759287836565952,0.14127684434722262,0.01127785264294569,0.007226976939715148,0.35918856465679827,0.951907805963419,0.970854720648874,0.018946914685455063
Norman,2,IGDCC3+TGFBR2,combo_seen1,0.0012445234001794148,0.0014003816904226208,-0.1252353231933903,0.03218850671864316,0.03645568017131647,-0.13256823281590208,0.8969362892339511,0.9384505325056688,0.04151424327171771
Norman,2,IGDCC3+ZBTB25,combo_seen1,0.001977299057281736,0.0024134223384397685,-0.22056515910020563,0.04520152785773131,0.05434442644464612,-0.20226968025708014,0.9476137899042438,0.9606650725872982,0.013051282683054333
Norman,2,KIF18B+KIF2C,combo_seen1,0.001662863205879611,0.001399986473475253,0.15808680562229602,0.002261257818710859,0.0015371426433113736,0.3202267204596347,0.795341185345838,0.9189090453340282,0.1235678599881902
Norman,2,MAP2K6+SPI1,combo_seen1,0.0022205119478508803,0.001769165763432969,0.20326221836128652,0.0301679491362039,0.02203799946502683,0.26948963731248454,0.660540161560249,0.7570324789314251,0.09649231737117614
Norman,2,PTPN12+UBASH3A,combo_seen1,0.001447377664317558,0.001123953524161685,0.22345525161075921,0.03786764053120496,0.02593289279765788,0.31517009156438497,0.9843846417842363,0.9891850558867668,0.004800414102530404
Norman,2,UBASH3A+UBASH3B,combo_seen1,0.00037771958234545717,0.00047490727320908047,-0.2573011710436997,0.004065796414602138,0.006934610775425569,-0.7055971495572685,0.9766428433164511,0.9762745340869387,-0.0003683092295124757
Norman,2,CBFA2T3+FEV,combo_seen2,0.006044247007171304,0.00602435705668642,0.0032907242972178264,0.12348981868621849,0.12277262307955017,0.005807730663939795,0.9102766184672154,0.9074374769638182,-0.002839141503397258
Norman,2,CBFA2T3+PRDM1,combo_seen2,0.00283112615149269,0.0028343965464323164,-0.0011551569109352284,0.026880491773111692,0.026777187071249854,0.003843110562626415,0.953409046858841,0.9513752818735275,-0.002033764985313491
Norman,2,CBL+TGFBR2,combo_seen2,0.001730394630975958,0.0017730995100203343,-0.024679271583436652,0.04450232050373411,0.04941313924249509,-0.11034972296217503,0.8548048491112772,0.8093200467859155,-0.04548480232536167
Norman,2,CEBPB+FOSB,combo_seen2,0.004288627692923012,0.00429823468936657,-0.002240109688096913,0.051427645056299987,0.051160175406035534,0.005200892437747102,0.9688240132184459,0.967350441690606,-0.0014735715278398898
Norman,2,CLDN6+KLF1,combo_seen2,0.0015221547731863352,0.0015604871401241843,-0.025182962740121197,0.01750602628526327,0.018968095204948087,-0.08351803521028647,0.9628523816572798,0.9592287504121172,-0.0036236312451626285
Norman,2,DLX2+SNAI1,combo_seen2,0.0014869516983808725,0.0015041151717754382,-0.011542724227864848,0.01630671845273723,0.017026145686304523,-0.04411845557108578,0.9477271764104708,0.9459848668574167,-0.0017423095530541
Norman,2,ETS2+MAPK1,combo_seen2,0.0017305412821596428,0.001709480088103996,0.012170292770689201,0.030596016944276175,0.029354707862777513,0.04057093718307939,0.9656568177021412,0.9641250961397602,-0.0015317215623810165
Norman,2,FEV+ISL2,combo_seen2,0.0018434541953566857,0.0018282493463236144,0.008248021063593243,0.0265789494030206,0.025913861847940433,0.025023094216228982,0.9825768005398151,0.9817496091626773,-0.0008271913771378259
Norman,2,FOSB+OSR2,combo_seen2,0.0014344597377681176,0.0014235781036318386,0.007585876305744052,0.022866096433926977,0.022213729802204388,0.028529864448339194,0.9645085775218729,0.9640284958588271,-0.000480081663045806
Norman,2,FOSB+PTPN12,combo_seen2,0.0006449453639199352,0.000660562170275325,-0.024214153987357892,0.00422771789586929,0.004614445683081842,-0.0914743596280173,0.9575953229939506,0.9536677616679202,-0.003927561326030338
Norman,2,FOSB+UBASH3B,combo_seen2,0.0004413825206093971,0.0004366551539843168,0.010710362110745612,0.0024361940270293137,0.0024287233280888497,0.0030665451345735853,0.9649322848437154,0.9652112166683198,0.00027893182460436705
Norman,2,FOXA3+FOXF1,combo_seen2,0.0008670565580428936,0.0008705224654801302,-0.003997325670495804,0.004767294079857234,0.004745761540550033,0.00451672142446174,0.9791413443483868,0.978841238367798,-0.0003001059805888273
