condition,v13_all_gene_mse,v14_all_gene_mse,upgrade_all_gene_gain,v13_top100_mse,v14_top100_mse,upgrade_top100_mse_gain,v13_top100_pcc,v14_top100_pcc,upgrade_top100_pcc_delta
AHR,0.001108745404610674,0.0011052733204931714,0.003131543186617919,0.028252731313147345,0.02807825908624284,0.006175410970737324,0.8142266569203762,0.8223199067116349,0.008093249791258694
ARID1A,0.0037496310873445095,0.0037611827768119265,-0.003080753599042175,0.09345347391065285,0.09345347391065285,0.0,0.7554969171328341,0.7554969171328341,0.0
ARRDC3,0.00036646116273783406,0.00036516913773120517,0.0035256805850206897,0.0033210283144110247,0.003256104057827925,0.019549443857907613,0.7857755586942344,0.7890564578236758,0.003280899129441406
ATL1,0.0026497581536508445,0.0026368293337403963,0.004879245259660743,0.07311358548495807,0.07311358548495807,0.0,0.8177509042938459,0.8177509042938459,0.0
BCL2L11,0.0008276889105020639,0.0008308165203885369,-0.003778726338831676,0.001490704424784805,0.0016478668215800768,-0.10542827550670172,0.7909172388258582,0.8120150795980964,0.021097840772238197
BCORL1,0.0008030197120649159,0.0008015180853146332,0.0018699749554359085,0.015176459571467927,0.015101002827266223,0.004971959622490863,0.4604620700576779,0.4630395690934133,0.0025774990357353977
CBFA2T3,0.0009847536177612708,0.0009877718312659466,-0.003064942794053758,0.03157605034870606,0.03172771557731601,-0.00480317287738831,0.41904259999548604,0.41742414778548564,-0.0016184522100003984
CDKN1A,0.0010061044810582072,0.0010134478110455636,-0.007298774755115658,0.024125595982690637,0.024494598314555284,-0.015295055596943379,0.9653265596096686,0.966909197886768,0.0015826382770993686
CDKN1B,0.000788800434449532,0.0007856731055021308,0.003964664331839082,0.018040923793235387,0.018040923793235387,0.0,0.9200464197940134,0.9200464197940134,0.0
CDKN1C,0.0013821321878018425,0.0013853941906666384,-0.002360123650678992,0.031489241255710225,0.03165315689966622,-0.005205449144515954,0.8991211360199065,0.8607817887177683,-0.03833934730213817
CEBPA,0.018767105870748327,0.01876448230456214,0.00013979599221410513,0.5225012224707912,0.5223693882699353,0.0002523136696839214,0.6737919087306447,0.6677400566957722,-0.0060518520348724625
CEBPB,0.0037895396004144952,0.003789303012445578,6.243185026788277e-05,0.11251403252724274,0.11251403252724274,0.0,0.8518424410880955,0.8518424410880955,0.0
CELF2,0.001293923538734856,0.00132788713886618,-0.026248537192956774,0.03294059095074426,0.03294059095074426,0.0,0.3293055494976955,0.3293055494976955,0.0
CITED1,0.0015565642084928526,0.0015580439039380581,-0.0009506163877674163,0.026843977050600935,0.026918331746722517,-0.002769883761315396,0.8774659430100836,0.8833729355294457,0.005906992519362109
CLDN6,0.0021953082765959493,0.0022144642512682495,-0.008725870018585045,0.06597411850942579,0.06693670623670886,-0.014590384063192024,0.9255843639824186,0.9228071744852124,-0.0027771894972061784
CNNM4,0.0012147840217685763,0.0012075295232686649,0.005971842212206389,0.037916623236974575,0.03755208468735403,0.009614214518582619,0.5942134570568757,0.6047557594997204,0.010542302442844709
COL2A1,0.00422935542190722,0.004134305963665,0.02247374570363199,0.12604715747573014,0.12127092219905862,0.03789244733734806,0.37093599623142803,0.41926039290004274,0.04832439666861471
CSRNP1,0.002176899020183079,0.002172987566606056,0.0017968006511823922,0.037610470083764405,0.037413919541518986,0.005225952821319969,-0.6693936973377473,-0.6958501698142723,-0.02645647247652494
DLX2,0.0016140372456204335,0.001613718767380661,0.00019731777605295182,0.04938061689398939,0.04936461336244083,0.0003240852900424297,0.3830872956184583,0.3805883816088593,-0.0024989140095989515
DUSP9,0.0037423630360860377,0.00376844375426722,-0.006969050818880211,0.11966378678693321,0.12097434287553765,-0.010951985757712583,0.8203122791029185,0.818995038478252,-0.001317240624666538
ETS2,0.0024670719541411952,0.0024669175785233927,6.25744285825929e-05,0.0818694457341995,0.08186168835940491,9.475299026428801e-05,-0.01936737495155699,-0.021954874231612107,-0.002587499280055118
FEV,0.0049053445921752965,0.0048083949142932745,0.01976409119894863,0.14626346584420508,0.14139174453063344,0.033307848172836475,0.5049458850090434,0.5116723907757926,0.006726505766749269
