condition,v13_all_gene_mse,v14_all_gene_mse,upgrade_all_gene_gain,v13_top100_mse,v14_top100_mse,upgrade_top100_mse_gain,v13_top100_pcc,v14_top100_pcc,upgrade_top100_pcc_delta
ALX4,0.0020474881188515563,0.0020127930120869717,0.016945205417868384,0.057909610352424375,0.056173120258856936,0.029986216156516428,0.3566112683303811,0.36868933269066284,0.012078064360281748
APOBEC3C,0.0019180767915220336,0.0018286998494408864,0.04659716570066246,0.04720468632760046,0.04273137037643906,0.09476423421430233,0.8729682512638776,0.8678238685089807,-0.005144382754896815
APOL2,0.0014561622327910846,0.0015171934206356554,-0.04191235459224206,0.03428556493302782,0.03734017588464857,-0.08909320752297709,0.8887947337282923,0.8821643695548184,-0.006630364173473957
ARHGDIB,0.001596420098595954,0.0015595396122976642,0.023101993222664936,0.03908033629065235,0.03723446795142295,0.04723266262350246,0.7125328080682807,0.7136420463490182,0.0011092382807375012
DEF6,0.0008358384852299414,0.0008470525345011566,-0.013416526600985823,0.014615185864402042,0.015176449030426366,-0.03840273885201713,0.8239307568459663,0.8282076669521671,0.004276910106200793
FOSB,0.002324240498594183,0.002268419088284334,0.024017054321018996,0.05781763748329222,0.055023775897284286,0.04832196035016623,0.22736871610237733,0.2487853878667758,0.02141667176439846
FOXQ1,0.002638941776381651,0.002655938239516343,-0.006440635896861866,0.05965499510411482,0.06050566808400617,-0.01425987846292973,0.6200795051115887,0.6464241108378532,0.026344605726264514
ITPKA,0.0019301652200409821,0.0019565929258193006,-0.013691939686778395,0.04313813519052536,0.04446084186473021,-0.030662119916935217,0.6202000948028662,0.6193347779280038,-0.0008653168748623541
JMJD1C,0.0029116570348863167,0.0029116547143406566,7.969845460293967e-07,0.053129232385464624,0.053129116242154335,2.186052857793899e-06,0.47395897820198574,0.47394523573910413,-1.3742462881605189e-05
LHX6,0.0015002824965594827,0.001517071890327062,-0.01119082159931975,0.033723980346536904,0.03456428950460424,-0.024917259156024423,0.6565144543556508,0.6665986467864288,0.01008419243077796
LTBR,0.007134212293025425,0.00714543042493875,-0.0015724415608282826,0.22506809168158295,0.22562955918384486,-0.002494656164127653,0.6792365334595751,0.7308137436212245,0.0515772101616494
MAP4K1,0.0038228947686417955,0.003833810458509721,-0.0028553466753686624,0.08902692810914496,0.08957325838703464,-0.006136685714011078,0.5225630645181926,0.5236377378476781,0.0010746733294855204
MGST3,0.0013783951839192814,0.0012991981008806937,0.057456006784209375,0.028967136480831397,0.025003322474750077,0.13683831015552117,0.8532609330950742,0.8724457068379209,0.01918477374284666
OTUD7B,0.0011550791814943066,0.0011533407831484498,0.001505003616815118,0.02284123117499658,0.022754224337786448,0.0038092008501439587,0.6715661629343582,0.6782953980002421,0.006729235065883854
PAPOLG,0.001223573390177372,0.0012232106993710834,0.0002964193314435843,0.016295359716440326,0.01627720704158558,0.001113978161306331,0.6868213379823874,0.6904873213129148,0.003665983330527367
PRDM1,0.00881970188294957,0.008811979547697371,0.0008755778091692851,0.0176809369527996,0.0176809369527996,0.0,0.7838293498194103,0.7838293498194103,0.0
PRDM13,0.0013906824160664088,0.0013153978151334812,0.054135005996460824,0.03850867061334271,0.03474067633664969,0.09784794480512299,0.16388353705341682,0.1799654273068835,0.01608189025346668
PRKD2,0.0005824892832924333,0.0005455559510494688,0.06340602874992723,0.014195218293527146,0.012346705014766772,0.1302208420143334,0.45245229539412984,0.46360864281809855,0.011156347423968704
RAC2,0.000627613690212887,0.0006260247841093694,0.0025316625948338216,0.006488737854437016,0.006409213103955962,0.012255811879759465,0.9218842165157419,0.9216986086076002,-0.00018560790814170502
RELA,0.0025200691208060936,0.0025203751616783023,-0.00012144145955439776,0.07140261207443166,0.07141792942008568,-0.0002145208026570927,0.4618376899949877,0.4589138655493655,-0.002923824445622225
TBX21,0.006466844773726136,0.006479055327662603,-0.0018881779853563545,0.18576778175763178,0.18637891998215192,-0.0032897966414729436,0.5152784960322515,0.5229383550811596,0.007659859048908091
TCF7,0.005231464207586652,0.005262341868628613,-0.005902298059725307,0.11520666760884886,0.11520666760884886,0.0,-0.09097655723036548,-0.09097655723036548,0.0
TNFRSF12A,0.0016461756316282663,0.001629010334442066,0.010427378984599457,0.028197377358173414,0.027338254234004097,0.030468192600198965,0.5738807419219905,0.5508776563053338,-0.02300308561665665
TNFRSF1A,0.004239415294766275,0.004223525452161198,0.0037481212620743545,0.1248567853949728,0.12406149877258871,0.006369590726433327,0.7582074551054482,0.7795558378864043,0.021348382780956077
TNFRSF1B,0.004755484929475754,0.004718516389880662,0.007773873778034912,0.14658642924345103,0.14473615383671667,0.01262241952603547,0.8892927933856867,0.8437492706800819,-0.0455435227056048
TRIM21,0.0004529862310971001,0.00044036734600954984,0.02785710518615157,0.00367522494403003,0.003043649745398138,0.1718466782986471,0.8670892887136936,0.8704234384502717,0.0033341497365780848
VAV1,0.002733569146181893,0.0027344202189003215,-0.0003113412073798457,0.06224698569429101,0.06228958188384837,-0.0006843092734893424,0.5207122963140728,0.5250538827541577,0.004341586440084866
WT1,0.002447240266426847,0.0024434749239101287,0.0015386076178846083,0.060147199667983396,0.05995874427502166,0.0031332363601634513,0.5434820408725353,0.5671447236988576,0.023662682826322334
