performance,metric,DataSet,method,perturb,DEG,Ncontrol,Nimputed,Nstimulated,seed
0.5742,pearson_distance,Replogle_exp6,WitnessCell,AHCYL1+FDPS,100,2000,149,149,2
0.0067,mse,Replogle_exp6,WitnessCell,AHCYL1+FDPS,100,2000,149,149,2
0.3098,edistance,Replogle_exp6,WitnessCell,AHCYL1+FDPS,100,2000,149,149,2
44.4447,sym_kldiv,Replogle_exp6,WitnessCell,AHCYL1+FDPS,100,2000,149,149,2
4.3064,wasserstein,Replogle_exp6,WitnessCell,AHCYL1+FDPS,100,2000,149,149,2
0.0,common_degs,Replogle_exp6,WitnessCell,AHCYL1+FDPS,100,2000,149,149,2
0.3253,pearson_distance,Replogle_exp6,WitnessCell,AHCYL1+FDPS,5000,2000,149,149,2
0.0013,mse,Replogle_exp6,WitnessCell,AHCYL1+FDPS,5000,2000,149,149,2
0.4269,edistance,Replogle_exp6,WitnessCell,AHCYL1+FDPS,5000,2000,149,149,2
40.3124,sym_kldiv,Replogle_exp6,WitnessCell,AHCYL1+FDPS,5000,2000,149,149,2
0.5901,pearson_distance,Replogle_exp6,WitnessCell,ATM+FDPS,100,2000,91,91,2
0.0083,mse,Replogle_exp6,WitnessCell,ATM+FDPS,100,2000,91,91,2
0.5004,edistance,Replogle_exp6,WitnessCell,ATM+FDPS,100,2000,91,91,2
44.9906,sym_kldiv,Replogle_exp6,WitnessCell,ATM+FDPS,100,2000,91,91,2
2.5938,wasserstein,Replogle_exp6,WitnessCell,ATM+FDPS,100,2000,91,91,2
0.0,common_degs,Replogle_exp6,WitnessCell,ATM+FDPS,100,2000,91,91,2
0.291,pearson_distance,Replogle_exp6,WitnessCell,ATM+FDPS,5000,2000,91,91,2
0.0019,mse,Replogle_exp6,WitnessCell,ATM+FDPS,5000,2000,91,91,2
0.6563,edistance,Replogle_exp6,WitnessCell,ATM+FDPS,5000,2000,91,91,2
40.9184,sym_kldiv,Replogle_exp6,WitnessCell,ATM+FDPS,5000,2000,91,91,2
0.9058,pearson_distance,Replogle_exp6,WitnessCell,ATR+FDPS,100,2000,571,571,2
0.0066,mse,Replogle_exp6,WitnessCell,ATR+FDPS,100,2000,571,571,2
0.2645,edistance,Replogle_exp6,WitnessCell,ATR+FDPS,100,2000,571,571,2
1.0579,sym_kldiv,Replogle_exp6,WitnessCell,ATR+FDPS,100,2000,571,571,2
51.3416,wasserstein,Replogle_exp6,WitnessCell,ATR+FDPS,100,2000,571,571,2
0.0,common_degs,Replogle_exp6,WitnessCell,ATR+FDPS,100,2000,571,571,2
0.7573,pearson_distance,Replogle_exp6,WitnessCell,ATR+FDPS,5000,2000,571,571,2
0.001,mse,Replogle_exp6,WitnessCell,ATR+FDPS,5000,2000,571,571,2
0.3016,edistance,Replogle_exp6,WitnessCell,ATR+FDPS,5000,2000,571,571,2
39.2472,sym_kldiv,Replogle_exp6,WitnessCell,ATR+FDPS,5000,2000,571,571,2
0.8238,pearson_distance,Replogle_exp6,WitnessCell,CHEK1+FDPS,100,2000,117,117,2
0.0051,mse,Replogle_exp6,WitnessCell,CHEK1+FDPS,100,2000,117,117,2
0.2325,edistance,Replogle_exp6,WitnessCell,CHEK1+FDPS,100,2000,117,117,2
