data_seed,model_seed,pair,strategy,residual_mse,residual_cosine,full_effect_mse,full_effect_cosine
47,1,RAD1+FDPS,GEARS+Witness,0.009559295949688846,0.7132772677267318,0.009559295949688846,0.91070814877001
47,1,ATM+FDPS,GEARS+Witness,0.012468001594538657,0.6465732924595864,0.012468001594538657,0.8984059720308535
47,1,CHEK1+FDPS,GEARS+Witness,0.012051237979134006,0.6629881578806228,0.012051237979134004,0.8913809394245833
47,1,RAD17+FDPS,GEARS+Witness,0.009506701788987508,0.6707281869137612,0.009506701788987508,0.9181171860235863
47,1,FDPS+ATRIP,GEARS+Witness,0.010182456059630465,0.6956931699048274,0.010182456059630467,0.9167216949366644
47,1,FDPS+AHCYL1,GEARS+Witness,0.013960994323589347,0.6299871341339031,0.013960994323589347,0.8778824487465877
47,1,FDPS+RAD9A,GEARS+Witness,0.009196988088440022,0.7272046356771635,0.009196988088440022,0.9213345998848819
47,1,FDPS+LIG4,GEARS+Witness,0.010191554787075237,0.6733129126040346,0.010191554787075237,0.9069394720025212
47,1,FDPS+ATR,GEARS+Witness,0.011871386854218575,0.6948964333650499,0.011871386854218575,0.9058711138433524
47,1,FDPS+NHEJ1,GEARS+Witness,0.011349218677684129,0.6744737993654845,0.011349218677684129,0.8946778600615767
47,1,FDPS+XRCC6,GEARS+Witness,0.014864798393659751,0.6476524379800099,0.014864798393659751,0.9129977315195781
47,1,FDPS+PRKDC,GEARS+Witness,0.011673301869356681,0.6594422408289021,0.011673301869356681,0.9052041448591011
47,1,RRM2B+FDPS,CPA+Witness,0.011833292931815407,0.6168010876921973,0.011833292931815403,0.9081572442014801
47,1,XRCC5+FDPS,CPA+Witness,0.016276550095837228,0.6283046222169613,0.016276550095837228,0.9035386132602724
47,1,RAD1+FDPS,CPA+Witness,0.009758533753767057,0.7047947463831719,0.009758533753767057,0.908765067589265
47,1,ATM+FDPS,CPA+Witness,0.012697334103584009,0.6368629269728054,0.012697334103584009,0.8982693930026027
47,1,CHEK1+FDPS,CPA+Witness,0.012447305739747642,0.6476209882482088,0.012447305739747642,0.887510440345342
47,1,RAD17+FDPS,CPA+Witness,0.009306500318187543,0.6797581052016604,0.009306500318187543,0.9201019908921028
47,1,FDPS+ATRIP,CPA+Witness,0.010090913553904216,0.7000615000875885,0.010090913553904216,0.9162503652378121
47,1,FDPS+AHCYL1,CPA+Witness,0.01361616142916573,0.6428190190846174,0.01361616142916573,0.8798700490160943
47,1,FDPS+RAD9A,CPA+Witness,0.009243529927291522,0.7261282820098872,0.009243529927291522,0.9210792595887765
47,1,FDPS+LIG4,CPA+Witness,0.010422775924557499,0.6643653005919309,0.010422775924557499,0.9049460526042754
47,1,FDPS+ATR,CPA+Witness,0.012728964594522814,0.6620375270707053,0.012728964594522814,0.8991682237019739
47,1,FDPS+NHEJ1,CPA+Witness,0.011386330744282977,0.6730269910020907,0.011386330744282976,0.8933240298763057
47,1,FDPS+XRCC6,CPA+Witness,0.01540536573041392,0.6264533935001592,0.015405365730413918,0.9097397964071258
47,1,FDPS+PRKDC,CPA+Witness,0.011773750792094783,0.6545963282042248,0.011773750792094783,0.9046436174072237
47,1,RRM2B+FDPS,WitnessCell,0.01176453801443634,0.6197021295302715,0.01176453801443634,0.9073736594479465
47,1,XRCC5+FDPS,WitnessCell,0.01675171845191547,0.6113644519231234,0.01675171845191547,0.9028502025737775
47,1,RAD1+FDPS,WitnessCell,0.00965009510241655,0.709277532291971,0.00965009510241655,0.9098589897979295
47,1,ATM+FDPS,WitnessCell,0.012589826997713376,0.6412386751322731,0.012589826997713376,0.8982439938607313
47,1,CHEK1+FDPS,WitnessCell,0.01247336856831587,0.6465652289542811,0.01247336856831587,0.8873310597891025
47,1,RAD17+FDPS,WitnessCell,0.009320261225018545,0.6791938093922487,0.009320261225018545,0.9197899606218747
47,1,FDPS+ATRIP,WitnessCell,0.010264403600820725,0.6930177426479895,0.010264403600820725,0.915874183573084
47,1,FDPS+AHCYL1,WitnessCell,0.013842551268497793,0.6339113816154602,0.013842551268497793,0.8789081120987373
47,1,FDPS+RAD9A,WitnessCell,0.009172914890558591,0.7292110812672661,0.009172914890558591,0.92155290351041
47,1,FDPS+LIG4,WitnessCell,0.010361584080115466,0.6669754711079596,0.010361584080115466,0.9053042245651417
47,1,FDPS+ATR,WitnessCell,0.012972606000229548,0.6525499630430033,0.012972606000229548,0.8998959684365234
47,1,FDPS+NHEJ1,WitnessCell,0.011507158449688394,0.6681969033369798,0.011507158449688394,0.8929694411601968
47,1,FDPS+XRCC6,WitnessCell,0.015579754593985185,0.6202427258311579,0.015579754593985185,0.9095098175852934
47,1,FDPS+PRKDC,WitnessCell,0.011790270310476655,0.6540342618659124,0.011790270310476655,0.9040334519781971
47,2,RRM2B+FDPS,Saturation,0.019099106515349646,0.0,0.019099106515349646,0.8379787991817242
47,2,XRCC5+FDPS,Saturation,0.026457779375028127,0.0,0.026457779375028127,0.852158386974296
47,2,RAD1+FDPS,Saturation,0.01912188374578493,0.0,0.01912188374578493,0.8253792514657395
47,2,ATM+FDPS,Saturation,0.021282811180998153,0.0,0.021282811180998153,0.8188499370270179
47,2,CHEK1+FDPS,Saturation,0.02131037071483663,0.0,0.02131037071483663,0.8106143945026711
47,2,RAD17+FDPS,Saturation,0.01728048994882924,0.0,0.01728048994882924,0.8529069774721131
47,2,FDPS+ATRIP,Saturation,0.019520652377761558,0.0,0.019520652377761558,0.8472614248614273
47,2,FDPS+AHCYL1,Saturation,0.022969562561293465,0.0,0.022969562561293465,0.8061531534056268
47,2,FDPS+RAD9A,Saturation,0.019115431220946683,0.0,0.019115431220946683,0.8393586293460562
47,2,FDPS+LIG4,Saturation,0.018618010892437857,0.0,0.018618010892437857,0.830505175973893
47,2,FDPS+ATR,Saturation,0.022356808905935558,0.0,0.022356808905935558,0.8366772393181772
47,2,FDPS+NHEJ1,Saturation,0.020608408706923032,0.0,0.020608408706923032,0.8164982292297625
47,2,FDPS+XRCC6,Saturation,0.02507479961109441,0.0,0.02507479961109441,0.8575282488959343
47,2,FDPS+PRKDC,Saturation,0.020499453788943845,0.0,0.020499453788943845,0.8316815906476429
47,2,RRM2B+FDPS,GEARS,0.042490395664431135,0.2513704402884024,0.042490395664431135,0.6929167111205983
47,2,XRCC5+FDPS,GEARS,0.04770606899465004,0.49018481051370466,0.04770606899465004,0.7271834912223607
47,2,RAD1+FDPS,GEARS,0.04670381430566616,0.3229897004981634,0.04670381430566616,0.6758748954504153
47,2,ATM+FDPS,GEARS,0.0424115215445596,0.33565778904679466,0.0424115215445596,0.7219740101951119
47,2,CHEK1+FDPS,GEARS,0.04019053167533655,0.40291374593438883,0.04019053167533655,0.7263286794995454
47,2,RAD17+FDPS,GEARS,0.039049446926961315,0.31602558385531665,0.039049446926961315,0.726856105572825
47,2,FDPS+ATRIP,GEARS,0.04090026325724259,0.3586085554982038,0.04090026325724259,0.7762460675062082
47,2,FDPS+AHCYL1,GEARS,0.05104580209557021,0.11285083085331092,0.05104580209557021,0.6756242564349474
47,2,FDPS+RAD9A,GEARS,0.03923800465180665,0.3652759295123594,0.03923800465180665,0.7116496687148868
47,2,FDPS+LIG4,GEARS,0.032962504279074385,0.39313243218448785,0.032962504279074385,0.7357818067749137
47,2,FDPS+ATR,GEARS,0.04233184637153761,0.3888449772829408,0.04233184637153761,0.7266952474766851
