i,j,component,pair_type,component_status,unsupported_truth,seed,seen_category,train_edges,global_nullity,endpoint_degree_sum,null_projection,regularized_variance,cosine,nmse,catastrophic
72,73,5,within,unwitnessed,1,19,seen2,380,4,12,0.14285714285714274,285.97844599961695,0.13667835799687225,0.9842803994619316,1
79,80,5,within,unwitnessed,1,19,seen2,380,4,12,0.14285714285714288,285.978445999617,0.25675397076075795,0.9380992027391075,1
86,93,6,cross,unwitnessed,0,19,seen2,380,4,12,1.5407439555097887e-33,0.3620940524716616,0.9982843660111314,0.0034751101165797884,0
87,94,6,cross,unwitnessed,0,19,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9978778989997767,0.004301740422618057,0
86,87,6,within,unwitnessed,1,19,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.07826323609999844,1.0048614294508245,1
93,94,6,within,unwitnessed,1,19,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.17667355598393159,0.9690245759573399,1
100,107,7,cross,unwitnessed,0,19,seen2,380,4,12,1.2480026039629288e-31,0.3620940524716616,0.9982741911299459,0.0036948110116676943,0
101,108,7,cross,unwitnessed,0,19,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9985089939841614,0.003031016990791807,0
100,101,7,within,unwitnessed,1,19,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.11687742382195358,0.9917811327452712,1
107,108,7,within,unwitnessed,1,19,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.30370282140178584,0.9178904083624603,1
2,9,0,cross,unwitnessed,0,20,seen2,380,4,12,0.0,0.3620940524716474,0.9980129284554791,0.004568968334075377,0
3,10,0,cross,unwitnessed,0,20,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9972138752938038,0.0066039203039790625,0
2,3,0,within,unwitnessed,1,20,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.23097119444002434,0.9523770182612097,1
9,10,0,within,unwitnessed,1,20,seen2,380,4,12,0.14285714285714274,285.9784459998443,0.2776243501348745,0.9373590605015645,1
16,23,1,cross,unwitnessed,0,20,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716474,0.9973342933863574,0.005441592037492236,0
17,24,1,cross,unwitnessed,0,20,seen2,380,4,12,0.0,0.3620940524716332,0.9982899040298832,0.003457555166054609,0
16,17,1,within,unwitnessed,1,20,seen2,380,4,12,0.14285714285714274,285.97844599970784,0.2567654964875605,0.9391522709248753,1
23,24,1,within,unwitnessed,1,20,seen2,380,4,12,0.14285714285714288,285.97844599970796,0.06951513583745128,1.0099827793923024,1
30,37,2,cross,witnessed,0,20,seen2,380,4,12,0.0,0.3620915080874599,0.9987773555782582,0.0024440428221589707,0
31,38,2,cross,witnessed,0,20,seen2,380,4,12,0.0,0.3620915080874599,0.9970128596018377,0.006611211808696375,0
30,31,2,within,witnessed,0,20,seen2,380,4,12,0.0,1.619553253141607,0.9992965531617027,0.0014159381295299391,0
37,38,2,within,witnessed,0,20,seen2,380,4,12,0.0,1.5119498956815591,0.999536571177633,0.0009277447965768754,0
44,51,3,cross,unwitnessed,0,20,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9968704044330285,0.006724143379586318,0
45,52,3,cross,unwitnessed,0,20,seen2,380,4,12,0.0,0.3620940524716474,0.9960489609993359,0.007889672411675994,0
44,45,3,within,unwitnessed,1,20,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.39098298368254486,0.880330039932489,1
51,52,3,within,unwitnessed,1,20,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.12308988851847709,0.9882662187534981,1
58,65,4,cross,unwitnessed,0,20,seen2,380,4,12,0.0,0.3620940524716616,0.9975296645499189,0.004945370979653788,0
59,66,4,cross,unwitnessed,0,20,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716758,0.9985043917885874,0.003025773103054319,0
58,59,4,within,unwitnessed,1,20,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.27322430903327705,0.9334060296063115,1
65,66,4,within,unwitnessed,1,20,seen2,380,4,12,0.14285714285714274,285.97844599984427,0.244147701820738,0.9418474791090571,1
72,79,5,cross,witnessed,0,20,seen2,380,4,12,0.0,0.3620915080874598,0.9980775600965727,0.0038489782137365097,0
73,80,5,cross,witnessed,0,20,seen2,380,4,12,0.0,0.3620915080874598,0.9971523200570588,0.006023575891797839,0
72,73,5,within,witnessed,0,20,seen2,380,4,12,0.0,1.6195532531416061,0.999596468901284,0.0008136096108643999,0
79,80,5,within,witnessed,0,20,seen2,380,4,12,0.0,1.5119498956815585,0.9996174422373161,0.0008038306204127034,0
86,93,6,cross,witnessed,0,20,seen2,380,4,12,0.0,0.36209150808746,0.9977615203178567,0.004554557600998424,0
87,94,6,cross,witnessed,0,20,seen2,380,4,12,0.0,0.36209150808746,0.9975392180559032,0.004916967795901552,0
86,87,6,within,witnessed,0,20,seen2,380,4,12,0.0,1.619553253141608,0.9994010962186811,0.00120656714425137,0
93,94,6,within,witnessed,0,20,seen2,380,4,12,0.0,1.5119498956815596,0.9993193820233612,0.0014147008361685553,0
100,107,7,cross,witnessed,0,20,seen2,380,4,12,0.0,0.36209150808745993,0.9976843450553663,0.0046791110757686905,0
101,108,7,cross,witnessed,0,20,seen2,380,4,12,0.0,0.36209150808745993,0.9976368648538145,0.004720706796074708,0
100,101,7,within,witnessed,0,20,seen2,380,4,12,0.0,1.619553253141608,0.9996183326768013,0.0007637326208482202,0
107,108,7,within,witnessed,0,20,seen2,380,4,12,0.0,1.5119498956815591,0.9996549127908684,0.0006901242627764717,0
2,9,0,cross,unwitnessed,0,21,seen2,380,4,12,0.0,0.3620940524716474,0.9981467287108948,0.0037775891202269036,0
3,10,0,cross,unwitnessed,0,21,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9975361020844379,0.004927008281894208,0
2,3,0,within,unwitnessed,1,21,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.3912178508451106,0.8737906675640544,1
9,10,0,within,unwitnessed,1,21,seen2,380,4,12,0.14285714285714274,285.9784459998443,0.21911623840766264,0.9521267280030191,1
16,23,1,cross,unwitnessed,0,21,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716474,0.9984589696957082,0.0030891347826851835,0
17,24,1,cross,unwitnessed,0,21,seen2,380,4,12,0.0,0.3620940524716332,0.9976219313101836,0.004767047517798691,0
16,17,1,within,unwitnessed,1,21,seen2,380,4,12,0.14285714285714274,285.97844599970784,0.22360285281327744,0.9512462798288683,1
23,24,1,within,unwitnessed,1,21,seen2,380,4,12,0.14285714285714288,285.97844599970796,0.26006036084499384,0.9358972108034977,1
30,37,2,cross,unwitnessed,0,21,seen2,380,4,12,0.0,0.3620940524716616,0.9981688415928044,0.0036628691364400706,0
31,38,2,cross,unwitnessed,0,21,seen2,380,4,12,1.3866695599588098e-32,0.3620940524716474,0.9981928029443936,0.003676969938059807,0
30,31,2,within,unwitnessed,1,21,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.08433486435499439,1.0169637530563589,1
37,38,2,within,unwitnessed,1,21,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.09892278325668422,1.0048599997055532,1
44,51,3,cross,witnessed,0,21,seen2,380,4,12,0.0,0.3620915080874598,0.9960726632767104,0.007843566223995783,0
45,52,3,cross,witnessed,0,21,seen2,380,4,12,0.0,0.36209150808745993,0.9977912275381541,0.004481433607556491,0
44,45,3,within,witnessed,0,21,seen2,380,4,12,0.0,1.6195532531416075,0.9995821501698884,0.0008445096435890661,0
51,52,3,within,witnessed,0,21,seen2,380,4,12,0.0,1.5119498956815591,0.9995223403385513,0.0009778506423533527,0
58,65,4,cross,witnessed,0,21,seen2,380,4,12,0.0,0.36209150808745993,0.9970330030921616,0.005925191062784413,0
59,66,4,cross,witnessed,0,21,seen2,380,4,12,0.0,0.3620915080874598,0.9977514017520628,0.00461711567482122,0
58,59,4,within,witnessed,0,21,seen2,380,4,12,0.0,1.619553253141608,0.9994604519467883,0.0010919923359709084,0
65,66,4,within,witnessed,0,21,seen2,380,4,12,0.0,1.51194989568156,0.999455763494825,0.0010886369714089596,0
72,79,5,cross,witnessed,0,21,seen2,380,4,12,0.0,0.3620915080874598,0.9988564575660285,0.0023732036582981017,0
73,80,5,cross,witnessed,0,21,seen2,380,4,12,0.0,0.3620915080874598,0.9986067272490682,0.002812267190015161,0
72,73,5,within,witnessed,0,21,seen2,380,4,12,0.0,1.6195532531416061,0.999570476345281,0.0008833850960017554,0
79,80,5,within,witnessed,0,21,seen2,380,4,12,0.0,1.5119498956815585,0.9995788505155715,0.0008709783662047415,0
86,93,6,cross,unwitnessed,0,21,seen2,380,4,12,1.5407439555097887e-33,0.3620940524716616,0.9980643105988514,0.004014250405294407,0
87,94,6,cross,unwitnessed,0,21,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9976066785644576,0.004944042597412329,0
86,87,6,within,unwitnessed,1,21,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.033792892305818105,1.05047914927635,1
93,94,6,within,unwitnessed,1,21,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.221201421365775,0.9512411624276264,1
100,107,7,cross,witnessed,0,21,seen2,380,4,12,0.0,0.36209150808745993,0.9982644592550677,0.003557025377318164,0
101,108,7,cross,witnessed,0,21,seen2,380,4,12,0.0,0.36209150808745993,0.9974551559439465,0.00509591749904537,0
100,101,7,within,witnessed,0,21,seen2,380,4,12,0.0,1.619553253141608,0.9995477593886885,0.0009107751559950143,0
107,108,7,within,witnessed,0,21,seen2,380,4,12,0.0,1.5119498956815591,0.9996939194030303,0.0006121679650511859,0
2,9,0,cross,unwitnessed,0,22,seen2,380,4,12,0.0,0.3620940524716474,0.9980849240076108,0.0038301250686321934,0
3,10,0,cross,unwitnessed,0,22,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9981806059022839,0.0036471081631477944,0
2,3,0,within,unwitnessed,1,22,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.44794399029455206,0.8657051175587435,1
9,10,0,within,unwitnessed,1,22,seen2,380,4,12,0.14285714285714274,285.9784459998443,0.0868797819589279,1.0190532903984038,1
16,23,1,cross,witnessed,0,22,seen2,380,4,12,0.0,0.3620915080874599,0.9978240257827532,0.004605883214090084,0
17,24,1,cross,witnessed,0,22,seen2,380,4,12,0.0,0.36209150808745993,0.9980753203809805,0.003855855898058092,0
16,17,1,within,witnessed,0,22,seen2,380,4,12,0.0,1.619553253141607,0.9995827230959746,0.0008346701380472582,0
23,24,1,within,witnessed,0,22,seen2,380,4,12,0.0,1.5119498956815591,0.9996116963089926,0.0007779259656351485,0
30,37,2,cross,unwitnessed,0,22,seen2,380,4,12,0.0,0.3620940524716616,0.9986054683664387,0.003270666788131571,0
31,38,2,cross,unwitnessed,0,22,seen2,380,4,12,1.3866695599588098e-32,0.3620940524716474,0.9979712151308195,0.004233857432298849,0
30,31,2,within,unwitnessed,1,22,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.334725510705771,0.9071891362454958,1
37,38,2,within,unwitnessed,1,22,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.2559379776920769,0.9407966510228262,1
44,51,3,cross,witnessed,0,22,seen2,380,4,12,0.0,0.3620915080874598,0.9982445279504322,0.003507911491256518,0
45,52,3,cross,witnessed,0,22,seen2,380,4,12,0.0,0.36209150808745993,0.9969578400527772,0.006075073304681757,0
44,45,3,within,witnessed,0,22,seen2,380,4,12,0.0,1.6195532531416075,0.999686699473195,0.0006363608638880162,0
51,52,3,within,witnessed,0,22,seen2,380,4,12,0.0,1.5119498956815591,0.9996455944742286,0.0007158746436243793,0
58,65,4,cross,witnessed,0,22,seen2,380,4,12,0.0,0.36209150808745993,0.9967405531362871,0.006519418904962859,0
59,66,4,cross,witnessed,0,22,seen2,380,4,12,0.0,0.3620915080874598,0.9974276082440858,0.005171898121329388,0
58,59,4,within,witnessed,0,22,seen2,380,4,12,0.0,1.619553253141608,0.9995752995659464,0.0008542341670437867,0
65,66,4,within,witnessed,0,22,seen2,380,4,12,0.0,1.51194989568156,0.9996237157635162,0.0007612720758274676,0
72,79,5,cross,unwitnessed,0,22,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716332,0.9973221965739045,0.005350573755077856,0
73,80,5,cross,unwitnessed,0,22,seen2,380,4,12,0.0,0.3620940524716332,0.9983069906903352,0.003388154074874379,0
72,73,5,within,unwitnessed,1,22,seen2,380,4,12,0.14285714285714274,285.97844599961695,0.11028242070732222,0.9949316032201448,1
79,80,5,within,unwitnessed,1,22,seen2,380,4,12,0.14285714285714288,285.978445999617,0.047945362584034146,1.0242289258732236,1
86,93,6,cross,unwitnessed,0,22,seen2,380,4,12,1.5407439555097887e-33,0.3620940524716616,0.9984044340636867,0.003333996366255737,0
87,94,6,cross,unwitnessed,0,22,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9980538220589166,0.004299105839121998,0
86,87,6,within,unwitnessed,1,22,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.15521417705017415,0.9771110611412894,1
93,94,6,within,unwitnessed,1,22,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.04366128011745837,1.0194590670727721,1
100,107,7,cross,witnessed,0,22,seen2,380,4,12,0.0,0.36209150808745993,0.9983108189628845,0.003431441712298085,0
101,108,7,cross,witnessed,0,22,seen2,380,4,12,0.0,0.36209150808745993,0.9982893876711957,0.003503160432940576,0
100,101,7,within,witnessed,0,22,seen2,380,4,12,0.0,1.619553253141608,0.9996403135398819,0.0007404742496247164,0
107,108,7,within,witnessed,0,22,seen2,380,4,12,0.0,1.5119498956815591,0.999595196051626,0.000828412137613358,0
2,9,0,cross,witnessed,0,23,seen2,380,4,12,0.0,0.36209150808746,0.9969785458132002,0.006051557656499912,0
3,10,0,cross,witnessed,0,23,seen2,380,4,12,0.0,0.3620915080874599,0.9970859217619759,0.005822043674595223,0
2,3,0,within,witnessed,0,23,seen2,380,4,12,0.0,1.6195532531416101,0.9994940870537586,0.0010973632840253322,0
9,10,0,within,witnessed,0,23,seen2,380,4,12,0.0,1.5119498956815618,0.9993983810180449,0.0012079715816457062,0
16,23,1,cross,witnessed,0,23,seen2,380,4,12,0.0,0.3620915080874599,0.9983332020860906,0.0033397236457003107,0
17,24,1,cross,witnessed,0,23,seen2,380,4,12,0.0,0.36209150808745993,0.9978253774435292,0.00440027362041956,0
16,17,1,within,witnessed,0,23,seen2,380,4,12,0.0,1.619553253141607,0.9993578804035825,0.0013023375939484698,0
23,24,1,within,witnessed,0,23,seen2,380,4,12,0.0,1.5119498956815591,0.9994982820828454,0.0010468045997528482,0
30,37,2,cross,unwitnessed,0,23,seen2,380,4,12,0.0,0.3620940524716616,0.9978519757117209,0.004424027163705704,0
31,38,2,cross,unwitnessed,0,23,seen2,380,4,12,1.3866695599588098e-32,0.3620940524716474,0.9983521944927218,0.0033118331314553845,0
30,31,2,within,unwitnessed,1,23,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.1604087991164473,0.9748727911830098,1
37,38,2,within,unwitnessed,1,23,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.24067091951887426,0.9481879730592364,1
44,51,3,cross,witnessed,0,23,seen2,380,4,12,0.0,0.3620915080874598,0.9980877622690718,0.0038208659285717283,0
45,52,3,cross,witnessed,0,23,seen2,380,4,12,0.0,0.36209150808745993,0.9983760614219955,0.0032845369686821915,0
44,45,3,within,witnessed,0,23,seen2,380,4,12,0.0,1.6195532531416075,0.9995620266542875,0.0008919590944830489,0
51,52,3,within,witnessed,0,23,seen2,380,4,12,0.0,1.5119498956815591,0.9996613924297598,0.0006967452872101258,0
58,65,4,cross,witnessed,0,23,seen2,380,4,12,0.0,0.36209150808745993,0.9977977393154317,0.004400363144727815,0
59,66,4,cross,witnessed,0,23,seen2,380,4,12,0.0,0.3620915080874598,0.9978879476035694,0.004308744395201737,0
58,59,4,within,witnessed,0,23,seen2,380,4,12,0.0,1.619553253141608,0.9994128838754586,0.0011792591896852963,0
65,66,4,within,witnessed,0,23,seen2,380,4,12,0.0,1.51194989568156,0.9995126305988179,0.0010018294619924,0
72,79,5,cross,unwitnessed,0,23,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716332,0.9979687254134127,0.004127650534527421,0
73,80,5,cross,unwitnessed,0,23,seen2,380,4,12,0.0,0.3620940524716332,0.9974460569666723,0.00517293818999871,0
72,73,5,within,unwitnessed,1,23,seen2,380,4,12,0.14285714285714274,285.97844599961695,0.23259266592383773,0.9479627087940528,1
79,80,5,within,unwitnessed,1,23,seen2,380,4,12,0.14285714285714288,285.978445999617,0.044781510015034894,1.013174719388194,1
86,93,6,cross,unwitnessed,0,23,seen2,380,4,12,1.5407439555097887e-33,0.3620940524716616,0.9982152033712067,0.003570762673026965,0
87,94,6,cross,unwitnessed,0,23,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9982459367194048,0.0035549325006545437,0
86,87,6,within,unwitnessed,1,23,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.11097058626595549,0.9898259715779368,1
93,94,6,within,unwitnessed,1,23,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.1658739350976779,0.9730004166377543,1
100,107,7,cross,unwitnessed,0,23,seen2,380,4,12,1.2480026039629288e-31,0.3620940524716616,0.998147615344661,0.0037113755161001013,0
101,108,7,cross,unwitnessed,0,23,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9982905101718523,0.003416842585376727,0
100,101,7,within,unwitnessed,1,23,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.1560762668577035,0.978153466185576,1
107,108,7,within,unwitnessed,1,23,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.11215312024711505,0.9948207474614833,1
2,9,0,cross,witnessed,0,24,seen2,380,4,12,0.0,0.36209150808746,0.9984367406412546,0.0031356971445751195,0
3,10,0,cross,witnessed,0,24,seen2,380,4,12,0.0,0.3620915080874599,0.9981548843031512,0.00368690239613385,0
2,3,0,within,witnessed,0,24,seen2,380,4,12,0.0,1.6195532531416101,0.9996768669909772,0.0006760870865808146,0
9,10,0,within,witnessed,0,24,seen2,380,4,12,0.0,1.5119498956815618,0.9997688712832725,0.000468670694357634,0
16,23,1,cross,witnessed,0,24,seen2,380,4,12,0.0,0.3620915080874599,0.9981071975198107,0.003791115777843802,0
17,24,1,cross,witnessed,0,24,seen2,380,4,12,0.0,0.36209150808745993,0.9983465235109781,0.0033047166588160144,0
16,17,1,within,witnessed,0,24,seen2,380,4,12,0.0,1.619553253141607,0.9994848339754174,0.0011176137518020177,0
23,24,1,within,witnessed,0,24,seen2,380,4,12,0.0,1.5119498956815591,0.999461605295271,0.0011117016316405043,0
30,37,2,cross,unwitnessed,0,24,seen2,380,4,12,0.0,0.3620940524716616,0.997960630933707,0.004089917810167833,0
31,38,2,cross,unwitnessed,0,24,seen2,380,4,12,1.3866695599588098e-32,0.3620940524716474,0.997570260332655,0.004986631799883631,0
30,31,2,within,unwitnessed,1,24,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.4103062211367587,0.8789701300742808,1
37,38,2,within,unwitnessed,1,24,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.013828956208181399,1.0500036310621053,1
44,51,3,cross,unwitnessed,0,24,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9980175195509936,0.004028295785236939,0
45,52,3,cross,unwitnessed,0,24,seen2,380,4,12,0.0,0.3620940524716474,0.9986965105258754,0.00265569977563284,0
44,45,3,within,unwitnessed,1,24,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.16833402088998248,0.9760776829120638,1
51,52,3,within,unwitnessed,1,24,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.15772245452393857,0.9755760199708488,1
58,65,4,cross,witnessed,0,24,seen2,380,4,12,0.0,0.36209150808745993,0.9976472608211916,0.004768507685661576,0
59,66,4,cross,witnessed,0,24,seen2,380,4,12,0.0,0.3620915080874598,0.9981202415850222,0.003912401584221183,0
58,59,4,within,witnessed,0,24,seen2,380,4,12,0.0,1.619553253141608,0.9994552666002754,0.0010907882886977902,0
65,66,4,within,witnessed,0,24,seen2,380,4,12,0.0,1.51194989568156,0.9994235597361371,0.0011585862814580705,0
72,79,5,cross,witnessed,0,24,seen2,380,4,12,0.0,0.3620915080874598,0.9972846903695763,0.005704117689718423,0
73,80,5,cross,witnessed,0,24,seen2,380,4,12,0.0,0.3620915080874598,0.9974779803274358,0.005229769601745654,0
72,73,5,within,witnessed,0,24,seen2,380,4,12,0.0,1.6195532531416061,0.9995859961296435,0.0008378961376902188,0
79,80,5,within,witnessed,0,24,seen2,380,4,12,0.0,1.5119498956815585,0.9995262173877516,0.0009539971369193019,0
86,93,6,cross,unwitnessed,0,24,seen2,380,4,12,1.5407439555097887e-33,0.3620940524716616,0.9978968753633215,0.004238789242620575,0
87,94,6,cross,unwitnessed,0,24,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9983206369671939,0.0034215105282426987,0
86,87,6,within,unwitnessed,1,24,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.003500401476501061,1.0314548532557517,1
93,94,6,within,unwitnessed,1,24,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.2510814685194614,0.940762796866491,1
100,107,7,cross,unwitnessed,0,24,seen2,380,4,12,1.2480026039629288e-31,0.3620940524716616,0.9984082583385956,0.0031943582507870313,0
101,108,7,cross,unwitnessed,0,24,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9969015199423673,0.0064373322470105765,0
100,101,7,within,unwitnessed,1,24,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.11996158781460743,0.9896622275039721,1
107,108,7,within,unwitnessed,1,24,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.2213541077432922,0.9523638779917551,1
2,9,0,cross,unwitnessed,0,25,seen2,380,4,12,0.0,0.3620940524716474,0.9978784983696346,0.004238941192814634,0
3,10,0,cross,unwitnessed,0,25,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9986698198797432,0.0026948358891220416,0
2,3,0,within,unwitnessed,1,25,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.22260353297692556,0.9517597060676591,1
9,10,0,within,unwitnessed,1,25,seen2,380,4,12,0.14285714285714274,285.9784459998443,0.11447646063827527,0.9961668659260993,1
16,23,1,cross,unwitnessed,0,25,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716474,0.9989394900248248,0.002200584370563353,0
17,24,1,cross,unwitnessed,0,25,seen2,380,4,12,0.0,0.3620940524716332,0.9975804048393494,0.00483710829511461,0
16,17,1,within,unwitnessed,1,25,seen2,380,4,12,0.14285714285714274,285.97844599970784,0.40048105220908287,0.8736599311675038,1
23,24,1,within,unwitnessed,1,25,seen2,380,4,12,0.14285714285714288,285.97844599970796,0.1146699393886058,0.9936749715377239,1
30,37,2,cross,unwitnessed,0,25,seen2,380,4,12,0.0,0.3620940524716616,0.9980186484281612,0.004023976923552462,0
31,38,2,cross,unwitnessed,0,25,seen2,380,4,12,1.3866695599588098e-32,0.3620940524716474,0.99796988511606,0.004231493846422762,0
30,31,2,within,unwitnessed,1,25,seen2,380,4,12,0.14285714285714293,285.97844599987144,0.16085270619146821,0.9741845105139569,1
37,38,2,within,unwitnessed,1,25,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.29188122901500163,0.9250946590871536,1
44,51,3,cross,witnessed,0,25,seen2,380,4,12,0.0,0.3620915080874598,0.9983116358295996,0.003414217802410708,0
45,52,3,cross,witnessed,0,25,seen2,380,4,12,0.0,0.36209150808745993,0.9971159617712451,0.005789292221927182,0
44,45,3,within,witnessed,0,25,seen2,380,4,12,0.0,1.6195532531416075,0.9995505490910056,0.0009032370273482893,0
51,52,3,within,witnessed,0,25,seen2,380,4,12,0.0,1.5119498956815591,0.9996160528993022,0.0007706215961232079,0
58,65,4,cross,witnessed,0,25,seen2,380,4,12,0.0,0.36209150808745993,0.9980775584607638,0.003855179041298689,0
59,66,4,cross,witnessed,0,25,seen2,380,4,12,0.0,0.3620915080874598,0.9984639614194916,0.003073422222292573,0
58,59,4,within,witnessed,0,25,seen2,380,4,12,0.0,1.619553253141608,0.9995721619043445,0.000892732706544172,0
65,66,4,within,witnessed,0,25,seen2,380,4,12,0.0,1.51194989568156,0.9995317338274918,0.0009700771318062948,0
72,79,5,cross,witnessed,0,25,seen2,380,4,12,0.0,0.3620915080874598,0.9974692568270401,0.005057004268676289,0
73,80,5,cross,witnessed,0,25,seen2,380,4,12,0.0,0.3620915080874598,0.9976965743187487,0.0048840939669310655,0
72,73,5,within,witnessed,0,25,seen2,380,4,12,0.0,1.6195532531416061,0.9997470786311513,0.000513263091754126,0
79,80,5,within,witnessed,0,25,seen2,380,4,12,0.0,1.5119498956815585,0.9996013436584373,0.0008005377622847259,0
86,93,6,cross,witnessed,0,25,seen2,380,4,12,0.0,0.36209150808746,0.9976566577771037,0.004827579551550843,0
87,94,6,cross,witnessed,0,25,seen2,380,4,12,0.0,0.36209150808746,0.998326338659475,0.0033786462993200773,0
86,87,6,within,witnessed,0,25,seen2,380,4,12,0.0,1.619553253141608,0.9995419351795112,0.0009160899560986625,0
93,94,6,within,witnessed,0,25,seen2,380,4,12,0.0,1.5119498956815596,0.9996400907923024,0.0007391668179557737,0
100,107,7,cross,unwitnessed,0,25,seen2,380,4,12,1.2480026039629288e-31,0.3620940524716616,0.9972751961483816,0.005660107185446549,0
101,108,7,cross,unwitnessed,0,25,seen2,380,4,12,2.465190328815662e-32,0.3620940524716474,0.9979686201091233,0.004198541673485329,0
100,101,7,within,unwitnessed,1,25,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.091367473056695,1.0061770742260514,1
107,108,7,within,unwitnessed,1,25,seen2,380,4,12,0.14285714285714288,285.9784459998714,0.26656978578775964,0.9384587236079809,1
2,9,0,cross,unwitnessed,0,26,seen2,380,4,12,0.0,0.3620940524716474,0.9981847730645784,0.00374752233394066,0
3,10,0,cross,unwitnessed,0,26,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.996854767822227,0.00664607314678366,0
2,3,0,within,unwitnessed,1,26,seen2,380,4,12,0.14285714285714293,285.9784459998442,0.30807395293844686,0.921193484024716,1
9,10,0,within,unwitnessed,1,26,seen2,380,4,12,0.14285714285714274,285.9784459998443,0.2842944564276251,0.9302363167935794,1
16,23,1,cross,unwitnessed,0,26,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716474,0.9981812358990938,0.003665162342065918,0
17,24,1,cross,unwitnessed,0,26,seen2,380,4,12,0.0,0.3620940524716332,0.9978161971389777,0.00449064780563733,0
16,17,1,within,unwitnessed,1,26,seen2,380,4,12,0.14285714285714274,285.97844599970784,0.2618398154380842,0.935913165471221,1
23,24,1,within,unwitnessed,1,26,seen2,380,4,12,0.14285714285714288,285.97844599970796,0.26012923740851346,0.9367456557316388,1
30,37,2,cross,witnessed,0,26,seen2,380,4,12,0.0,0.3620915080874599,0.9969004118808782,0.006303655878633862,0
31,38,2,cross,witnessed,0,26,seen2,380,4,12,0.0,0.3620915080874599,0.9976264641395228,0.00474372431478422,0
30,31,2,within,witnessed,0,26,seen2,380,4,12,0.0,1.619553253141607,0.9995869749695582,0.0008261286936894238,0
37,38,2,within,witnessed,0,26,seen2,380,4,12,0.0,1.5119498956815591,0.999626380616486,0.0007489093557537127,0
44,51,3,cross,unwitnessed,0,26,seen2,380,4,12,3.8518598887744717e-32,0.3620940524716616,0.9981838623304986,0.003845945530441396,0
45,52,3,cross,unwitnessed,0,26,seen2,380,4,12,0.0,0.3620940524716474,0.9975145393342236,0.0052946446740326355,0
44,45,3,within,unwitnessed,1,26,seen2,380,4,12,0.14285714285714274,285.97844599987144,0.34746004308620815,0.9015180720931931,1
