target_coverage,risk_threshold,calibrated_loss_threshold,calibration_pair_balanced_coverage,calibration_selective_mse
0.3,0.0665848434170742,0.09397244074452506,0.31451612903225806,0.10094630103688312
0.5,0.0900344316938921,0.09397244074452506,0.5,0.09073299537122712
0.7,0.1509887972479907,0.1851369482714304,0.7016129032258065,0.0949447190614257
0.9,0.2262924901372273,0.23500522287140033,0.907258064516129,0.12033564171101516
