pair_balanced_coverage,accepted_mse
0.24044011544011543,0.06451552600156327
0.49482924482924484,0.06616953145456317
0.8413682277318641,0.10613312761249043
0.9555785123966941,0.1197638641076789
1.0,0.12385213686797182
