rows,pairs,accepted_rows,rejected_rows,row_coverage,pair_balanced_coverage,all_mse,accepted_mse,rejected_mse,accepted_over_all_mse,accepted_over_rejected_mse,score_loss_spearman,score,target_coverage,risk_threshold
213,33,150,63,0.704225352112676,0.6947964493419038,0.12385213686797182,0.13356267885643314,0.10174607001448845,1.078404315291006,1.3127060223300424,0.08365281300972505,geometry_risk_control,0.3,0.1461245289898002
213,33,182,31,0.8544600938967136,0.8482552800734618,0.12385213686797182,0.12800977365037747,0.1006108843551294,1.033569358491067,1.2723253002979016,0.08365281300972505,geometry_risk_control,0.5,0.1607089061391748
213,33,191,22,0.8967136150234741,0.8982683982683982,0.12385213686797182,0.1276547488337619,0.09027588227642146,1.0307028369631097,1.4140515231176332,0.08365281300972505,geometry_risk_control,0.7,0.1660932778601976
213,33,195,18,0.9154929577464789,0.9145141895141895,0.12385213686797182,0.1262674028644886,0.09801398884418605,1.0195012056924901,1.2882589960216528,0.08365281300972505,geometry_risk_control,0.9,0.1709152921136773
