condition,v13_all_gene_mse,v14_all_gene_mse,upgrade_all_gene_gain,v13_top100_mse,v14_top100_mse,upgrade_top100_mse_gain,v13_top100_pcc,v14_top100_pcc,upgrade_top100_pcc_delta
AHCYL1,0.0006915023023754339,0.0006887872386975696,0.0039263263022228665,0.0009475751522451414,0.0008113061062531281,0.143808167266885,0.7970144100940602,0.7833867580496463,-0.013627652044413852
ATM,0.0007203887696135008,0.0007183182322990548,0.0028741943264286515,0.002967781728584778,0.002863861460772727,0.03501614246463023,0.3739058222466224,0.3675292885683176,-0.006376533678304763
ATP5E,0.0014707900150205924,0.001248206098626105,0.15133629826238043,0.0475126450344432,0.036341158270603885,0.23512660168131663,0.22501718226121978,0.5980707152466396,0.37305353298541977
ATR,0.001734833572441922,0.001717875329958203,0.009775140827975233,0.013377182074590216,0.012526047884332363,0.06362582085763571,0.3204805165112664,0.3909436744493323,0.0704631579380659
CAD,0.007095747529445218,0.007086940457381339,0.0012411760744491028,0.13557807740473704,0.13513605045785101,0.003260312842219002,0.4613960168636052,0.5126468356877067,0.05125081882410154
ETAA1,0.00047586330925094596,0.0004546714591937043,0.04453348187444761,0.0034765739758391757,0.0024129550214662125,0.30593882418861135,0.16270062853523226,0.16176788725331165,-0.0009327412819206127
HSPA5,0.005780982882201956,0.005768337943388836,0.0021873337234833215,0.09592002199357458,0.09592002199357458,0.0,-0.8700669055510665,-0.8700669055510665,0.0
IDI1,0.0015357963196079526,0.0015362231577169887,-0.0002779262481532126,0.019330673144121475,0.019352096148814002,-0.0011082389388515426,0.8269347109761334,0.8169301061645934,-0.010004604811539974
LIG4,0.0007927061752452283,0.0007637130645726652,0.036574851537637995,0.0031185555999300317,0.0016633913752740945,0.4666148086917499,0.04921493478507584,0.03314347876634005,-0.01607145601873579
MVD,0.0034993123986053793,0.003488226060226691,0.0031681476575531552,0.06676030509668153,0.06620388177345517,0.008334643204828927,0.7177954064035466,0.7686290995764585,0.050833693172911976
POLR1D,0.005559989947031363,0.0054900316490604385,0.012582450442788459,0.13401078003417136,0.13049957305901067,0.02620092931527874,0.8229472466925003,0.8389532067676105,0.016005960075110237
PRKDC,0.0011916408849128007,0.0010139043606577967,0.1491527577689733,0.02269269229556538,0.013772096143206746,0.3931043543080123,0.13623256511676102,0.7034459970633699,0.5672134319466089
RAD1,0.0007251091075373408,0.0007215173220840208,0.004953441373145482,0.0031604656303602778,0.0029801939184581406,0.05703960523107699,0.5342942742970762,0.5371935012390651,0.0028992269419888528
RAD17,0.0005478498185683539,0.0005431150594003259,0.008642439967217655,0.0012326252263326876,0.0009949876636893605,0.19278979333430282,0.30324537021436754,0.5155780644100965,0.21233269419572892
RAD9A,0.000519064441563115,0.0005004638803759548,0.035834782153727096,0.0114043516949211,0.01047078952893753,0.08186016978056974,0.45265398727772765,0.5415357268115938,0.08888173953386613
RPL15,0.0015565980358525193,0.0014485572823345067,0.06940825507263386,0.011088208999154348,0.005665643580085283,0.4890388898227497,0.35330258679591164,0.9844338707580813,0.6311312839621697
RPS18,0.0027832711936431505,0.0026372612607470764,0.05245982972466116,0.03119685982932217,0.02386862129726823,0.23490308230208706,0.020386808766389198,0.9606684519282063,0.9402816431618171
RRM1,0.0011266947529016294,0.001127259333683251,-0.000501094711027613,0.031225387783901618,0.0312537240933312,-0.0009074766220899229,0.6098649913393512,0.6075657773646606,-0.0022992139746906837
RRM2B,0.00048633619176488145,0.0004614268399158707,0.051218379941283775,0.002975095254892941,0.0017248948855910938,0.4202219633962059,0.21893019734703106,0.26463103873099886,0.045700841383967794
SQLE,0.0028813377520572813,0.0028092707446338043,0.02501164862467827,0.08411694135250487,0.08049989824992056,0.04300017385827839,0.6502033377194116,0.6680447867409266,0.017841449021514966
SREBF1,0.0013619747820113942,0.0013398063886512583,0.016276654790477893,0.022812320235709227,0.022812320235709227,0.0,0.2925005078054057,0.2925005078054057,0.0
SREBF2,0.000703747299304937,0.0006945281264360496,0.013100118292450684,0.010184276566633533,0.009721566280344077,0.045433790339651677,0.3845660631870213,0.4407247735905719,0.05615871040355058
XRCC5,0.002410482510939509,0.002403549909651086,0.002876022230802638,0.049564842975697354,0.04921689571703142,0.007020041581419772,0.9594351099414797,0.9572925403646313,-0.002142569576848441
XRCC6,0.0039004576416940447,0.003879600971384533,0.005347236715651932,0.08291714023500414,0.08187034395216976,0.012624606684064944,0.9213955374741918,0.9025965219174583,-0.018799015556733467
