target_coverage,risk_threshold,calibrated_loss_threshold,calibration_pair_balanced_coverage,calibration_selective_mse
0.3,0.1461245289898002,0.1415084556700348,0.31145833333333334,0.17581363709938916
0.5,0.1607089061391748,0.1415084556700348,0.50625,0.16505469015250795
0.7,0.1660932778601976,0.1415084556700348,0.7010416666666666,0.14876819851887157
0.9,0.1709152921136773,0.1591549262158684,0.9041666666666666,0.14210875208528856
