dataset,seed,condition,subgroup,correction_active,all_gene_mse_v13,all_gene_mse_v14,relative_all_gene_mse_gain,top100_mse_v13,top100_mse_v14,relative_top100_mse_gain,top100_pcc_v13,top100_pcc_v14,top100_pcc_delta
Norman,2,CNN1+UBASH3B,combo_seen1,True,0.003587620527393516,0.0035945544906000174,-0.0019327471101128352,0.128781387497585,0.12912981914871172,-0.0027056056616353223,0.9549635958170922,0.954763112067449,-0.00020048374964320992
Norman,2,DUSP9+IGDCC3,combo_seen1,True,0.0012027647621387413,0.001215095766825426,-0.010252216455658367,0.023435484866334625,0.024055117851840536,-0.026439947329445792,0.9752705973136676,0.9739605414551321,-0.0013100558585354971
Norman,2,ETS2+IGDCC3,combo_seen1,True,0.0020055078942328233,0.0020160016937243626,-0.0052324897457227395,0.036879335260522554,0.03740664868497241,-0.014298344065174103,0.619316027758116,0.6125069368148107,-0.006809090943305285
Norman,2,FOXA1+FOXA3,combo_seen1,True,0.00104254570708758,0.0010353813139190172,0.00687201829124313,0.014029770280417892,0.014029770280417892,0.0,0.9758739752418167,0.9758739752418167,0.0
Norman,2,FOXA1+FOXF1,combo_seen1,True,0.0013448586856915602,0.0013372430629508755,0.005662768008051709,0.02069035189468738,0.02069035189468738,0.0,0.9708280609821911,0.9708280609821911,0.0
Norman,2,FOXA1+HOXB9,combo_seen1,True,0.001272107947598635,0.0012642311152212494,0.006191952807349931,0.020234644859106917,0.020234644859106917,0.0,0.964912013375492,0.964912013375492,0.0
Norman,2,FOXA1+KLF1,combo_seen1,True,0.0014061164881211507,0.0013986692797992198,0.005296295424201931,0.026541919461498933,0.026167697243321904,0.014099289944718077,0.8629122708990333,0.865734966643332,0.00282269574429872
Norman,2,FOXA3+FOXL2,combo_seen1,True,0.00287098582743217,0.0028709776401236006,2.851741200238301e-06,0.038582916248155734,0.038582916248155734,0.0,0.9613921395145837,0.9613921395145837,0.0
Norman,2,FOXF1+FOXL2,combo_seen1,True,0.0032357205442029194,0.003235726869088434,-1.9547069742989486e-06,0.057968283279451374,0.057968601104948496,-5.482748136417375e-06,0.9512869701177475,0.9513004578243611,1.3487706613579675e-05
Norman,2,FOXL2+HOXB9,combo_seen1,True,0.002689479927016685,0.002689505950060354,-9.675864618937017e-06,0.028666270378820594,0.028667578036764976,-4.561660540773171e-05,0.9614765485363675,0.9614749411023268,-1.6074340407623566e-06
Norman,2,FOXL2+MEIS1,combo_seen1,True,0.0019064747516361245,0.0019064927933957127,-9.463413859939755e-06,0.030720513367640506,0.030721419966059812,-2.951117412837786e-05,0.9332138270961177,0.9332187934986177,4.966402500028444e-06
