dataset,seed,condition,base_wmse,final_wmse,wmse_gain,base_weighted_r2,final_weighted_r2,weighted_r2_delta,weight_sum
Norman,1,HOXA13,0.05606916370067424,0.05596097270113909,0.0019295989523355267,-0.016020162587428333,-0.014059651146147711,0.0019605114412806213,87.417743903746
Norman,1,HOXB9,0.03284339400643016,0.02736850653898793,0.16669676301938655,0.514836568348592,0.5957117419402593,0.0808751735916673,12.396408631842396
Norman,1,HOXC13,0.028517452588975638,0.028507969976645557,0.00033251961410278444,0.042694486767023476,0.04301280962686227,0.00031832285983879327,95.32446535349175
Norman,1,IGDCC3,0.09096303112437522,0.09806034192505703,-0.07802412378911978,0.30178257561026955,0.24730477285796493,-0.05447780275230463,8.911976633535295
Norman,1,IKZF3,0.4906089272369093,0.49056309175163854,9.342570574266919e-05,-0.07768454922678325,-0.07758386578720367,0.00010068343957958525,29.83751629144852
Norman,1,IRF1,0.2550080595336298,0.25504297456268415,-0.00013691735515415832,-0.6008208696004198,-0.6010400497599613,-0.00021918015954147663,21.144979307381966
Norman,1,ISL2,0.01596145599616574,0.015507425072860237,0.028445457821302134,0.19076143763171072,0.21378059902492907,0.023019161393218357,56.020125721418395
Norman,1,JUN,0.07357877683609287,0.06170621946561186,0.16135844982757477,-0.16154054749728441,0.025883834658749882,0.1874243821560343,31.613735328212584
Norman,1,KIF18B,0.007757161850413471,0.007252679635727218,0.06503438041058315,0.09136064531601829,0.15045344276456307,0.05909279744854479,33.19243193620017
Norman,1,KIF2C,0.06806200453531158,0.02442884074571343,0.6410796168508469,-0.12893652143995293,0.5948016711737001,0.723738192613653,9.558567534432914
Norman,1,LHX1,0.648051999706934,0.41311133660838445,0.36253365965199674,-0.21731876196161237,0.22400026377536886,0.44131902573698123,5.656139476312418
Norman,1,LYL1,0.07012632333908018,0.029744827608178922,0.5758393397532843,0.5576219755630982,0.812360645076206,0.25473866951310775,7.157169710043821
Norman,1,MAML2,0.04083318811068121,0.04039948188068741,0.01062141483584879,-0.3411379488334154,-0.32689316632675647,0.014244782506658948,20.66488304330794
Norman,1,MAP2K3,0.028063370567248544,0.028095569162497135,-0.0011473531011334799,0.2559200431379688,0.2550663206919719,-0.0008537224459969073,44.824498970191115
Norman,1,MAP2K6,0.017950549394487952,0.017719991167071583,0.012844076376134002,0.28924807849512146,0.2983770304594141,0.009128951964292642,104.27703191468669
Norman,1,MAP4K3,0.0031885107013537787,0.003483143016754378,-0.09240436774306707,-0.0020459164718138467,-0.09463933583291406,-0.09259341936110022,120.27907461810204
Norman,1,MAP4K5,0.0017667757540768534,0.001700549487526328,0.03748425140978277,0.3909298706882508,0.4137604085415614,0.022830537853310573,154.31653522288437
Norman,1,MAP7D1,0.0395558781802774,0.038084859044433865,0.03718838270103143,0.5209416650344125,0.5387570697312317,0.017815404696819193,9.89920681220324
Norman,1,MAPK1,0.17792389586075041,0.17790108747744043,0.00012819179346112563,-0.17616473809280286,-0.17601396342562103,0.00015077466718182997,43.76696811531568
Norman,1,MEIS1,0.006296446976251072,0.006139640785073083,0.024903916727867376,0.0477137053223643,0.07142936390610566,0.02371565858374136,100.75342859207663
Norman,1,MIDN,0.07405504916322259,0.07437950884236712,-0.004381330953266931,-0.18057786523377994,-0.18575036757747054,-0.005172502343690599,25.01144208402121
Norman,1,NCL,0.016124872354002815,0.009701787542304562,0.39833399425973104,0.5422916242044347,0.7246124297412162,0.18232080553678154,18.15495808360247
Norman,1,OSR2,0.14515158066620978,0.1458865270611737,-0.005063302732155497,-0.08081617794441276,-0.08628867745115665,-0.005472499506743889,17.113033213756395
Norman,1,PLK4,0.003405202369991935,0.003394078244509979,0.0032668030481789777,0.01634909034265808,0.01956248413267081,0.0032133937900127307,267.0924520893074
Norman,1,POU3F2,0.015546690200779355,0.01767489451814627,-0.1368911510991727,0.6282378999663761,0.5773469581577276,-0.050890941808648504,13.230523537511353
Norman,1,PRDM1,0.2021072119216737,0.20203998472304138,0.0003326313692277437,0.10562813922274483,0.10592563535939381,0.0002974961366489781,34.68888885402884
Norman,1,PRTG,0.07992204444085237,0.08025277636107306,-0.004138181430849854,0.3801409164496802,0.3775758271003886,-0.0025650893492915605,25.81666453204824
Norman,1,PTPN1,0.11391705860814133,0.1140105452777145,-0.00082065557797402,0.014777216762573597,0.013968688189962664,-0.0008085285726109337,30.726798434931542
Norman,1,PTPN9,0.013774895716396993,0.009091812006310948,0.33997235307643897,-0.005250881113263217,0.3365066263709763,0.3417575074842395,29.638799168561665
Norman,1,RHOXF2,0.05481963763057317,0.05481293020565895,0.0001223544190389867,-0.381528724495624,-0.3813596883511525,0.00016903614447150161,68.99867596318431
Norman,1,S1PR2,0.06653896493429225,0.06629484918593684,0.0036687638377975182,-0.1695076660880146,-0.165217018654644,0.004290647433370598,49.647281628589795
Norman,1,SAMD1,0.04827011743918451,0.04831181790718751,-0.0008638982089807733,-0.4102631528016878,-0.41148147661358503,-0.0012183238118972373,50.37048808104651
Norman,1,SGK1,0.030470559709867222,0.03022843744626511,0.007946104892970091,0.11291494257243495,0.11996381348774077,0.007048870915305816,22.82495074154181
Norman,1,SLC38A2,0.017225903144315425,0.017156833039258544,0.004009665239507285,0.10866159098052597,0.11223555961580922,0.0035739686352832534,74.49188833013085
Norman,1,SLC4A1,0.1290850949478862,0.1290343566584691,0.00039306079015226283,-0.1732250818554455,-0.17276393307774485,0.00046114877770064844,28.05425291861737
Norman,1,SLC6A9,0.025152077011327326,0.024895600054257668,0.010197048814463826,0.0888719082782482,0.09816272590576414,0.009290817627515935,23.992610570260624
Norman,1,SPI1,0.0764847141251859,0.07655867026412772,-0.0009669401237581818,0.22218443058357784,0.2214323295006253,-0.0007521010829525387,54.29526335096584
Norman,1,STIL,0.0036288139733837424,0.0033479332693214757,0.07740289420247001,-0.3079613755610622,-0.20672137958759196,0.10123999597347022,77.17607519928634
Norman,1,TBX2,0.6322963017039902,0.6321840213188678,0.00017757558413653067,-0.19186809353458312,-0.19165644686165995,0.0002116466729231714,6.77540001787707
Norman,1,TBX3,2.6025338016918353,2.6018821356845994,0.00025039675058681455,-0.3069449529362258,-0.3066176981668147,0.00032725476941108944,4.394499659944297
Norman,1,TGFBR2,0.011127620683807425,0.01048191519470797,0.05802727352479459,-0.12809976029431835,-0.06263920694046488,0.06546055335385348,42.077659754348545
Norman,1,TMSB4X,0.7932651288440428,0.32133273587617917,0.5949239110706532,0.027773912688152214,0.6061744589966351,0.5784005463084829,3.1643045475374514
Norman,1,TP73,0.2919612275088949,0.291891415620661,0.00023911355911729462,-0.025594458213502147,-0.02534922467238765,0.0002452335411144979,47.62358783875699
Norman,1,UBASH3A,0.004673759965148657,0.003882525252265783,0.16929297156528392,-0.5866887712925286,-0.3180735142511466,0.268615257041382,45.16059102317294
Norman,1,UBASH3B,0.006805976024384512,0.00640156976071425,0.059419290079975574,0.5350393342836628,0.5626669669556406,0.027627632671977764,20.240431061274876
Norman,1,ZBTB10,0.06008370227305093,0.060026850785213026,0.0009462048057482128,-0.1747109054184992,-0.17359938831442756,0.0011115171040716465,108.14338363445543
Norman,1,ZBTB25,0.024996643821845195,0.02499412617288202,0.00010071947982773269,-0.18858643582593992,-0.1884667220183931,0.00011971380754682848,61.501078174817124
Norman,1,ZC3HAV1,0.022599561748356874,0.02147304624092735,0.04984678552500816,0.287090720670681,0.3226269566161978,0.0355362359455168,31.457566092134158
Norman,1,ZNF318,0.06912399605888683,0.06885207130826854,0.003933869077630341,-0.14515210233908227,-0.14064722389450712,0.004504878444575144,8.586486770468994
Norman,2,AHR,0.04629547455199236,0.045943401389684266,0.007604915290644542,-0.41393489123050986,-0.40318203615621506,0.010752855074294798,23.494295624146275
Norman,2,ARID1A,0.07567433200416937,0.0757001591976415,-0.0003412939736383833,-0.08001988327908016,-0.08038848755665273,-0.00036860427757257064,52.231774744644724
Norman,2,ARRDC3,0.0029079841813383985,0.0028528291284130765,0.01896676511491094,-0.19419856281337267,-0.17154847917192706,0.022650083641445606,117.71225506936631
Norman,2,ATL1,0.06285467387477633,0.06283388468465624,0.0003307501071680245,-0.010941232931347411,-0.010606864010214823,0.0003343689211325884,45.81457965097355
Norman,2,BCL2L11,0.007171414900043594,0.0077301765786765946,-0.07791512364311866,0.3337024303173083,0.281787772792372,-0.05191465752493629,28.12691041729396
Norman,2,BCORL1,0.04761682219371672,0.047445007850605486,0.0036082698339727705,0.053584260946336615,0.056999184307960915,0.0034149233616243,18.157317075668775
Norman,2,CBFA2T3,0.054763008678586994,0.05486205142316596,-0.0018085701821144722,0.08356481596581988,0.08190737861813535,-0.0016574373476845317,32.00377854675865
Norman,2,CDKN1A,0.014789385736098396,0.01634437128367399,-0.1051419967889631,0.5893552243294081,0.5461792126444465,-0.04317601168496166,23.730274049168514
Norman,2,CDKN1B,0.01728781311286956,0.01728610788371293,9.863764407306255e-05,0.13117577290089877,0.1312614716757734,8.569877487463184e-05,40.72672586025031
Norman,2,CDKN1C,0.014734760847772846,0.014933176696923043,-0.013465834376279491,0.288736055244881,0.2791582927669892,-0.009577762477891771,82.6121726958985
Norman,2,CEBPA,0.30007149464233823,0.3000229193775722,0.00016187897095635656,-0.03928127157792338,-0.03911303379514619,0.00016823778277719192,92.63985489051848
Norman,2,CEBPB,0.08084619548572272,0.08084276404297572,4.244408442954989e-05,0.12240145758945109,0.12243870645608068,3.724886662959115e-05,66.10574270482941
Norman,2,CELF2,0.07445733354680703,0.07446508532938931,-0.00010411039736473972,-0.033001628073095146,-0.03310917428307247,-0.00010754620997732722,11.43989380210494
Norman,2,CITED1,0.014057620483538844,0.014172292747022936,-0.008157302554751033,0.17001633470296595,0.1632459068296369,-0.0067704278733290435,64.84104687782542
Norman,2,CLDN6,0.11594714011035367,0.12322859420006851,-0.06279977309302026,0.3493873950535341,0.30852907109143735,-0.040858323962096765,13.219718416445877
Norman,2,CNNM4,0.11984446304279006,0.11968219815458642,0.00135396232820292,0.18866784116399915,0.1897663543427227,0.0010985131787235591,17.528693220458273
Norman,2,COL2A1,0.21396847094150034,0.18062062448421468,0.15585402050381092,0.1558015213427042,0.28737324834464406,0.13157172700193986,14.322469916578552
Norman,2,CSRNP1,0.032108207011504866,0.03185366001419393,0.007927786102155391,-0.2649160353569473,-0.25488805159145134,0.010027983765495962,69.41457064901641
Norman,2,DLX2,0.10323377362184866,0.10318867790750044,0.00043683101727350104,0.1415344019476279,0.14190940634811944,0.00037500440049154093,21.61582143397192
Norman,2,DUSP9,0.1741302308447067,0.1834659809258513,-0.05361360882516981,0.1736971900441472,0.12939611442003518,-0.04430107562411201,14.03803740688565
Norman,2,ETS2,0.10942240458940607,0.1094071752985605,0.00013917890858556323,-0.07514781352159261,-0.07499817562233857,0.00014963789925404036,37.92484904328603
Norman,2,FEV,0.20556173400724886,0.17368775229681988,0.15505795309794865,0.12583596639967232,0.2613820521215855,0.13554608572191318,15.284319850060118
Norman,2,FOSB,0.04278633976358554,0.042667404112636045,0.0027797575489436847,-0.014394053174652699,-0.011574283647736827,0.002819769526915872,65.0527819676972
Norman,2,FOXA3,0.01082046323656494,0.010553892168846345,0.024635827680444145,0.05545275026637175,0.0787224535468466,0.02326970328047484,43.560507823502235
Norman,2,FOXF1,0.008940916624697186,0.008045683739425663,0.10012764047017872,0.27741459390791,0.3497653656580969,0.07235077175018689,50.81904389569952
Norman,2,FOXO4,0.02560896198946598,0.02569439320129946,-0.003335988856893911,-0.04061767788894888,-0.04408916686667297,-0.003471488977724091,54.632399045900186
Norman,2,GLB1L2,0.22612308304356146,0.2255959699847791,0.0023310891205247626,-0.5703101109601192,-0.5666495781446099,0.0036605328155092653,8.631579587443099
Norman,2,HK2,0.006843861335343519,0.007829848778297462,-0.1440688808030112,0.7687866329368896,0.7354759819174115,-0.033310651019478166,14.021927518413534
Norman,2,HOXB9,0.034729955932477796,0.02876531184335757,0.17174349719063065,0.4845817573985337,0.5731014888987583,0.08851973150022463,13.098817620212785
Norman,2,HOXC13,0.03442529496720347,0.034419371125300496,0.00017207817416290587,-0.06497059320013432,-0.06478733500491929,0.00018325819521503028,100.11845467181485
Norman,2,IKZF3,0.4998450441419444,0.4998142015623215,6.170428212583728e-05,-0.16755492695599195,-0.16748288381738186,7.204313861008949e-05,32.8514126570842
Norman,2,ISL2,0.021463664805945533,0.021032814307695723,0.02007348242460728,0.042533672731295824,0.061753356223877454,0.01921968349258163,44.24091884272467
Norman,2,KIF18B,0.007774841175911239,0.007387235941358356,0.04985378167644107,0.10717658534547192,0.15168720893527343,0.04451062358980151,30.9977681672874
Norman,2,KLF1,0.2026501609506988,0.19870775542645236,0.019454243242400145,-0.3591380490343934,-0.33269704682847734,0.026441002205916053,16.61089965650106
Norman,2,KMT2A,0.004252321457862085,0.004348323253980851,-0.022576326147984292,0.7030387334949955,0.6963344390890601,-0.00670429440593534,26.424766978682186
Norman,2,LHX1,0.4361606505153774,0.41095579277369804,0.05778801391619514,0.22037241744570446,0.265425547035802,0.04505312959009755,5.394148567866129
Norman,2,MAML2,0.037728279676278606,0.03732931837107263,0.010574595731085481,-0.26126187087303765,-0.24792453647752244,0.01333733439551521,19.954268776400934
Norman,2,MAP2K3,0.033111703280270105,0.033267596072744376,-0.004708087383929945,0.07237842089692148,0.06801109744328515,-0.004367323453636329,43.15775124427887
Norman,2,MAP4K3,0.0021060596501660984,0.0020410226072509223,0.030880912090997473,0.2097472564032502,0.23415098190793093,0.02440372550468073,129.5369502045598
Norman,2,MAP4K5,0.002032425968317672,0.0019749383774872254,0.0282852077894044,0.2635276314774485,0.2843589054522637,0.020831273974815212,115.21338014114346
Norman,2,MAP7D1,0.04224705928464201,0.039170264350264855,0.07282861781330315,0.5003934646792042,0.5367791180971111,0.036385653417906894,9.53238599465121
Norman,2,MAPK1,0.1807401781648496,0.18068854241314225,0.00028569049910010257,-0.16000511452966748,-0.15967371208953884,0.0003314024401286364,41.257983118088056
Norman,2,MEIS1,0.006417434678709541,0.006227369038085578,0.029617074444797137,0.0841288138876588,0.11125423898859299,0.027125425100934186,93.43708463350575
Norman,2,NIT1,0.06783476446888116,0.06781443261653473,0.0002997261434548816,-0.1056370159769171,-0.10530562765805729,0.00033138831885981546,32.59538456995394
Norman,2,OSR2,0.1461366365926983,0.14702957743929349,-0.006110314753472349,-0.08269726215485362,-0.08931288320934239,-0.006615621054488763,17.202353315416342
Norman,2,PLK4,0.003443514707553989,0.003434864963256723,0.0025118941058364748,-0.034064324021485515,-0.03146686394092013,0.0025974600805653836,234.3014480550103
Norman,2,PRDM1,0.20181805412018927,0.2017380773945277,0.0003962813238400328,0.04257151692111749,0.04295092794787403,0.0003794110267565376,38.54705152867459
Norman,2,PRTG,0.08541989067334063,0.08599219288534632,-0.006699870574574522,0.26062832041724737,0.2556746258575371,-0.004953694559710287,27.838945997185988
Norman,2,PTPN1,0.08138055909322119,0.08146134969040655,-0.0009927505793222982,0.1887574525978425,0.18795209108893818,-0.000805361508904312,36.235704176293204
Norman,2,PTPN12,0.02619754514402623,0.026351783530743845,-0.005887512966182804,0.3082604407090863,0.3041878150845394,-0.004072625624546911,41.00750679035471
Norman,2,PTPN9,0.006718694462282329,0.006680701868391727,0.005654758391512765,0.4904627850160852,0.49334409485830366,0.00288130984221846,29.954057273874568
Norman,2,RHOXF2,0.04262110192136677,0.04261718612015578,9.187470606018162e-05,-0.12341636585087579,-0.12331315230248019,0.0001032135483955976,79.82327985587625
Norman,2,RUNX1T1,0.009357962483534224,0.00920679733404543,0.016153639187459535,0.6638006839233921,0.6692315263703643,0.005430842446972228,12.916300287646845
Norman,2,S1PR2,0.06167666465644163,0.061460998454773985,0.003496722834624287,-0.11272077506468903,-0.1088298989219596,0.003890876142729427,45.94921496006951
Norman,2,SAMD1,0.042850153767048954,0.04288820293524445,-0.0008879587317783839,-0.393569051405563,-0.3948064832130951,-0.0012374318075321078,56.704339340836015
Norman,2,SET,0.1245971888351074,0.12402870608756253,0.00456256479668415,-0.025933717730126205,-0.021252828665879298,0.004680889064246907,21.384443483624047
Norman,2,SGK1,0.026618879152477085,0.026477853762984185,0.005297946193943172,0.20640998769677732,0.21061438488201056,0.004204397185233244,23.534064348974546
Norman,2,SLC38A2,0.021727719882524595,0.021713603090548254,0.0006497134560214116,-0.16890764023560645,-0.16814818521289898,0.000759455022707467,72.38069517165412
Norman,2,SLC6A9,0.023929458563535577,0.023874353212389093,0.002302824821555066,0.11498633675279624,0.11702436818393724,0.0020380314311410075,23.622192599828644
Norman,2,SNAI1,0.05027815464169857,0.05011477523226729,0.0032495108580572053,-0.1512918444402105,-0.14755070909090917,0.0037411353493013166,60.20608554529594
Norman,2,STIL,0.004460589590063367,0.004291792641720928,0.037841846898100544,-0.567786962047816,-0.5084590078611639,0.05932795418665204,82.56896926101783
Norman,2,TBX2,0.6428134404698759,0.6428443967421528,-4.8157475136590316e-05,-0.18241037759148848,-0.1824673194898483,-5.694189835980801e-05,6.638502442576928
Norman,2,TBX3,2.6445811543962057,2.644057767683346,0.00019790911388358666,-0.2844665680528369,-0.28421236041254017,0.00025420764029671084,4.336816642185653
Norman,2,TGFBR2,0.008847452342851489,0.008254347593737445,0.06703678371246126,0.003862538321917186,0.070640389888311,0.06677785156639382,40.20822367767914
Norman,2,TMSB4X,0.9236063626318003,0.41955608083578466,0.5457414567389218,-0.10464348893488218,0.4982062578936056,0.6028497468284878,3.0470914100171997
Norman,2,TSC22D1,0.02735554088264054,0.013138281547265304,0.5197213755110694,0.5814247077439518,0.7989672343902131,0.21754252664626128,9.428385890351285
Norman,2,UBASH3B,0.004142026061668985,0.0038988682499785593,0.05870504146283616,0.6865604151793263,0.7049608990023181,0.018400483822991753,20.241139391459157
Norman,2,ZBTB1,0.0762479784665323,0.07623161137250126,0.00021465610446622034,-0.1769936272013919,-0.17674097833439517,0.0002526488669967186,31.353577985748643
Norman,2,ZBTB10,0.05994985554003705,0.05990132263033127,0.000809558409583949,-0.10158839388200724,-0.10069659373383999,0.0008918001481672544,112.93991170156842
Norman,2,ZBTB25,0.022950336021748174,0.022948666340314394,7.275193845519258e-05,-0.2408579207420709,-0.2407676459229895,9.02748190814151e-05,67.7093615185151
Norman,2,ZC3HAV1,0.018613968798298824,0.016948409000348837,0.08947902599375837,0.3858379016269965,0.44079252799169544,0.054954626364698944,31.20576067246485
Norman,2,ZNF318,0.0695498104707938,0.0693181787862806,0.0033304430730326973,-0.13124063917888318,-0.12747310662819689,0.0037675325506862922,8.420377640986663
Norman,3,ARRDC3,0.003232402756829923,0.003105751490015879,0.03918177168560931,-0.30691183175157155,-0.2557047107466601,0.05120712100491143,117.56732177058207
Norman,3,BAK1,0.014942037253008487,0.0154885498406153,-0.036575506964204356,0.3899642559526463,0.36765188934782866,-0.022312366604817613,16.704859210120354
