dataset,seed,condition,base_wmse,final_wmse,wmse_gain,base_weighted_r2,final_weighted_r2,weighted_r2_delta,weight_sum
Schmidt,2,TNFRSF12A,0.06623429667155713,0.052493383100218644,0.2074591905078569,0.3794220872920824,0.5081666787095224,0.12874459141744,7.948757033805171
Schmidt,2,TNFRSF1B,0.3045907257406152,0.29773536138260714,0.0225068059486682,-0.08519663373088138,-0.06077232367935248,0.024424310051528897,24.457990969504095
Schmidt,2,TRAF3IP2,0.019485877883729574,0.018784707531973612,0.03598351359583492,0.8671755047915158,0.8719549968207103,0.0047794920291944765,8.066246644005517
Schmidt,2,TRIM21,0.03106508768693132,0.02141709389796476,0.3105735250515757,0.6065003484000663,0.7287109223040246,0.12221057390395829,7.208098989766086
Schmidt,3,ALX4,0.3028591695612041,0.2984257500756516,0.014638551284334143,-0.07025032137806542,-0.05458340716149768,0.01566691421656774,12.519145709723954
Schmidt,3,APOBEC3C,0.49356107660053994,0.41063566001506446,0.16801449813796918,0.5544649122883464,0.6293212664530758,0.07485635416472947,4.400324643097857
Schmidt,3,ARHGDIB,0.08712272160475291,0.06743435963591832,0.22598423931421943,0.782621792487654,0.83174584135582,0.049124048868166015,7.622903413173858
Schmidt,3,DEF6,0.03229969159881573,0.03489474561900225,-0.08034299684402145,0.9064338083776527,0.8989164201394314,-0.007517388238221345,4.810580646247601
Schmidt,3,DEPDC7,0.04987993167779247,0.07047965496572905,-0.41298619695399436,0.8568081144361973,0.7976718421825308,-0.059136272253666466,5.718838250121543
Schmidt,3,EOMES,0.24651275409758577,0.24743013883341414,-0.0037214493797152713,0.35250890811257374,0.3500993027902981,-0.002409605322275632,18.089249445902233
Schmidt,3,FOSL1,0.06183416145929056,0.05986650352439399,0.03182153502950002,-0.18798542153571884,-0.15018190182978475,0.0378035197059341,32.104337828139165
Schmidt,3,FOXD2,0.06530403595445532,0.06287143048764256,0.03725046134222577,0.2013860571531111,0.23113479495849165,0.029748737805380565,30.20246674013774
Schmidt,3,FOXQ1,0.029503768463045105,0.03186709771947008,-0.08010262347961265,0.762564268556319,0.7435450435598794,-0.0190192249964396,15.611769279352027
Schmidt,3,IKZF3,0.03075641070326947,0.03636033697711494,-0.1822035193869277,0.7018970760816441,0.6475816742041862,-0.05431540187745787,18.605909188515426
Schmidt,3,INPPL1,0.032916029019049234,0.03276130779608527,0.004700482639458809,0.5903129010427048,0.5922386281389639,0.0019257270962590445,20.596538960988756
Schmidt,3,ITPKA,0.02606385725402183,0.03196571458544269,-0.2264383691907367,0.861348790108692,0.8299528362545817,-0.031395953854110314,11.797017846919612
Schmidt,3,JMJD1C,0.022866507863437177,0.022787911726631416,0.0034371727101991873,0.6869449219793002,0.6880209463502622,0.001076024370961992,26.162285332417973
Schmidt,3,LHX4,0.06442040132153001,0.06341135083541079,0.01566352375054189,0.22111177188534448,0.23331190614543595,0.012200134260091478,26.753489605453417
Schmidt,3,LTBR,0.40490487372121986,0.4059453724768127,-0.002569736308753987,-0.19643169845443786,-0.1995062124309006,-0.003074513976462745,34.051325305327346
Schmidt,3,MAP4K1,0.04394777278770298,0.04506937916793734,-0.02552134747880083,0.6976527859908765,0.6899364776829023,-0.007716308307974207,18.29844296136583
Schmidt,3,OTUD7B,0.01645036155268721,0.01646530665964213,-0.0009084971723604221,0.8541263546230821,0.8539938288287352,-0.00013252579434686051,10.394920410536628
Schmidt,3,PAPOLG,0.006154340796040105,0.006210002825468283,-0.009044352802820581,0.9373461461629966,0.9367794826044383,-0.000566663558558278,11.736362588763967
Schmidt,3,PRDM1,0.05469271779810915,0.05466834378420525,0.0004456537339006062,-0.010735177741226343,-0.01028473983528122,0.00045043790594512245,167.4802561895691
Schmidt,3,PRDM13,0.08599066079029659,0.08429969312838775,0.01966455015426103,-0.18359645528702262,-0.1603215634296251,0.023274891857397506,19.392078937661857
Schmidt,3,PRKD2,0.025252640233281824,0.02387222250132088,0.05466429328611817,-1.1583871534299504,-1.0404004450498658,0.11798670838008452,32.18073420356235
Schmidt,3,RAC2,0.049974730513994044,0.034883809144328336,0.30197104045293277,0.8850655612363378,0.9197724332936748,0.03470687205733691,4.281119654593369
Schmidt,3,TCF7,1.0005243854753647,1.0007534992589682,-0.00022899370263185277,-0.19722361986530101,-0.19749777653489242,-0.0002741566695914077,8.28243803428965
Schmidt,3,TNFRSF1A,0.18232130899334978,0.18265562979227373,-0.001833690207523402,-0.4309074943470701,-0.433531335407326,-0.002623841060255927,46.002490035082026
Schmidt,3,TRAF3IP2,0.016343553600400153,0.017160685259277216,-0.049997184140972636,0.8892726521530032,0.8837365965532554,-0.005536055599747791,8.179391333624078
Schmidt,3,TRIM21,0.012599628020574115,0.011800714926189188,0.06340767307418681,0.8235576607926829,0.8347454589535852,0.011187798160902318,8.14434051398149
Schmidt,3,VAV1,0.034838868807350785,0.035030794618382245,-0.005508956450129191,0.7310971356975868,0.7296157615288299,-0.0014813741687569326,12.86612879289624
Schmidt,3,WT1,0.048294065752514534,0.0483160343509833,-0.00045489229631947,0.60078711803249,0.6006055191678916,-0.0001815988645983424,13.00610086141724
Replogle_exp6,1,AHCYL1,0.004750812769729462,0.0042385331127965265,0.10782989811701363,0.4975574384005853,0.5517357686275016,0.054178330226916316,26.60051871039898
Replogle_exp6,1,ATM,0.005368362953014885,0.005111181777417078,0.04790681588572046,-0.23601255742019367,-0.1767991313994257,0.059213426020767956,40.40741612230869
Replogle_exp6,1,ATP5E,0.8150436729012942,0.5156999082310462,0.36727328193921216,-0.32239017604366715,0.16328840391606303,0.4856785799597302,3.7319924723154445
Replogle_exp6,1,ATR,0.011726781546915244,0.011550696592323446,0.015015625036361103,-0.1015627737935223,-0.08502212022822486,0.016540653565297436,220.05692470269594
Replogle_exp6,1,CAD,0.17596190146692176,0.17582210289361527,0.0007944820562919537,-0.08345861024635637,-0.08259782182178066,0.0008607884245757091,71.74667640225654
Replogle_exp6,1,ETAA1,0.0037120184969119544,0.0030537195378088,0.17734258588711138,0.06853437424009123,0.23372289697730975,0.1651885227372185,161.57080907768776
Replogle_exp6,1,HSPA5,0.20534774161813701,0.2052067906251605,0.0006864014761779981,-0.1582053404437085,-0.15741034658831077,0.0007949938553977187,43.599015405087314
Replogle_exp6,1,IDI1,0.020647078041202256,0.020687423655761344,-0.0019540592852207296,0.2555424199835742,0.2540877057368901,-0.0014547142466840857,53.09871946838299
Replogle_exp6,1,LIG4,0.0040629252599783325,0.003582896826688955,0.11814847740810704,0.020839532197213573,0.1365258506063225,0.11568631840910892,212.88239680104513
Replogle_exp6,1,MVD,0.04580519688548419,0.04562248686931479,0.003988849051914088,0.05613864002667546,0.05990356051754353,0.0037649204908680733,101.82177951511919
Replogle_exp6,1,POLR1D,0.11534175624025544,0.10686447173311976,0.07349709925933158,-0.0066913849587686425,0.06729751168505982,0.07398889664382846,41.4190059588678
Replogle_exp6,1,PRKDC,0.23087775807934702,0.0900763574620173,0.6098525981395736,-0.22119681804410574,0.5235532342798721,0.7447500523239778,6.335587652713098
Replogle_exp6,1,RAD1,0.012253359257078393,0.01178454045413611,0.03826043071996447,0.1670732068212366,0.19894134468645475,0.03186813786521814,26.652200160218705
Replogle_exp6,1,RAD17,0.003119976998247619,0.0026275881229599254,0.15781811069897347,-0.006704898126303371,0.15217136692739253,0.1588762650536959,48.26217133855428
Replogle_exp6,1,RAD9A,0.006564600373836417,0.0051544792447611055,0.2148068501923481,-0.20191645145521497,0.056263435676244034,0.258179887131459,66.2043952632462
Replogle_exp6,1,RPL15,0.03935812214512588,0.02195155760397342,0.4422610529274983,-0.009672896489785643,0.43686610182414365,0.4465389983139293,31.15241612581893
Replogle_exp6,1,RPS18,0.09457801947170585,0.07316849560984512,0.22636891723309613,-0.015825581321585513,0.21412575561986225,0.22995133694144776,34.22887206337451
Replogle_exp6,1,RRM1,0.044929226803827216,0.04494594139086647,-0.00037202035797837826,0.024941780215104736,0.02457903870713063,-0.000362741507974107,48.534129957690844
Replogle_exp6,1,RRM2B,0.0029682187140095627,0.002309983718979114,0.22176094771038093,0.21360502036979423,0.3879967163272743,0.17439169595748005,187.9787228163945
Replogle_exp6,1,SQLE,0.11620323452988132,0.10842984682269496,0.06689476191118805,-0.0695857955573973,0.0019638915800034296,0.07154968713740073,24.89476494348876
Replogle_exp6,1,SREBF1,0.012360014554534577,0.012323699673425236,0.0029380937173749382,-0.9462783735283073,-0.9405600252667812,0.005718348261526174,160.51006160003587
Replogle_exp6,1,SREBF2,0.02449080752993342,0.022819404393100436,0.06824614234504697,-0.2420593625338019,-0.15729360247732216,0.08476576005647973,27.683942676224028
Replogle_exp6,1,XRCC5,0.055208981372255064,0.0536868548780199,0.027570269481553968,0.4859030237763464,0.5000768159504846,0.014173792174138167,22.859286661374163
Replogle_exp6,1,XRCC6,0.06947727125783178,0.06682553834860083,0.03816691216024161,0.38014497708028394,0.40380292929214534,0.0236579522118614,39.47593210426234
Replogle_exp6,2,AHCYL1,0.00423322673346921,0.0041055541106082075,0.03015964674218448,0.5035555831549192,0.5185281713940966,0.014972588239177353,25.345790963465056
Replogle_exp6,2,ATM,0.0030399384243316833,0.001980733516364721,0.3484297245921432,0.11131185642795705,0.42095722154106685,0.3096453651131098,34.57331203709923
Replogle_exp6,2,ATP5E,0.49848020942503696,0.5706055281386199,-0.14469043574824075,0.20152591431744005,0.08599435092635199,-0.11553156339108805,3.6267088911734704
Replogle_exp6,2,ATR,0.013074331373914463,0.012850201162727037,0.01714276659949163,-0.2172340175197529,-0.19636725886045014,0.020866758659302764,183.641297991898
Replogle_exp6,2,CAD,0.18059720899972315,0.18044686613261454,0.0008324761381491525,-0.0834463299666155,-0.0825443867499529,0.0009019432166625929,70.788247384822
Replogle_exp6,2,CHEK1,0.0034289337793510883,0.003137932461691947,0.08486641515550421,0.3953196322642397,0.4466366873888855,0.051317055124645794,45.66444862284314
Replogle_exp6,2,DUT,0.07390638852949948,0.07577726684340289,-0.025314162295410433,0.15014791908044056,0.12863462557695038,-0.021513293503490183,29.66239649942562
Replogle_exp6,2,ETAA1,0.0031171015029459784,0.00241564546270298,0.2250347124019063,-0.17833885409311123,0.08682829104972378,0.265167145142835,153.56827433127364
Replogle_exp6,2,HSPA5,0.19149503515094934,0.19152693475212745,-0.00016658187066293268,-0.115228888975351,-0.11541466588989402,-0.00018577691454302325,45.66082427352431
Replogle_exp6,2,HUS1,0.005099167146019131,0.002667392970623193,0.47689634517950635,-0.6690153758772415,0.12693195692701564,0.7959473328042571,47.191185887516674
Replogle_exp6,2,IDI1,0.02802394347102486,0.028202660269532245,-0.006377289430810013,0.023955813549977334,0.0177312972757262,-0.006224516274251135,47.26627902007284
Replogle_exp6,2,LIG4,0.0026667140113173842,0.00220651524822941,0.17257147228196065,0.02095614405669688,0.18991118370544036,0.16895503964874348,229.60566610010096
Replogle_exp6,2,NHEJ1,0.001710110603068996,0.0017059999847574073,0.0024037148849973006,0.18870549172315387,0.19065561240881546,0.0019501206856615827,243.31679173956735
Replogle_exp6,2,PRKDC,0.11009716547243056,0.10219845532683702,0.0717430835907529,0.45008660094755737,0.4895390839034519,0.03945248295589454,5.85406272517121
Replogle_exp6,2,RAD1,0.01360120766192406,0.013167280452193477,0.031903579484735115,0.14830098325332353,0.17547323053117192,0.027172247277848394,21.61214503079345
Replogle_exp6,2,RAD9A,0.0053330492484373005,0.003878983632003407,0.27265182613116995,-0.4753810184371592,-0.07311568952100256,0.40226532891615663,58.037497587754814
Replogle_exp6,2,RPL15,0.017481560565750058,0.022179388646678032,-0.2687304753633939,0.5632762491137007,0.4459152679355406,-0.11736098117816007,31.777752074727253
Replogle_exp6,2,RPS18,0.060165555673257695,0.06493411340235178,-0.07925727063821676,0.34258957249029853,0.29048501631677626,-0.052104556173522276,35.99658396850454
Replogle_exp6,2,RRM1,0.051389124416001714,0.05120070082695985,0.0036666043872736623,-0.11342959813389908,-0.10934709228446104,0.004082505849438034,45.40610793140978
Replogle_exp6,2,RRM2B,0.0027260550945092036,0.002038662348368703,0.2521565860957987,-0.18120252905356238,0.11664546816030741,0.2978479972138698,174.8747496148673
Replogle_exp6,2,SQLE,0.11620404421688377,0.11689999940827396,-0.005989078917866744,-0.02536267842411788,-0.03150365642463515,-0.006140978000517272,26.099436848310724
Replogle_exp6,2,SREBF1,0.009253448767099902,0.009230120536364201,0.0025210309499570675,-0.4823401227473305,-0.4786030974195217,0.0037370253278088406,156.04594723079038
Replogle_exp6,2,TOPBP1,0.002650391871517705,0.000892614836885878,0.6632140150751609,0.38577350761511786,0.7931371257952282,0.40736361818011035,20.70770287833443
Replogle_exp6,2,XRCC6,0.10603827361246439,0.10565583223068226,0.003606635309622548,0.12988081340369984,0.13301901598565813,0.0031382025819582937,41.455762648690296
Replogle_exp6,3,ATM,0.003186251613192294,0.0020116396037739856,0.3686501105421078,0.21588299982443437,0.5049478186171026,0.2890648187926682,34.08207047870327
Replogle_exp6,3,ATP5E,0.502748664782758,0.4995584438323194,0.0063455582757582455,0.1860463825516161,0.19121137266489918,0.0051649901132830855,3.5111519768626334
Replogle_exp6,3,CAD,0.17462359730152888,0.17447990427849155,0.0008228728834923862,-0.07382257505037448,-0.07293895557168328,0.0008836194786911999,72.58090790897772
Replogle_exp6,3,DUT,0.07211639674960924,0.06617381947121236,0.08240258174614193,0.13190596877798733,0.20343915814909708,0.07153318937110975,29.62810886733955
Replogle_exp6,3,ETAA1,0.002473649095736272,0.002506579408196781,-0.013312442948059994,0.3502438615065395,0.34159401998269356,-0.008649841523845958,150.25195267225422
Replogle_exp6,3,HMGCR,0.012720774603427467,0.01153314431914566,0.09336147532728183,0.20185644583914186,0.2763723055785601,0.07451585973941821,15.520312890734042
Replogle_exp6,3,HSPA5,0.19867974229661908,0.1985003322598369,0.0009030112215181405,-0.1284048791217942,-0.1273859168535314,0.001018962268262813,44.36417011865005
Replogle_exp6,3,HSPE1,0.18547083191178412,0.1554632892333892,0.16179116882738453,0.10163727676160805,0.2469844317852995,0.14534715502369144,39.86543161983107
Replogle_exp6,3,HUS1,0.005751313087555897,0.0034145457038924527,0.4063015433326873,-0.11255383508665306,0.3394785051497543,0.45203234023640737,51.389504996653585
Replogle_exp6,3,LIG4,0.0026355771451400567,0.002652656640848769,-0.006480362656128922,0.31768264839028904,0.3132609845052887,-0.004421663885000315,198.9003736382171
Replogle_exp6,3,MTOR,0.09010812831846002,0.08990893595309249,0.0022105926411382483,-0.09903962123932297,-0.09661009234029172,0.0024295288990312525,61.88084489003663
Replogle_exp6,3,MVD,0.051203146667708366,0.051030734108920506,0.0033672258446685115,-0.13273217433905304,-0.1289180092865312,0.0038141650525218562,100.91245134673932
Replogle_exp6,3,NHEJ1,0.0018586167734397992,0.0018528837767316166,0.0030845501827535867,0.31751280531954607,0.31961797132062475,0.0021051660010786843,278.77331954805675
Replogle_exp6,3,PMVK,0.007230545530719892,0.005398512749866794,0.25337407434466375,-0.2509686757372269,0.06599435451186297,0.3169630302490899,35.99217475342175
Replogle_exp6,3,PRKDC,0.24976500453470696,0.0892894251927831,0.6425062615992883,-0.2671362048021293,0.5470067410823969,0.8141429458845262,5.937185561308556
Replogle_exp6,3,RAD17,0.0019402383047789431,0.0013961243003059896,0.28043668818039647,0.26416890108369584,0.4705229375239258,0.20635403644022998,43.96114528520978
Replogle_exp6,3,RAD9A,0.005563378362825427,0.004053588243939024,0.27138008965466776,-0.2754124651848484,0.07070908396369624,0.34612154914854465,59.387146097191305
Replogle_exp6,3,RPS18,0.0647667416983263,0.06443454677497443,0.005129097352143926,0.3239666773210155,0.3274341180463295,0.0034674407253140194,35.72911619727843
Replogle_exp6,3,RRM1,0.04783349523834714,0.04792382539381701,-0.001888428914085643,-0.13171823288705475,-0.13385540232063642,-0.002137169433581665,47.72977618256264
Replogle_exp6,3,RRM2B,0.0032398566628847763,0.0024875334604349906,0.23220879215684662,0.014224798927578775,0.24313046770677826,0.2289056687791995,179.41634918321432
Replogle_exp6,3,SQLE,0.11556808477343553,0.11578981320503647,-0.0019185957094956236,-0.02870579939493112,-0.03067946992798376,-0.0019736705330526405,24.886210344390747
Replogle_exp6,3,SREBF1,0.007675170230931599,0.007644072907495771,0.004051678659908102,-0.38585957506727,-0.38024451740134046,0.005615057665929513,166.9722719252914
Replogle_exp6,3,TOPBP1,0.0028603932273407384,0.001817269859506894,0.36467830991322103,0.3544233699963586,0.5898511643455593,0.2354277943492007,21.449912583166668
Replogle_exp6,3,XRCC5,0.11247380474771856,0.0788764431595288,0.2987127683957118,-0.053680483306089544,0.26106733086680445,0.314747814172894,24.682775962812983
