dataset,seed,condition,control,nir
Replogle_exp6,3,FDPS+RAD17,technical_duplicate,0.9090909090909091
Replogle_exp6,3,FDPS+RRM1,technical_duplicate,1.0
Replogle_exp6,3,FDPS+RRM2B,technical_duplicate,0.8181818181818182
Replogle_exp6,3,FDPS+SQLE,technical_duplicate,1.0
Replogle_exp6,3,FDPS+SREBF1,technical_duplicate,1.0
Replogle_exp6,3,FDPS+SREBF2,technical_duplicate,1.0
Replogle_exp6,3,FDPS+TOPBP1,technical_duplicate,0.696969696969697
Replogle_exp6,3,FDPS+XRCC5,technical_duplicate,1.0
Replogle_exp6,3,HMGCR+SREBF2,technical_duplicate,1.0
Replogle_exp6,3,HUS1+SQLE,technical_duplicate,0.9696969696969697
Replogle_exp6,3,HUS1+SREBF2,technical_duplicate,1.0
Replogle_exp6,3,AHCYL1,technical_duplicate,0.9696969696969697
Replogle_exp6,3,ATR,technical_duplicate,0.6363636363636364
Replogle_exp6,3,FDPS,technical_duplicate,1.0
Replogle_exp6,3,POLR1D,technical_duplicate,1.0
Replogle_exp6,3,RAD1,technical_duplicate,0.9696969696969697
Replogle_exp6,3,RPL15,technical_duplicate,0.48484848484848486
Replogle_exp6,3,XRCC6,technical_duplicate,0.9696969696969697
Replogle_exp6,3,AHCYL1+FDPS,technical_duplicate,0.7878787878787878
Replogle_exp6,3,ATR+FDPS,technical_duplicate,1.0
Replogle_exp6,3,FDPS+RAD1,technical_duplicate,0.696969696969697
Replogle_exp6,3,FDPS+XRCC6,technical_duplicate,1.0
Replogle_exp6,3,ATM+FDPS,interpolated_duplicate,0.30303030303030304
Replogle_exp6,3,CHEK1+FDPS,interpolated_duplicate,0.2727272727272727
Replogle_exp6,3,ETAA1+FDPS,interpolated_duplicate,0.7272727272727273
Replogle_exp6,3,FDPS+HMGCR,interpolated_duplicate,1.0
Replogle_exp6,3,FDPS+HUS1,interpolated_duplicate,1.0
Replogle_exp6,3,FDPS+IDI1,interpolated_duplicate,0.9090909090909091
Replogle_exp6,3,FDPS+LIG4,interpolated_duplicate,0.42424242424242425
Replogle_exp6,3,FDPS+MVD,interpolated_duplicate,0.5454545454545454
Replogle_exp6,3,FDPS+NHEJ1,interpolated_duplicate,0.45454545454545453
Replogle_exp6,3,FDPS+PMVK,interpolated_duplicate,0.9696969696969697
Replogle_exp6,3,FDPS+PRKDC,interpolated_duplicate,0.7272727272727273
Replogle_exp6,3,FDPS+RAD9A,interpolated_duplicate,0.6363636363636364
Replogle_exp6,3,FDPS+RAD17,interpolated_duplicate,0.8181818181818182
Replogle_exp6,3,FDPS+RRM1,interpolated_duplicate,1.0
Replogle_exp6,3,FDPS+RRM2B,interpolated_duplicate,0.3939393939393939
Replogle_exp6,3,FDPS+SQLE,interpolated_duplicate,1.0
Replogle_exp6,3,FDPS+SREBF1,interpolated_duplicate,0.696969696969697
Replogle_exp6,3,FDPS+SREBF2,interpolated_duplicate,1.0
Replogle_exp6,3,FDPS+TOPBP1,interpolated_duplicate,0.6060606060606061
Replogle_exp6,3,FDPS+XRCC5,interpolated_duplicate,0.24242424242424243
Replogle_exp6,3,HMGCR+SREBF2,interpolated_duplicate,0.9696969696969697
Replogle_exp6,3,HUS1+SQLE,interpolated_duplicate,0.9696969696969697
Replogle_exp6,3,HUS1+SREBF2,interpolated_duplicate,1.0
Replogle_exp6,3,AHCYL1,interpolated_duplicate,0.6666666666666666
Replogle_exp6,3,ATR,interpolated_duplicate,0.12121212121212122
Replogle_exp6,3,FDPS,interpolated_duplicate,1.0
Replogle_exp6,3,POLR1D,interpolated_duplicate,0.7575757575757576
Replogle_exp6,3,RAD1,interpolated_duplicate,0.696969696969697
Replogle_exp6,3,RPL15,interpolated_duplicate,0.2727272727272727
Replogle_exp6,3,XRCC6,interpolated_duplicate,0.21212121212121213
Replogle_exp6,3,AHCYL1+FDPS,interpolated_duplicate,0.5454545454545454
Replogle_exp6,3,ATR+FDPS,interpolated_duplicate,1.0
Replogle_exp6,3,FDPS+RAD1,interpolated_duplicate,0.6666666666666666
Replogle_exp6,3,FDPS+XRCC6,interpolated_duplicate,1.0
