dataset,seed,condition,control,nir
Wessels,3,ATXN7L3,control_negative,0.7424242424242424
Wessels,3,FLI1,control_negative,0.5909090909090909
Wessels,3,RING1,control_negative,0.803030303030303
Wessels,3,FLI1+IKZF1,control_negative,0.22727272727272727
Wessels,3,FLI1+KDM1A,control_negative,0.13636363636363635
Wessels,3,FLI1+RING1,control_negative,0.5
Wessels,3,IKZF1+KDM1A,control_negative,0.25757575757575757
Wessels,3,KDM1A+RING1,control_negative,0.21212121212121213
Wessels,3,DOT1L+FLI1,technical_duplicate,1.0
Wessels,3,DOT1L+IKZF1,technical_duplicate,0.9848484848484849
Wessels,3,DOT1L+KDM1A,technical_duplicate,1.0
Wessels,3,DOT1L+RING1,technical_duplicate,1.0
Wessels,3,EP300+FLI1,technical_duplicate,1.0
Wessels,3,EP300+IKZF1,technical_duplicate,0.9696969696969697
Wessels,3,EP300+KDM1A,technical_duplicate,0.9848484848484849
Wessels,3,EP300+RING1,technical_duplicate,1.0
Wessels,3,FLI1+GATA2,technical_duplicate,1.0
Wessels,3,FLI1+GFI1,technical_duplicate,1.0
Wessels,3,FLI1+GSE1,technical_duplicate,0.8787878787878788
Wessels,3,FLI1+HDAC3,technical_duplicate,1.0
Wessels,3,FLI1+INTS1,technical_duplicate,1.0
Wessels,3,FLI1+MED24,technical_duplicate,1.0
Wessels,3,FLI1+RCOR1,technical_duplicate,1.0
Wessels,3,FLI1+SMARCD1,technical_duplicate,1.0
Wessels,3,FLI1+SSRP1,technical_duplicate,0.9545454545454546
Wessels,3,GATA2+IKZF1,technical_duplicate,0.9848484848484849
Wessels,3,GATA2+KDM1A,technical_duplicate,1.0
Wessels,3,GATA2+RING1,technical_duplicate,1.0
Wessels,3,GFI1+KDM1A,technical_duplicate,0.8484848484848485
Wessels,3,GFI1+RING1,technical_duplicate,1.0
Wessels,3,GSE1+IKZF1,technical_duplicate,0.9696969696969697
Wessels,3,GSE1+KDM1A,technical_duplicate,0.9848484848484849
Wessels,3,GSE1+RING1,technical_duplicate,0.9848484848484849
Wessels,3,HDAC3+IKZF1,technical_duplicate,0.9545454545454546
Wessels,3,HDAC3+KDM1A,technical_duplicate,1.0
Wessels,3,HDAC3+RING1,technical_duplicate,1.0
Wessels,3,IKZF1+INTS1,technical_duplicate,1.0
Wessels,3,IKZF1+MED24,technical_duplicate,0.9696969696969697
Wessels,3,IKZF1+RCOR1,technical_duplicate,0.8787878787878788
Wessels,3,IKZF1+SMARCD1,technical_duplicate,1.0
Wessels,3,INTS1+KDM1A,technical_duplicate,1.0
Wessels,3,INTS1+RING1,technical_duplicate,1.0
Wessels,3,KDM1A+MED24,technical_duplicate,1.0
Wessels,3,KDM1A+RCOR1,technical_duplicate,0.9242424242424242
Wessels,3,KDM1A+SMARCD1,technical_duplicate,1.0
Wessels,3,MED24+RING1,technical_duplicate,1.0
Wessels,3,RCOR1+RING1,technical_duplicate,0.9545454545454546
Wessels,3,RING1+SMARCD1,technical_duplicate,1.0
Wessels,3,SUPT5H+SUPT6H,technical_duplicate,1.0
Wessels,3,SUPT16H+SUPT5H,technical_duplicate,0.9848484848484849
Wessels,3,DOT1L+EP300,technical_duplicate,1.0
Wessels,3,DOT1L+GSE1,technical_duplicate,0.9090909090909091
Wessels,3,DOT1L+SMARCD1,technical_duplicate,1.0
Wessels,3,EP300+GFI1,technical_duplicate,1.0
Wessels,3,GATA2+GFI1,technical_duplicate,1.0
Wessels,3,GATA2+GSE1,technical_duplicate,1.0
Wessels,3,GATA2+HDAC3,technical_duplicate,1.0
Wessels,3,GATA2+RCOR1,technical_duplicate,1.0
Wessels,3,GFI1+INTS1,technical_duplicate,1.0
Wessels,3,GFI1+SMARCD1,technical_duplicate,1.0
Wessels,3,HDAC3+INTS1,technical_duplicate,1.0
Wessels,3,INTS1+MED24,technical_duplicate,1.0
Wessels,3,INTS1+RCOR1,technical_duplicate,1.0
Wessels,3,INTS1+SMARCD1,technical_duplicate,1.0
Wessels,3,MED16+MED24,technical_duplicate,1.0
Wessels,3,MED19+MED24,technical_duplicate,1.0
Wessels,3,MED24+RCOR1,technical_duplicate,0.9696969696969697
Wessels,3,ATXN7L3,technical_duplicate,1.0
Wessels,3,FLI1,technical_duplicate,0.9848484848484849
Wessels,3,RING1,technical_duplicate,0.9090909090909091
Wessels,3,FLI1+IKZF1,technical_duplicate,0.9242424242424242
Wessels,3,FLI1+KDM1A,technical_duplicate,1.0
Wessels,3,FLI1+RING1,technical_duplicate,1.0
Wessels,3,IKZF1+KDM1A,technical_duplicate,1.0
Wessels,3,KDM1A+RING1,technical_duplicate,0.9848484848484849
Wessels,3,DOT1L+FLI1,interpolated_duplicate,1.0
Wessels,3,DOT1L+IKZF1,interpolated_duplicate,0.8484848484848485
Wessels,3,DOT1L+KDM1A,interpolated_duplicate,0.9848484848484849
Wessels,3,DOT1L+RING1,interpolated_duplicate,0.9242424242424242
Wessels,3,EP300+FLI1,interpolated_duplicate,0.8939393939393939
Wessels,3,EP300+IKZF1,interpolated_duplicate,0.6212121212121212
Wessels,3,EP300+KDM1A,interpolated_duplicate,0.4090909090909091
Wessels,3,EP300+RING1,interpolated_duplicate,0.9545454545454546
Wessels,3,FLI1+GATA2,interpolated_duplicate,1.0
Wessels,3,FLI1+GFI1,interpolated_duplicate,0.9545454545454546
Wessels,3,FLI1+GSE1,interpolated_duplicate,0.5909090909090909
Wessels,3,FLI1+HDAC3,interpolated_duplicate,0.9696969696969697
Wessels,3,FLI1+INTS1,interpolated_duplicate,1.0
Wessels,3,FLI1+MED24,interpolated_duplicate,1.0
Wessels,3,FLI1+RCOR1,interpolated_duplicate,1.0
Wessels,3,FLI1+SMARCD1,interpolated_duplicate,1.0
Wessels,3,FLI1+SSRP1,interpolated_duplicate,0.8636363636363636
Wessels,3,GATA2+IKZF1,interpolated_duplicate,0.9393939393939394
Wessels,3,GATA2+KDM1A,interpolated_duplicate,1.0
Wessels,3,GATA2+RING1,interpolated_duplicate,0.8333333333333334
Wessels,3,GFI1+KDM1A,interpolated_duplicate,0.7727272727272727
Wessels,3,GFI1+RING1,interpolated_duplicate,1.0
Wessels,3,GSE1+IKZF1,interpolated_duplicate,0.3333333333333333
Wessels,3,GSE1+KDM1A,interpolated_duplicate,0.8939393939393939
Wessels,3,GSE1+RING1,interpolated_duplicate,0.9696969696969697
Wessels,3,HDAC3+IKZF1,interpolated_duplicate,0.22727272727272727
Wessels,3,HDAC3+KDM1A,interpolated_duplicate,0.9242424242424242
Wessels,3,HDAC3+RING1,interpolated_duplicate,0.5454545454545454
Wessels,3,IKZF1+INTS1,interpolated_duplicate,1.0
Wessels,3,IKZF1+MED24,interpolated_duplicate,0.9848484848484849
Wessels,3,IKZF1+RCOR1,interpolated_duplicate,0.5
Wessels,3,IKZF1+SMARCD1,interpolated_duplicate,0.9393939393939394
Wessels,3,INTS1+KDM1A,interpolated_duplicate,1.0
Wessels,3,INTS1+RING1,interpolated_duplicate,1.0
Wessels,3,KDM1A+MED24,interpolated_duplicate,0.9242424242424242
Wessels,3,KDM1A+RCOR1,interpolated_duplicate,0.18181818181818182
Wessels,3,KDM1A+SMARCD1,interpolated_duplicate,1.0
Wessels,3,MED24+RING1,interpolated_duplicate,0.9393939393939394
Wessels,3,RCOR1+RING1,interpolated_duplicate,0.696969696969697
Wessels,3,RING1+SMARCD1,interpolated_duplicate,0.9242424242424242
Wessels,3,SUPT5H+SUPT6H,interpolated_duplicate,0.9545454545454546
Wessels,3,SUPT16H+SUPT5H,interpolated_duplicate,0.9393939393939394
Wessels,3,DOT1L+EP300,interpolated_duplicate,1.0
Wessels,3,DOT1L+GSE1,interpolated_duplicate,0.9393939393939394
Wessels,3,DOT1L+SMARCD1,interpolated_duplicate,1.0
Wessels,3,EP300+GFI1,interpolated_duplicate,0.9545454545454546
Wessels,3,GATA2+GFI1,interpolated_duplicate,0.9242424242424242
Wessels,3,GATA2+GSE1,interpolated_duplicate,1.0
Wessels,3,GATA2+HDAC3,interpolated_duplicate,0.8333333333333334
Wessels,3,GATA2+RCOR1,interpolated_duplicate,1.0
Wessels,3,GFI1+INTS1,interpolated_duplicate,1.0
Wessels,3,GFI1+SMARCD1,interpolated_duplicate,1.0
Wessels,3,HDAC3+INTS1,interpolated_duplicate,1.0
Wessels,3,INTS1+MED24,interpolated_duplicate,1.0
Wessels,3,INTS1+RCOR1,interpolated_duplicate,1.0
Wessels,3,INTS1+SMARCD1,interpolated_duplicate,1.0
Wessels,3,MED16+MED24,interpolated_duplicate,1.0
Wessels,3,MED19+MED24,interpolated_duplicate,1.0
Wessels,3,MED24+RCOR1,interpolated_duplicate,0.9242424242424242
Wessels,3,ATXN7L3,interpolated_duplicate,0.16666666666666666
Wessels,3,FLI1,interpolated_duplicate,0.9696969696969697
Wessels,3,RING1,interpolated_duplicate,0.19696969696969696
Wessels,3,FLI1+IKZF1,interpolated_duplicate,0.48484848484848486
Wessels,3,FLI1+KDM1A,interpolated_duplicate,1.0
Wessels,3,FLI1+RING1,interpolated_duplicate,0.9696969696969697
Wessels,3,IKZF1+KDM1A,interpolated_duplicate,0.9848484848484849
Wessels,3,KDM1A+RING1,interpolated_duplicate,0.9545454545454546
