performance,metric,DataSet,method,perturb,DEG,Ncontrol,Nimputed,Nstimulated,seed
0.7149,pearson_distance,Norman,WitnessCell,AHR+FEV,100,2000,276,276,3
0.251,mse,Norman,WitnessCell,AHR+FEV,100,2000,276,276,3
3.0625,edistance,Norman,WitnessCell,AHR+FEV,100,2000,276,276,3
2.6489,sym_kldiv,Norman,WitnessCell,AHR+FEV,100,2000,276,276,3
80.3476,wasserstein,Norman,WitnessCell,AHR+FEV,100,2000,276,276,3
0.0,common_degs,Norman,WitnessCell,AHR+FEV,100,2000,276,276,3
0.5533,pearson_distance,Norman,WitnessCell,AHR+FEV,5000,2000,276,276,3
0.0094,mse,Norman,WitnessCell,AHR+FEV,5000,2000,276,276,3
2.2008,edistance,Norman,WitnessCell,AHR+FEV,5000,2000,276,276,3
39.8581,sym_kldiv,Norman,WitnessCell,AHR+FEV,5000,2000,276,276,3
0.9258,pearson_distance,Norman,WitnessCell,AHR+KLF1,100,2000,481,481,3
0.024,mse,Norman,WitnessCell,AHR+KLF1,100,2000,481,481,3
0.422,edistance,Norman,WitnessCell,AHR+KLF1,100,2000,481,481,3
1.4958,sym_kldiv,Norman,WitnessCell,AHR+KLF1,100,2000,481,481,3
38.1495,wasserstein,Norman,WitnessCell,AHR+KLF1,100,2000,481,481,3
0.0,common_degs,Norman,WitnessCell,AHR+KLF1,100,2000,481,481,3
0.7403,pearson_distance,Norman,WitnessCell,AHR+KLF1,5000,2000,481,481,3
0.0017,mse,Norman,WitnessCell,AHR+KLF1,5000,2000,481,481,3
0.4224,edistance,Norman,WitnessCell,AHR+KLF1,5000,2000,481,481,3
38.5075,sym_kldiv,Norman,WitnessCell,AHR+KLF1,5000,2000,481,481,3
0.9428,pearson_distance,Norman,WitnessCell,CBL+CNN1,100,2000,348,348,3
0.1228,mse,Norman,WitnessCell,CBL+CNN1,100,2000,348,348,3
1.6147,edistance,Norman,WitnessCell,CBL+CNN1,100,2000,348,348,3
0.9816,sym_kldiv,Norman,WitnessCell,CBL+CNN1,100,2000,348,348,3
67.2612,wasserstein,Norman,WitnessCell,CBL+CNN1,100,2000,348,348,3
0.0,common_degs,Norman,WitnessCell,CBL+CNN1,100,2000,348,348,3
0.8293,pearson_distance,Norman,WitnessCell,CBL+CNN1,5000,2000,348,348,3
0.0038,mse,Norman,WitnessCell,CBL+CNN1,5000,2000,348,348,3
0.8875,edistance,Norman,WitnessCell,CBL+CNN1,5000,2000,348,348,3
