performance,metric,DataSet,method,perturb,DEG,Ncontrol,Nimputed,Nstimulated,seed
0.5819,pearson_distance,Norman,WitnessCell,BAK1+BCL2L11,100,2000,175,175,2
0.0035,mse,Norman,WitnessCell,BAK1+BCL2L11,100,2000,175,175,2
0.2049,edistance,Norman,WitnessCell,BAK1+BCL2L11,100,2000,175,175,2
43.6892,sym_kldiv,Norman,WitnessCell,BAK1+BCL2L11,100,2000,175,175,2
3.3467,wasserstein,Norman,WitnessCell,BAK1+BCL2L11,100,2000,175,175,2
0.0,common_degs,Norman,WitnessCell,BAK1+BCL2L11,100,2000,175,175,2
-0.0281,pearson_distance,Norman,WitnessCell,BAK1+BCL2L11,5000,2000,175,175,2
0.0016,mse,Norman,WitnessCell,BAK1+BCL2L11,5000,2000,175,175,2
0.5085,edistance,Norman,WitnessCell,BAK1+BCL2L11,5000,2000,175,175,2
39.6063,sym_kldiv,Norman,WitnessCell,BAK1+BCL2L11,5000,2000,175,175,2
0.9515,pearson_distance,Norman,WitnessCell,BAK1+KLF1,100,2000,395,395,2
0.0082,mse,Norman,WitnessCell,BAK1+KLF1,100,2000,395,395,2
0.1671,edistance,Norman,WitnessCell,BAK1+KLF1,100,2000,395,395,2
0.4496,sym_kldiv,Norman,WitnessCell,BAK1+KLF1,100,2000,395,395,2
34.282,wasserstein,Norman,WitnessCell,BAK1+KLF1,100,2000,395,395,2
0.0,common_degs,Norman,WitnessCell,BAK1+KLF1,100,2000,395,395,2
0.8151,pearson_distance,Norman,WitnessCell,BAK1+KLF1,5000,2000,395,395,2
0.0009,mse,Norman,WitnessCell,BAK1+KLF1,5000,2000,395,395,2
0.2903,edistance,Norman,WitnessCell,BAK1+KLF1,5000,2000,395,395,2
38.6657,sym_kldiv,Norman,WitnessCell,BAK1+KLF1,5000,2000,395,395,2
0.9408,pearson_distance,Norman,WitnessCell,BAK1+TMSB4X,100,2000,329,329,2
0.0062,mse,Norman,WitnessCell,BAK1+TMSB4X,100,2000,329,329,2
0.1585,edistance,Norman,WitnessCell,BAK1+TMSB4X,100,2000,329,329,2
42.0543,sym_kldiv,Norman,WitnessCell,BAK1+TMSB4X,100,2000,329,329,2
18.2116,wasserstein,Norman,WitnessCell,BAK1+TMSB4X,100,2000,329,329,2
0.0,common_degs,Norman,WitnessCell,BAK1+TMSB4X,100,2000,329,329,2
0.7195,pearson_distance,Norman,WitnessCell,BAK1+TMSB4X,5000,2000,329,329,2
0.0013,mse,Norman,WitnessCell,BAK1+TMSB4X,5000,2000,329,329,2
0.3522,edistance,Norman,WitnessCell,BAK1+TMSB4X,5000,2000,329,329,2
38.954,sym_kldiv,Norman,WitnessCell,BAK1+TMSB4X,5000,2000,329,329,2
0.9195,pearson_distance,Norman,WitnessCell,BPGM+SAMD1,100,2000,301,301,2
0.0327,mse,Norman,WitnessCell,BPGM+SAMD1,100,2000,301,301,2
0.5732,edistance,Norman,WitnessCell,BPGM+SAMD1,100,2000,301,301,2
1.0083,sym_kldiv,Norman,WitnessCell,BPGM+SAMD1,100,2000,301,301,2
48.6606,wasserstein,Norman,WitnessCell,BPGM+SAMD1,100,2000,301,301,2
0.0,common_degs,Norman,WitnessCell,BPGM+SAMD1,100,2000,301,301,2
0.8101,pearson_distance,Norman,WitnessCell,BPGM+SAMD1,5000,2000,301,301,2
0.002,mse,Norman,WitnessCell,BPGM+SAMD1,5000,2000,301,301,2
0.566,edistance,Norman,WitnessCell,BPGM+SAMD1,5000,2000,301,301,2
39.1031,sym_kldiv,Norman,WitnessCell,BPGM+SAMD1,5000,2000,301,301,2
0.9284,pearson_distance,Norman,WitnessCell,BPGM+ZBTB1,100,2000,358,358,2
0.0232,mse,Norman,WitnessCell,BPGM+ZBTB1,100,2000,358,358,2
0.4277,edistance,Norman,WitnessCell,BPGM+ZBTB1,100,2000,358,358,2
