performance,metric,DataSet,method,perturb,DEG,Ncontrol,Nimputed,Nstimulated,seed
-0.3875,pearson_distance,Schmidt,WitnessCell,CBY1+EMP3,100,2000,29,29,3
0.0398,mse,Schmidt,WitnessCell,CBY1+EMP3,100,2000,29,29,3
2.212,edistance,Schmidt,WitnessCell,CBY1+EMP3,100,2000,29,29,3
48.3474,sym_kldiv,Schmidt,WitnessCell,CBY1+EMP3,100,2000,29,29,3
11.2124,wasserstein,Schmidt,WitnessCell,CBY1+EMP3,100,2000,29,29,3
0.0,common_degs,Schmidt,WitnessCell,CBY1+EMP3,100,2000,29,29,3
0.0257,pearson_distance,Schmidt,WitnessCell,CBY1+EMP3,5000,2000,29,29,3
0.0135,mse,Schmidt,WitnessCell,CBY1+EMP3,5000,2000,29,29,3
3.186,edistance,Schmidt,WitnessCell,CBY1+EMP3,5000,2000,29,29,3
43.9931,sym_kldiv,Schmidt,WitnessCell,CBY1+EMP3,5000,2000,29,29,3
0.0006,pearson_distance,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,3
0.0126,mse,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,3
2.3177,edistance,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,3
48.9768,sym_kldiv,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,3
11.0797,wasserstein,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,3
0.0,common_degs,Schmidt,WitnessCell,CBY1+LCP2,100,2000,22,22,3
0.0086,pearson_distance,Schmidt,WitnessCell,CBY1+LCP2,5000,2000,22,22,3
0.0179,mse,Schmidt,WitnessCell,CBY1+LCP2,5000,2000,22,22,3
4.0467,edistance,Schmidt,WitnessCell,CBY1+LCP2,5000,2000,22,22,3
44.784,sym_kldiv,Schmidt,WitnessCell,CBY1+LCP2,5000,2000,22,22,3
0.0106,pearson_distance,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,3
0.0135,mse,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,3
2.3222,edistance,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,3
48.9493,sym_kldiv,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,3
10.8703,wasserstein,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,3
0.0,common_degs,Schmidt,WitnessCell,EMP3+JMJD1C,100,2000,22,22,3
0.1699,pearson_distance,Schmidt,WitnessCell,EMP3+JMJD1C,5000,2000,22,22,3
0.0158,mse,Schmidt,WitnessCell,EMP3+JMJD1C,5000,2000,22,22,3
3.8256,edistance,Schmidt,WitnessCell,EMP3+JMJD1C,5000,2000,22,22,3
44.6235,sym_kldiv,Schmidt,WitnessCell,EMP3+JMJD1C,5000,2000,22,22,3
0.3081,pearson_distance,Schmidt,WitnessCell,EMP3+MAP4K1,100,2000,20,20,3
