DataSet,seed,perturb,subgroup,DEG,method,cor,mse
Norman,1,PTPN12+PTPN9,combo_seen1,5000,WitnessCell,0.8217201236031193,0.0017284277757954214
Norman,1,PTPN12+PTPN9,combo_seen1,5000,factorized_only,0.7915223731469465,0.0019929889049756567
Norman,1,PTPN12+SAMD1,combo_seen1,100,WitnessCell,0.9329848198921542,0.03649526971987499
Norman,1,PTPN12+SAMD1,combo_seen1,100,factorized_only,0.9256414474256293,0.04267069935757148
Norman,1,PTPN12+SAMD1,combo_seen1,5000,WitnessCell,0.8527175486083957,0.0018474180580149643
Norman,1,PTPN12+SAMD1,combo_seen1,5000,factorized_only,0.838686184096103,0.0019909717267530313
Norman,1,PTPN12+SNAI1,combo_seen1,100,WitnessCell,0.6850061607095814,0.03067070224161053
Norman,1,PTPN12+SNAI1,combo_seen1,100,factorized_only,0.6850061607095814,0.03067070224161053
Norman,1,PTPN12+SNAI1,combo_seen1,5000,WitnessCell,0.6235853956544949,0.001999533361966798
Norman,1,PTPN12+SNAI1,combo_seen1,5000,factorized_only,0.6235853956544949,0.001999533361966798
Norman,1,PTPN12+UBASH3A,combo_seen1,100,WitnessCell,0.7381724221545027,0.13775967893037902
Norman,1,PTPN12+UBASH3A,combo_seen1,100,factorized_only,0.7381724221545027,0.13775967893037902
Norman,1,PTPN12+UBASH3A,combo_seen1,5000,WitnessCell,0.6232679951625049,0.004361505654590614
Norman,1,PTPN12+UBASH3A,combo_seen1,5000,factorized_only,0.6232679951625049,0.004361505654590614
Norman,1,PTPN12+UBASH3B,combo_seen1,100,WitnessCell,0.9457944545361745,0.05752956765250064
Norman,1,PTPN12+UBASH3B,combo_seen1,100,factorized_only,0.9172277367469077,0.06730501319434624
Norman,1,PTPN12+UBASH3B,combo_seen1,5000,WitnessCell,0.8596998353985092,0.00195958504806689
Norman,1,PTPN12+UBASH3B,combo_seen1,5000,factorized_only,0.8087177144651913,0.0022904446452460645
Norman,1,PTPN12+ZBTB10,combo_seen1,100,WitnessCell,0.9253830550857849,0.021472067929621207
Norman,1,PTPN12+ZBTB10,combo_seen1,100,factorized_only,0.9253830550857849,0.021472067929621207
Norman,1,PTPN12+ZBTB10,combo_seen1,5000,WitnessCell,0.8711519151692184,0.002415817671086586
Norman,1,PTPN12+ZBTB10,combo_seen1,5000,factorized_only,0.8711519151692184,0.002415817671086586
Norman,1,PTPN12+ZBTB25,combo_seen1,100,WitnessCell,0.9509267789185655,0.044957210354853935
