dataset,seed,condition,subgroup,method,wmse,weighted_r2_deltapert,mse,r2_deltapert,pearson_deltactrl
Norman,2,FOXA1+FOXL2,combo_seen0,trainMean,0.02957216277947958,0.07532165060650176,0.002963844100582991,0.12957248013684164,0.7213036640221959
Norman,2,FOXA1+FOXL2,combo_seen0,baseControl,0.049581090053890005,-0.5503282886016978,0.006134386361284859,-0.8015585587937208,
Norman,2,FOXL2+POU3F2,combo_seen0,WitnessCell_v14,0.03255046132346849,0.29258440486679527,0.003234672333032265,0.23642357802348912,0.8115158567319033
Norman,2,FOXL2+POU3F2,combo_seen0,WitnessCell_v13,0.03223372333166457,0.2994680367989707,0.0032304705177255135,0.23741545811748543,0.8116340102319983
Norman,2,FOXL2+POU3F2,combo_seen0,trainMean,0.04030562272546538,0.12404233524665575,0.0034251099130735373,0.19146890224603075,0.7765026183050363
Norman,2,FOXL2+POU3F2,combo_seen0,baseControl,0.07891927346258718,-0.7151438884143986,0.007840781993748967,-0.85089420005404,
Norman,3,AHR+FEV,combo_seen1,WitnessCell_v14,0.21224862480671017,0.0036123601525031024,0.009355208347926006,0.03523014888134479,0.5440837997291257
Norman,3,AHR+FEV,combo_seen1,WitnessCell_v13,0.21898766984271908,-0.028023657203886554,0.009402765068967691,0.030325790905260885,0.5403669644879242
Norman,3,AHR+FEV,combo_seen1,trainMean,0.2422458644807366,-0.13720776939114865,0.009283490894868499,0.0426261184777077,0.5568007746074375
Norman,3,AHR+FEV,combo_seen1,baseControl,0.28683414666282936,-0.34652461791597844,0.013284510470155728,-0.36998500854528826,
Norman,3,AHR+KLF1,combo_seen1,WitnessCell_v14,0.0157940596365171,0.8435101106292736,0.0016064710145334772,0.6283226226116382,0.7509063259960825
Norman,3,AHR+KLF1,combo_seen1,WitnessCell_v13,0.01594544299808386,0.8420101817921444,0.0016120789981458245,0.6270251447096921,0.7500622836257527
Norman,3,AHR+KLF1,combo_seen1,trainMean,0.008787418609096154,0.9129329508917212,0.0012382441800023736,0.7135165557136829,0.8228444386191399
Norman,3,AHR+KLF1,combo_seen1,baseControl,0.1244188529228206,-0.23276047942151812,0.0036343458020134285,0.15914815518347203,
Norman,3,CBL+CNN1,combo_seen1,WitnessCell_v14,0.1312777734691583,0.5727455165417726,0.0033375457413424682,0.5508544716972332,0.8581731578623912
Norman,3,CBL+CNN1,combo_seen1,WitnessCell_v13,0.13001715355067178,0.576848309405156,0.0033269913566776614,0.5522748131827341,0.8588182890353467
Norman,3,CBL+CNN1,combo_seen1,trainMean,0.18992226133233098,0.38188213039865915,0.004371442288075002,0.4117192967270753,0.7836682500058603
Norman,3,CBL+CNN1,combo_seen1,baseControl,0.38951691266745603,-0.26771534070141656,0.01004917391519152,-0.3523534587812376,
Norman,3,CBL+UBASH3B,combo_seen1,WitnessCell_v14,0.046337214170036875,0.7229757680903925,0.002022035340909266,0.6430309366368705,0.9086419447126471
Norman,3,CBL+UBASH3B,combo_seen1,WitnessCell_v13,0.046375966248242285,0.7227440911350114,0.002023441775160864,0.6427826454684042,0.9083169126422007
Norman,3,CBL+UBASH3B,combo_seen1,trainMean,0.07214573272703645,0.5686811010924613,0.002784275641362002,0.5084654319667652,0.8685779558260858
Norman,3,CBL+UBASH3B,combo_seen1,baseControl,0.22198981224898734,-0.32715266404166665,0.008764548522955504,-0.5472888202009516,
Norman,3,CDKN1A+CDKN1B,combo_seen1,WitnessCell_v14,0.00874640241765352,0.7133913064874164,0.0014793467641932513,0.5603046117860928,0.8744362404865682
Norman,3,CDKN1A+CDKN1B,combo_seen1,WitnessCell_v13,0.008455921203240398,0.7229100134228365,0.0014734836392338445,0.5620472654137424,0.874960932473942
Norman,3,CDKN1A+CDKN1B,combo_seen1,trainMean,0.010611881888867504,0.6522618719509906,0.0014932209667940838,0.5561808843096223,0.8693355494871633
Norman,3,CDKN1A+CDKN1B,combo_seen1,baseControl,0.04952003414189976,-0.6227097279976384,0.006018793348866685,-0.7889218012738413,
Norman,3,CDKN1A+CDKN1C,combo_seen1,WitnessCell_v14,0.0080778618838884,0.7762805174488538,0.0014801817183918745,0.60117916987923,0.8766198166010631
Norman,3,CDKN1A+CDKN1C,combo_seen1,WitnessCell_v13,0.007712936826915633,0.7863872568421989,0.001473998588363229,0.6028451552242242,0.8771664998139603
Norman,3,CDKN1A+CDKN1C,combo_seen1,trainMean,0.011339929612661911,0.6859363007714689,0.0017527332766260559,0.5277427550424352,0.8620652202254965
Norman,3,CDKN1A+CDKN1C,combo_seen1,baseControl,0.053823721921672,-0.4906686187975431,0.006377538645164714,-0.7183668903539973,
Norman,3,CEBPA+CEBPB,combo_seen1,WitnessCell_v14,0.015583546726784622,0.8720454533479848,0.005602969397011924,0.562492722810082,0.8813696021312558
Norman,3,CEBPA+CEBPB,combo_seen1,WitnessCell_v13,0.015586613103952469,0.8720202757098479,0.005603602605071547,0.5624432788252178,0.8813664773317633
Norman,3,CEBPA+CEBPB,combo_seen1,trainMean,0.02430661765722814,0.8004214125640052,0.007333933065806645,0.4273306064414072,0.8741113281619346
Norman,3,CEBPA+CEBPB,combo_seen1,baseControl,0.15445280961070432,-0.2681926380019535,0.016578804073265997,-0.29455417568904707,
Norman,3,CEBPB+CEBPE,combo_seen1,WitnessCell_v14,0.041082055373564866,0.6596052050352342,0.004361594755646146,0.5886498503496626,0.8815049052516943
Norman,3,CEBPB+CEBPE,combo_seen1,WitnessCell_v13,0.0410863067356144,0.6595699793996128,0.00436234438721597,0.5885791511958656,0.8814176781875971
Norman,3,CEBPB+CEBPE,combo_seen1,trainMean,0.019246050838379512,0.8405324302924921,0.0031225352218532936,0.705507869768264,0.8892075446090417
Norman,3,CEBPB+CEBPE,combo_seen1,baseControl,0.17070371449849253,-0.41440478983016615,0.014900149323350473,-0.40526091885044635,
Norman,3,CEBPB+FOSB,combo_seen1,WitnessCell_v14,0.057809811251525886,0.5699883571186635,0.0060629907894185885,0.4897066174826922,0.867594313717958
Norman,3,CEBPB+FOSB,combo_seen1,WitnessCell_v13,0.05781697334625308,0.5699350826994354,0.006063557483110807,0.4896589215433287,0.8674533316705001
Norman,3,CEBPB+FOSB,combo_seen1,trainMean,0.06959892034811621,0.4822964228088399,0.0071900290489967595,0.39484911469540585,0.8231553003836186
Norman,3,CEBPB+FOSB,combo_seen1,baseControl,0.17727356868161204,-0.3186290848892084,0.016148369533411984,-0.35913221668186934,
Norman,3,CEBPB+JUN,combo_seen1,WitnessCell_v14,0.05025966368254915,0.5365659079920001,0.00706294352537296,0.38496592292107223,0.7736857499345695
Norman,3,CEBPB+JUN,combo_seen1,WitnessCell_v13,0.05026339693311406,0.5365314844511521,0.0070635721204145106,0.3849111854918619,0.7736275988389366
Norman,3,CEBPB+JUN,combo_seen1,trainMean,0.07013352100950702,0.3533131293186488,0.008749985395427113,0.23805999965907443,0.6936400595617397
Norman,3,CEBPB+JUN,combo_seen1,baseControl,0.14927207180028224,-0.37640728147045355,0.01657870774171014,-0.44365733329936896,
Norman,3,CEBPB+LYL1,combo_seen1,WitnessCell_v14,0.04162254662979366,0.4757629190408639,0.0025491067572745206,0.14987892396502456,0.7166961280100083
Norman,3,CEBPB+LYL1,combo_seen1,WitnessCell_v13,0.04163364197456171,0.4756231728786414,0.00254951161963756,0.14974390332427234,0.7166233597368358
Norman,3,CEBPB+LYL1,combo_seen1,trainMean,0.045407493253945844,0.4280914157212816,0.002959579255306765,0.012987316458153875,0.6602635582653548
Norman,3,CEBPB+LYL1,combo_seen1,baseControl,0.10135936498725341,-0.2766238957314089,0.005245610497432226,-0.7493986973324713,
Norman,3,CEBPB+MAPK1,combo_seen1,WitnessCell_v14,0.032968475939514796,0.7674813066536729,0.0016169343405228742,0.7056076182567725,0.8944161343521593
Norman,3,CEBPB+MAPK1,combo_seen1,WitnessCell_v13,0.032973085144387834,0.7674487990456047,0.0016182182233148345,0.7053738639826923,0.8942875282830101
Norman,3,CEBPB+MAPK1,combo_seen1,trainMean,0.017540283837738077,0.8762926170334041,0.001644416677753198,0.7006039576192669,0.8876791944933772
Norman,3,CEBPB+MAPK1,combo_seen1,baseControl,0.18860311552841375,-0.33017219431583356,0.00768255567225631,-0.3987493527406356,
Norman,3,CEBPB+OSR2,combo_seen1,WitnessCell_v14,0.025511694759890055,0.7743785458078902,0.002356604677893182,0.6694083350756408,0.8999183320830495
Norman,3,CEBPB+OSR2,combo_seen1,WitnessCell_v13,0.025516764321430255,0.7743337113953754,0.0023577879733422086,0.6692423387945247,0.8997950584502424
Norman,3,CEBPB+OSR2,combo_seen1,trainMean,0.03636644254695012,0.6783808473540995,0.0031468723486940244,0.5585471849316506,0.8451964745919143
Norman,3,CEBPB+OSR2,combo_seen1,baseControl,0.15934225150390127,-0.4091980496363552,0.010403519027574921,-0.4594372610144408,
Norman,3,CEBPB+PTPN12,combo_seen1,WitnessCell_v14,0.040514370119296234,-0.07409968251582888,0.002101507590310407,-0.17659759101249417,0.6796766614232437
Norman,3,CEBPB+PTPN12,combo_seen1,WitnessCell_v13,0.040531310778745,-0.0745488060461208,0.002102116319535208,-0.176938407930207,0.6796428835585829
Norman,3,CEBPB+PTPN12,combo_seen1,trainMean,0.037986495582009464,-0.007081752089055149,0.002309813997344878,-0.2932247294721866,0.6740461829433504
Norman,3,CEBPB+PTPN12,combo_seen1,baseControl,0.05886726139110347,-0.5606636999311423,0.0036587111976655942,-1.0484488379829848,
Norman,3,CEBPE+CNN1,combo_seen1,WitnessCell_v14,0.0169274372777925,0.8238085434405038,0.0019168082401260231,0.15603286032895392,0.7603007392394041
Norman,3,CEBPE+CNN1,combo_seen1,WitnessCell_v13,0.015531076680346319,0.8383427463153299,0.0019088189163181484,0.15955054489483123,0.7615427939007317
Norman,3,CEBPE+CNN1,combo_seen1,trainMean,0.05207033281983487,0.4580190945323729,0.005955065225656905,-1.6220042567856123,0.728796241093904
Norman,3,CEBPE+CNN1,combo_seen1,baseControl,0.11607854236903054,-0.20821877048891513,0.0037724886924047143,-0.6610198268768113,
Norman,3,CLDN6+KLF1,combo_seen1,WitnessCell_v14,0.12381112844381281,0.47178299182175243,0.003716659058568289,0.36236603655411004,0.7774556779970974
Norman,3,CLDN6+KLF1,combo_seen1,WitnessCell_v13,0.11783226279646233,0.4972907031578653,0.0036922724965826746,0.3665498209498991,0.7798873703340771
Norman,3,CLDN6+KLF1,combo_seen1,trainMean,0.16424521212906232,0.2992785410417569,0.0032336347197982817,0.4452342035603657,0.7892895775941994
Norman,3,CLDN6+KLF1,combo_seen1,baseControl,0.31422102531069296,-0.3405651978338784,0.008104714617514318,-0.3904534213999771,
Norman,3,CNN1+ETS2,combo_seen1,WitnessCell_v14,0.06088633027010249,0.37964996766628434,0.0028360208973659613,-1.4001488826989097,0.509794872659687
Norman,3,CNN1+ETS2,combo_seen1,WitnessCell_v13,0.0555805416698403,0.4337088363011171,0.002825749248405605,-1.3914558978204936,0.5125448884986381
Norman,3,CNN1+ETS2,combo_seen1,trainMean,0.12398967350570275,-0.2632884528775541,0.0031581578519162966,-1.6727761585621193,0.4947822915471521
Norman,3,CNN1+ETS2,combo_seen1,baseControl,0.11465699265641394,-0.16820095391131273,0.0019106495235255158,-0.616999128383789,
Norman,3,CNN1+MAPK1,combo_seen1,WitnessCell_v14,0.013886869271782603,0.731775185914386,0.0011205442211086787,0.3728025975371877,0.8422346574742225
Norman,3,CNN1+MAPK1,combo_seen1,WitnessCell_v13,0.01247692258605021,0.7590082994585342,0.0011134400496412712,0.3767789849095663,0.8435031408807329
Norman,3,CNN1+MAPK1,combo_seen1,trainMean,0.04507551894228114,0.12936656553158854,0.0024852839902747494,-0.3910773298535941,0.8110203384772646
Norman,3,CNN1+MAPK1,combo_seen1,baseControl,0.06130084069377834,-0.1840254471028009,0.003165204024973746,-0.7716460495991726,
Norman,3,CNN1+UBASH3A,combo_seen1,WitnessCell_v14,0.0872158478084478,0.4786412763693322,0.003728036714692965,0.4388489568463896,0.8160000497493298
Norman,3,CNN1+UBASH3A,combo_seen1,WitnessCell_v13,0.08604636691560341,0.48563219695228554,0.003716809899807869,0.4405388379731593,0.8167823616116985
Norman,3,CNN1+UBASH3A,combo_seen1,trainMean,0.17125373363975954,-0.023720232399818686,0.006392782751957771,0.03774641065707518,0.6017179001986854
Norman,3,CNN1+UBASH3A,combo_seen1,baseControl,0.20618724343894598,-0.23254569862522612,0.00959739486825978,-0.4446177851884785,
Norman,3,DUSP9+ETS2,combo_seen1,WitnessCell_v14,0.14899250959216526,-0.15016151671254274,0.0054407876209418915,-1.0855061288167032,0.2238463530062642
Norman,3,DUSP9+ETS2,combo_seen1,WitnessCell_v13,0.14175505507922753,-0.09429131436126825,0.005421800453376068,-1.0782281652044166,0.22751031644940292
Norman,3,DUSP9+ETS2,combo_seen1,trainMean,0.20986243995949388,-0.6200525979830809,0.006166153989345105,-1.3635460216292317,0.1780619045062547
Norman,3,DUSP9+ETS2,combo_seen1,baseControl,0.1669712507845777,-0.2889500792721651,0.003613007564260164,-0.38490048568028,
Norman,3,DUSP9+IGDCC3,combo_seen1,WitnessCell_v14,0.08393577843329306,0.567340644815914,0.0031252109601254017,0.48203478806787503,0.8559647848803266
Norman,3,DUSP9+IGDCC3,combo_seen1,WitnessCell_v13,0.08147125146567437,0.5800444127268904,0.003107433965425048,0.48498110591488397,0.8572351065533719
Norman,3,DUSP9+IGDCC3,combo_seen1,trainMean,0.08395302392911803,0.5672517503630032,0.003046683607670501,0.49504972922728385,0.821545583328805
Norman,3,DUSP9+IGDCC3,combo_seen1,baseControl,0.27211076947913276,-0.402635112928065,0.009133698639980375,-0.513798016243922,
Norman,3,DUSP9+KLF1,combo_seen1,WitnessCell_v14,0.14884527354453414,0.5085778243684137,0.004210391905839279,0.4134660164980538,0.7462028699992544
Norman,3,DUSP9+KLF1,combo_seen1,WitnessCell_v13,0.14550294009226142,0.5196127516972324,0.004192113906841273,0.4160122563261983,0.7478304138866699
Norman,3,DUSP9+KLF1,combo_seen1,trainMean,0.14229585736550215,0.5302011401188707,0.003982564165905687,0.44520384871034,0.7333784319018627
Norman,3,DUSP9+KLF1,combo_seen1,baseControl,0.42312867263294485,-0.39698633302705066,0.00842402302195012,-0.17351920929830777,
Norman,3,DUSP9+MAPK1,combo_seen1,WitnessCell_v14,0.07347481076189571,0.35595618791105976,0.0039160144397525605,-0.873729350076903,0.3281822897272785
Norman,3,DUSP9+MAPK1,combo_seen1,WitnessCell_v13,0.0656737899459511,0.4243360739208064,0.003896878493151205,-0.8645732079481905,0.33284856033004384
Norman,3,DUSP9+MAPK1,combo_seen1,trainMean,0.1419593695566815,-0.24434554622143656,0.00672597938896688,-2.2182376196538938,0.28880665415826967
Norman,3,DUSP9+MAPK1,combo_seen1,baseControl,0.13430229992333467,-0.177227465004838,0.002155276846619165,-0.03125398212441177,
Norman,3,DUSP9+PRTG,combo_seen1,WitnessCell_v14,0.09045625295258042,0.6091363299348374,0.003063969000918827,0.5146553139409508,0.8309015109332915
Norman,3,DUSP9+PRTG,combo_seen1,WitnessCell_v13,0.08844093911040657,0.6178445500851695,0.003047869384200261,0.517205556263768,0.8321023765037836
Norman,3,DUSP9+PRTG,combo_seen1,trainMean,0.07047581769322073,0.6954722768711616,0.0029552887383182762,0.5318706930511379,0.8137909202185954
Norman,3,DUSP9+PRTG,combo_seen1,baseControl,0.31824532238209513,-0.37514578182389924,0.008690669471790294,-0.3766360707840497,
Norman,3,DUSP9+SNAI1,combo_seen1,WitnessCell_v14,0.06762349476431356,0.36091479780881386,0.006345190476723392,0.32724599807125376,0.8132846104652836
Norman,3,DUSP9+SNAI1,combo_seen1,WitnessCell_v13,0.06568180317580326,0.3792650230635265,0.006323350493218579,0.3295616001574039,0.8143979475147316
Norman,3,DUSP9+SNAI1,combo_seen1,trainMean,0.07531071048023996,0.2882657011121331,0.006079877734768216,0.35537599819777543,0.8053413167370995
Norman,3,DUSP9+SNAI1,combo_seen1,baseControl,0.15448715173281546,-0.4600022217900681,0.014553836048629072,-0.5430823520661487,
Norman,3,ETS2+IKZF3,combo_seen1,WitnessCell_v14,0.3929707141067838,-0.7241066706952439,0.008464940241715704,-0.2533550640717859,0.4473404725107919
Norman,3,ETS2+IKZF3,combo_seen1,WitnessCell_v13,0.3929846986876579,-0.7241680261813057,0.008465423719874583,-0.2534266499048212,0.44743894447788785
Norman,3,ETS2+IKZF3,combo_seen1,trainMean,0.43624599259309793,-0.9139711914752182,0.009177747916819556,-0.3588964009022475,0.39119998232204395
Norman,3,ETS2+IKZF3,combo_seen1,baseControl,0.326580327120095,-0.4328276899346448,0.010265894031422964,-0.5200119438646387,
Norman,3,FOSB+IKZF3,combo_seen1,WitnessCell_v14,0.17074780481330512,-0.2987923434765798,0.004721869409842963,-0.17399433610881743,0.538548053880707
Norman,3,FOSB+IKZF3,combo_seen1,WitnessCell_v13,0.17080170560871655,-0.2992023396136556,0.004724359247896247,-0.17461338240566993,0.5384537508412058
Norman,3,FOSB+IKZF3,combo_seen1,trainMean,0.19455026601523667,-0.4798456483712972,0.005373788459975218,-0.3360804096586918,0.47785204186281
Norman,3,FOSB+IKZF3,combo_seen1,baseControl,0.17956437026595584,-0.36585550553704205,0.006394388113325437,-0.5898312249544557,
Norman,3,FOSB+UBASH3B,combo_seen1,WitnessCell_v14,0.004700513325875927,0.682050241409286,0.0015563845201568402,-0.44464948696317363,0.7415631396126403
Norman,3,FOSB+UBASH3B,combo_seen1,WitnessCell_v13,0.004846979025697294,0.6721430821967662,0.001558074049435504,-0.44621772255921077,0.7421179069803214
Norman,3,FOSB+UBASH3B,combo_seen1,trainMean,0.007165407454017473,0.5153211123416153,0.0016951729395080271,-0.5734740905334517,0.7346320644435839
Norman,3,FOSB+UBASH3B,combo_seen1,baseControl,0.014260349753788787,0.03540859321117218,0.0014504862064640737,-0.3463537621180668,
Norman,3,FOXA1+HOXB9,combo_seen1,WitnessCell_v14,0.03280987200244707,0.39985473947186845,0.0030200454799684663,0.33641729576706825,0.8364540839099458
Norman,3,FOXA1+HOXB9,combo_seen1,WitnessCell_v13,0.03388292446893191,0.38022688624492296,0.0030399659755699533,0.3320402436900137,0.8344871520893863
Norman,3,FOXA1+HOXB9,combo_seen1,trainMean,0.04559871540622475,0.16592625124609306,0.0033719918707747756,0.2590855008304206,0.8121668691240804
Norman,3,FOXA1+HOXB9,combo_seen1,baseControl,0.09039058830020992,-0.65338905194981,0.008516331408716894,-0.8712599740051656,
Norman,3,FOXA3+HOXB9,combo_seen1,WitnessCell_v14,0.019807973640356337,0.6726541480178321,0.0020705202167640895,0.6051134917594864,0.9079114651930421
Norman,3,FOXA3+HOXB9,combo_seen1,WitnessCell_v13,0.02111068368123866,0.6511256092606148,0.0020860301423616724,0.6021554620272911,0.9069904712882714
Norman,3,FOXA3+HOXB9,combo_seen1,trainMean,0.03708021436511161,0.38721372597653925,0.002753684558368384,0.47482141384287335,0.8580318306175414
Norman,3,FOXA3+HOXB9,combo_seen1,baseControl,0.09732584052400607,-0.6084033008455803,0.00945824973497212,-0.8038631942203607,
Norman,3,FOXF1+HOXB9,combo_seen1,WitnessCell_v14,0.011390607616167886,0.6571293898494456,0.001538264526380815,0.39434896636468086,0.8360740634359044
Norman,3,FOXF1+HOXB9,combo_seen1,WitnessCell_v13,0.01188204106136925,0.642336668435233,0.001545201926620626,0.3916175482282508,0.8353818711739672
Norman,3,FOXF1+HOXB9,combo_seen1,trainMean,0.022202019696544374,0.33169324267445655,0.002009994548036049,0.2086177281331787,0.7764553945314231
Norman,3,FOXF1+HOXB9,combo_seen1,baseControl,0.042442256892569884,-0.27756156715174174,0.0048369976097069455,-0.9044400698123751,
Norman,3,FOXL2+HOXB9,combo_seen1,WitnessCell_v14,0.051693847176250377,0.34575395319816615,0.005792937263844606,0.289310535016191,0.8072819416661167
Norman,3,FOXL2+HOXB9,combo_seen1,WitnessCell_v13,0.05218168759589811,0.3395797625844075,0.0058039604607932295,0.2879581865295737,0.8069187871022452
Norman,3,FOXL2+HOXB9,combo_seen1,trainMean,0.06631385754073035,0.1607206367078945,0.0064540898190050405,0.20819897894389094,0.7649643921163933
Norman,3,FOXL2+HOXB9,combo_seen1,baseControl,0.11444098217506254,-0.4483843681604025,0.012885977091111164,-0.580878187967387,
Norman,3,IKZF3+MAP2K3,combo_seen1,WitnessCell_v14,0.48205586138083784,-0.09130662714402704,0.006172973146942835,0.038885563699707526,0.5185608080221248
Norman,3,IKZF3+MAP2K3,combo_seen1,WitnessCell_v13,0.4821140671538121,-0.09143839682234378,0.006175383926520971,0.03851021214703931,0.5183174659886449
Norman,3,IKZF3+MAP2K3,combo_seen1,trainMean,0.4949000692543621,-0.12038410611636308,0.006476786708929561,-0.008417347461321834,0.49127342736828244
Norman,3,IKZF3+MAP2K3,combo_seen1,baseControl,0.588991564238205,-0.3333940086194147,0.008431667138546548,-0.31278669387202385,
Norman,3,IKZF3+MAPK1,combo_seen1,WitnessCell_v14,0.15256123416672607,-0.6122031235703551,0.005985312340770125,-0.233758387436799,0.5148342499809552
Norman,3,IKZF3+MAPK1,combo_seen1,WitnessCell_v13,0.15260257203884237,-0.6126399648617331,0.005987263241592852,-0.23416052856428893,0.5148207432665606
Norman,3,IKZF3+MAPK1,combo_seen1,trainMean,0.1743888804850594,-0.842868533212676,0.00722576802799604,-0.4894547523422488,0.5018825335521626
Norman,3,IKZF3+MAPK1,combo_seen1,baseControl,0.14122576327119463,-0.4924146223515935,0.007731935232108859,-0.5937915016988033,
Norman,3,KLF1+MAP2K6,combo_seen1,WitnessCell_v14,0.015325362024300607,0.7881814850472235,0.0017345354164728568,0.6166037155800081,0.671860835987902
Norman,3,KLF1+MAP2K6,combo_seen1,WitnessCell_v13,0.015399802230591403,0.7871526144780134,0.001745304149109835,0.6142234285926572,0.6702763716050708
Norman,3,KLF1+MAP2K6,combo_seen1,trainMean,0.016165607720050053,0.7765680826892958,0.0017503277129920355,0.6131130357412395,0.7223912504176419
Norman,3,KLF1+MAP2K6,combo_seen1,baseControl,0.06856527958851974,0.05232935595693,0.002971053768991156,0.3432875656355633,
Norman,3,MAP2K3+MAP2K6,combo_seen1,WitnessCell_v14,0.06492053621296653,-0.7097302669257644,0.00465362509285011,-0.40421363073250416,-0.4934634414851267
Norman,3,MAP2K3+MAP2K6,combo_seen1,WitnessCell_v13,0.06504127093198861,-0.7129099049174108,0.004665869028538911,-0.40790819164899106,-0.4877217897876924
Norman,3,MAP2K3+MAP2K6,combo_seen1,trainMean,0.08264917152522723,-1.1766269710014612,0.005802446187684284,-0.7508660164431005,-0.4831587211884143
Norman,3,MAP2K3+MAP2K6,combo_seen1,baseControl,0.014414800613171543,0.6203755800908335,0.0011750263062996328,0.6454402916319422,
Norman,3,MAP2K3+SLC38A2,combo_seen1,WitnessCell_v14,0.09736031109488162,-0.7548704106648478,0.0063762356555777016,-0.35250141722907147,-0.5829539181601726
Norman,3,MAP2K3+SLC38A2,combo_seen1,WitnessCell_v13,0.09723651250233539,-0.7526390035904638,0.006375135207979796,-0.35226799471833803,-0.578237656215702
Norman,3,MAP2K3+SLC38A2,combo_seen1,trainMean,0.1195770897067753,-1.1553166188564883,0.007596311337482482,-0.6112989551556138,-0.5922826296611092
Norman,3,MAP2K3+SLC38A2,combo_seen1,baseControl,0.028401159810807493,0.48808344570737605,0.0019513284092432517,0.5860920797881439,
Norman,3,MAP2K6+SPI1,combo_seen1,WitnessCell_v14,0.013248606702677069,0.5253014378163682,0.00499927766019549,-1.910927014215988,0.7619711440808323
Norman,3,MAP2K6+SPI1,combo_seen1,WitnessCell_v13,0.013391294311084804,0.5201889302091429,0.005009762650230999,-1.9170321043535412,0.761700269120752
Norman,3,MAP2K6+SPI1,combo_seen1,trainMean,0.022496531032024602,0.19394762221572504,0.00659615648505576,-2.840740884472891,0.7620804995031615
Norman,3,MAP2K6+SPI1,combo_seen1,baseControl,0.036555790526926105,-0.3097966897237152,0.002439380575743115,-0.4203769621403095,
Norman,3,OSR2+UBASH3B,combo_seen1,WitnessCell_v14,0.011927248759994727,0.9097997809180048,0.0020424401085507838,-0.2170184356836129,0.7438347304368073
Norman,3,OSR2+UBASH3B,combo_seen1,WitnessCell_v13,0.011929319348118736,0.9097841220258184,0.0020424559875155917,-0.21702789740189288,0.7448668069988215
Norman,3,OSR2+UBASH3B,combo_seen1,trainMean,0.014301450634141125,0.8918447995553973,0.0025202563254356574,-0.5017323630996304,0.747538448684612
Norman,3,OSR2+UBASH3B,combo_seen1,baseControl,0.15676849117403752,-0.18556697639114805,0.0012542495555139185,0.25263667432994796,
Norman,3,PLK4+STIL,combo_seen1,WitnessCell_v14,0.011710786664666729,0.24659862539168842,0.002771438381461548,0.13329043346628788,0.6717204136732136
Norman,3,PLK4+STIL,combo_seen1,WitnessCell_v13,0.011712436157506216,0.24649250697212688,0.002778689665554791,0.13102274556266824,0.6706098283347182
Norman,3,PLK4+STIL,combo_seen1,trainMean,0.011250263543835716,0.2762259051131969,0.0027295113710194695,0.14640223176185196,0.6796609333705935
Norman,3,PLK4+STIL,combo_seen1,baseControl,0.022895130451371107,-0.4729345899488717,0.005041777994581725,-0.5767109416802896,
Norman,3,PTPN9+UBASH3B,combo_seen1,WitnessCell_v14,0.05248599316391468,0.16978382556063032,0.0030938553171685336,0.14642664583376253,0.7006463954485874
Norman,3,PTPN9+UBASH3B,combo_seen1,WitnessCell_v13,0.0525310170086188,0.1690716446175724,0.003094850283607018,0.14615214145229805,0.7005046287973772
Norman,3,PTPN9+UBASH3B,combo_seen1,trainMean,0.058983290644617416,0.06701047340594146,0.003470039193654939,0.04264010757714265,0.6547139328256585
Norman,3,PTPN9+UBASH3B,combo_seen1,baseControl,0.08463529650214655,-0.33874940434323464,0.005960324695499479,-0.644412495317799,
Norman,3,PTPN12+UBASH3B,combo_seen1,WitnessCell_v14,0.05517416017543292,0.6762515956846857,0.0017912500949978144,0.6343072955333342,0.9012474462743886
Norman,3,PTPN12+UBASH3B,combo_seen1,WitnessCell_v13,0.05516992815451735,0.6762764281427438,0.0017911526316096967,0.6343271931735838,0.9009297624251824
Norman,3,PTPN12+UBASH3B,combo_seen1,trainMean,0.05230633132502983,0.6930793101657995,0.0021117455418070974,0.5688765401964686,0.8511738596541367
Norman,3,PTPN12+UBASH3B,combo_seen1,baseControl,0.21162098075103875,-0.24173987641947892,0.007013568094131855,-0.4318551560536421,
Norman,3,RHOXF2+SET,combo_seen1,WitnessCell_v14,0.031456541931989206,0.7096269905823784,0.0031834521003233644,0.49075251170548206,0.814705198328539
Norman,3,RHOXF2+SET,combo_seen1,WitnessCell_v13,0.03145800021612613,0.7096135292694872,0.0031853700991329535,0.4904456950656979,0.8145262482965707
Norman,3,RHOXF2+SET,combo_seen1,trainMean,0.02261492121967689,0.7912433367120355,0.003360256061391404,0.4624697010153903,0.8043606556579936
Norman,3,RHOXF2+SET,combo_seen1,baseControl,0.1437350438497082,-0.326807547112165,0.009104441210082522,-0.45641073666183773,
Norman,3,RHOXF2+ZBTB25,combo_seen1,WitnessCell_v14,0.03452916058303729,0.6129318278612106,0.002350062031493057,0.48396415569851314,0.8335969025158231
Norman,3,RHOXF2+ZBTB25,combo_seen1,WitnessCell_v13,0.03452964551539806,0.6129263918216623,0.0023523032768646953,0.48347201424346165,0.8333772161011926
Norman,3,RHOXF2+ZBTB25,combo_seen1,trainMean,0.0472759437342241,0.4700417612720099,0.0028219310983460164,0.38034929402674744,0.8162037384287287
Norman,3,RHOXF2+ZBTB25,combo_seen1,baseControl,0.12628632994555372,-0.4156561605541871,0.007531687617612071,-0.6538375271312418,
Norman,3,SAMD1+UBASH3B,combo_seen1,WitnessCell_v14,0.014757570749359484,0.8378056420990203,0.0014778627732934919,0.6082947016364294,0.8841371398826167
