dataset,seed,condition,subgroup,method,wmse,weighted_r2_deltapert,mse,r2_deltapert,pearson_deltactrl
Wessels,1,GFI1+KDM1A,combo_seen1,WitnessCell_v13,0.09100732449736691,0.7766608271557311,0.004507579578097426,0.6452298094530429,0.9042217723272925
Wessels,1,GFI1+KDM1A,combo_seen1,trainMean,0.5218924310536164,-0.2807653066272888,0.014713993511838318,-0.1580685801458177,0.5506025031196907
Wessels,1,GFI1+KDM1A,combo_seen1,baseControl,0.5847619729854945,-0.43505213540413057,0.020625150579185392,-0.623307691913394,
Wessels,1,GFI1+MED24,combo_seen1,WitnessCell_v14,0.03550412048028468,-0.11863441662793694,0.00599277760308344,-0.22712233184329733,0.7161900093780073
Wessels,1,GFI1+MED24,combo_seen1,WitnessCell_v13,0.03550412048028468,-0.11863441662793694,0.00599277760308344,-0.22712233184329733,0.7161900093780073
Wessels,1,GFI1+MED24,combo_seen1,trainMean,0.03550412081515602,-0.1186344271787858,0.005992777676313919,-0.22712234683847354,0.7161900011306835
Wessels,1,GFI1+MED24,combo_seen1,baseControl,0.07756438890003697,-1.4438345114470943,0.011729947617950456,-1.4019046970695133,
Wessels,1,GFI1+RCOR1,combo_seen1,WitnessCell_v14,0.11525775909954342,-0.17182280425036112,0.00633329063967325,-0.13727047578655793,0.5069917466098123
Wessels,1,GFI1+RCOR1,combo_seen1,WitnessCell_v13,0.11525775909954342,-0.17182280425036112,0.00633329063967325,-0.13727047578655793,0.5069917466098123
Wessels,1,GFI1+RCOR1,combo_seen1,trainMean,0.10969036285294437,-0.11521922343262081,0.007717654820139042,-0.3858610742217221,0.42392750011024083
Wessels,1,GFI1+RCOR1,combo_seen1,baseControl,0.13778002291085506,-0.4008061069245332,0.008484144863821267,-0.5234998699535278,
Wessels,1,GFI1+RING1,combo_seen1,WitnessCell_v14,0.219939932404862,-0.1138113264671643,0.005086195525962734,-0.1235177146431592,0.6259347013429051
Wessels,1,GFI1+RING1,combo_seen1,WitnessCell_v13,0.219939932404862,-0.1138113264671643,0.005086195525962734,-0.1235177146431592,0.6259347013429051
Wessels,1,GFI1+RING1,combo_seen1,trainMean,0.20363386052105012,-0.03123474587176167,0.007122910767774647,-0.5734189506807323,0.4359322836289884
Wessels,1,GFI1+RING1,combo_seen1,baseControl,0.2856762699991444,-0.44671075301696694,0.00825834963219287,-0.8242322887752636,
Wessels,1,GFI1+SMARCD1,combo_seen1,WitnessCell_v14,0.06958136320019648,-0.4673831411727747,0.0053222238153916995,-0.40723717151431127,0.6341492394799544
Wessels,1,GFI1+SMARCD1,combo_seen1,WitnessCell_v13,0.06958136320019648,-0.4673831411727747,0.0053222238153916995,-0.40723717151431127,0.6341492394799544
Wessels,1,GFI1+SMARCD1,combo_seen1,trainMean,0.06866637463150879,-0.44808718693578875,0.006523455120002771,-0.724852026144569,0.5878277047803856
Wessels,1,GFI1+SMARCD1,combo_seen1,baseControl,0.09376296744219742,-0.9773426584810536,0.008908726628759413,-1.355536275380587,
Wessels,1,GSE1+IKZF1,combo_seen1,WitnessCell_v14,0.08603441067925216,-0.361387993005019,0.0063273347337647725,-0.32901984372183324,0.36147341507445996
Wessels,1,GSE1+IKZF1,combo_seen1,WitnessCell_v13,0.08603441067925216,-0.361387993005019,0.0063273347337647725,-0.32901984372183324,0.36147341507445996
Wessels,1,GSE1+IKZF1,combo_seen1,trainMean,0.08603441275931069,-0.3613880259193689,0.006327334812489399,-0.329019860257483,0.36147341505815916
Wessels,1,GSE1+IKZF1,combo_seen1,baseControl,0.08424490009727223,-0.3330712044034738,0.006057551762344144,-0.27235350037146033,
Wessels,1,GSE1+INTS1,combo_seen1,WitnessCell_v14,0.4751905101428982,-0.3766524448319737,0.006541464038186089,-0.33977074694579024,0.3590980500553955
Wessels,1,GSE1+INTS1,combo_seen1,WitnessCell_v13,0.4751905101428982,-0.3766524448319737,0.006541464038186089,-0.33977074694579024,0.3590980500553955
Wessels,1,GSE1+INTS1,combo_seen1,trainMean,0.4751905233355198,-0.3766524830517073,0.006541464164019033,-0.33977077271789513,0.3590980449250817
Wessels,1,GSE1+INTS1,combo_seen1,baseControl,0.4616583168466366,-0.33744895362665583,0.006317182320908724,-0.2938351456600721,
Wessels,1,HDAC3+IKZF1,combo_seen1,WitnessCell_v14,0.01988913930430975,0.5486030195325093,0.003442371640494704,0.43663200125858337,0.6137599542120518
Wessels,1,HDAC3+IKZF1,combo_seen1,WitnessCell_v13,0.01988913930430975,0.5486030195325093,0.003442371640494704,0.43663200125858337,0.6137599542120518
Wessels,1,HDAC3+IKZF1,combo_seen1,trainMean,0.02658546455574879,0.39662555321385307,0.005475883859415826,0.10383362013283914,0.49057050083246995
Wessels,1,HDAC3+IKZF1,combo_seen1,baseControl,0.02690383924353349,0.38939983215451335,0.0049306959875865496,0.19305739733268046,
Wessels,1,HDAC3+INTS1,combo_seen1,WitnessCell_v14,0.03779101803001174,0.5010919546887033,0.002795475780968722,0.48126652710286955,0.6528103189083172
Wessels,1,HDAC3+INTS1,combo_seen1,WitnessCell_v13,0.03779101803001174,0.5010919546887033,0.002795475780968722,0.48126652710286955,0.6528103189083172
Wessels,1,HDAC3+INTS1,combo_seen1,trainMean,0.04206642915632788,0.4446489923361514,0.0044962661337378815,0.1656648351232125,0.5577420754557826
Wessels,1,HDAC3+INTS1,combo_seen1,baseControl,0.042792396755976,0.43506494049049493,0.0041795849442754825,0.2244287615823064,
Wessels,1,IKZF1+KDM1A,combo_seen1,WitnessCell_v14,0.018020703455432566,0.8765286323902365,0.0024545395439092743,0.5938129615143288,0.8890527292280789
Wessels,1,IKZF1+KDM1A,combo_seen1,WitnessCell_v13,0.018020703455432566,0.8765286323902365,0.0024545395439092743,0.5938129615143288,0.8890527292280789
Wessels,1,IKZF1+KDM1A,combo_seen1,trainMean,0.2235847836722899,-0.531922384995936,0.008006283175079247,-0.324911819095671,0.5445218689156944
Wessels,1,IKZF1+KDM1A,combo_seen1,baseControl,0.2763373059362825,-0.8933636619642944,0.011382887038850318,-0.8836857557257753,
Wessels,1,IKZF1+MED24,combo_seen1,WitnessCell_v14,0.03112778371248004,0.03341457025442818,0.005483193900010573,-0.11257887387242094,0.6963426261548381
Wessels,1,IKZF1+MED24,combo_seen1,WitnessCell_v13,0.03112778371248004,0.03341457025442818,0.005483193900010573,-0.11257887387242094,0.6963426261548381
Wessels,1,IKZF1+MED24,combo_seen1,trainMean,0.03112778482181252,0.0334145358072403,0.005483193995334616,-0.11257889321434456,0.6963426167913943
Wessels,1,IKZF1+MED24,combo_seen1,baseControl,0.06193358097698594,-0.9231724795209513,0.010442902063445891,-1.1189387845077317,
Wessels,1,IKZF1+RCOR1,combo_seen1,WitnessCell_v14,0.016869714245704368,0.1366252158384813,0.003975112385099796,-0.012826051332706978,0.3553280761710829
Wessels,1,IKZF1+RCOR1,combo_seen1,WitnessCell_v13,0.016869714245704368,0.1366252158384813,0.003975112385099796,-0.012826051332706978,0.3553280761710829
Wessels,1,IKZF1+RCOR1,combo_seen1,trainMean,0.018008540509839306,0.07834124815092314,0.005553659944916488,-0.415027030062993,0.2947124869976338
Wessels,1,IKZF1+RCOR1,combo_seen1,baseControl,0.0107601195591123,0.44930804596964125,0.0034090646846135653,0.13139826280200784,
Wessels,1,IKZF1+SMARCD1,combo_seen1,WitnessCell_v14,0.01088939304062108,0.5302648189571353,0.00216411369507881,0.20047527999778025,0.756572091995432
Wessels,1,IKZF1+SMARCD1,combo_seen1,WitnessCell_v13,0.01088939304062108,0.5302648189571353,0.00216411369507881,0.20047527999778025,0.756572091995432
Wessels,1,IKZF1+SMARCD1,combo_seen1,trainMean,0.014716361714467342,0.36518107038192393,0.003934781698506869,-0.45369221724462006,0.6674352706617326
Wessels,1,IKZF1+SMARCD1,combo_seen1,baseControl,0.02800076710694771,-0.2078676338760379,0.004908916206796,-0.8135830223143623,
Wessels,1,INTS1+KDM1A,combo_seen1,WitnessCell_v14,0.15951623033704515,0.7745941317212491,0.003581826116758446,0.5615191284624833,0.844652890386143
Wessels,1,INTS1+KDM1A,combo_seen1,WitnessCell_v13,0.15951623033704515,0.7745941317212491,0.003581826116758446,0.5615191284624833,0.844652890386143
Wessels,1,INTS1+KDM1A,combo_seen1,trainMean,1.0722784492826096,-0.515192870258097,0.010493730533291806,-0.2846240883635691,0.39855256297067143
Wessels,1,INTS1+KDM1A,combo_seen1,baseControl,1.0989590683337838,-0.552894163040264,0.012151580019310878,-0.48757511496603945,
Wessels,1,INTS1+MED24,combo_seen1,WitnessCell_v14,0.060836743438460905,-0.3046622096600522,0.006307147524867682,-0.18048049012229606,0.6846447815810464
Wessels,1,INTS1+MED24,combo_seen1,WitnessCell_v13,0.060836743438460905,-0.3046622096600522,0.006307147524867682,-0.18048049012229606,0.6846447815810464
Wessels,1,INTS1+MED24,combo_seen1,trainMean,0.06083674608300177,-0.3046622663730243,0.006307147705422233,-0.18048052391588087,0.684644766021858
Wessels,1,INTS1+MED24,combo_seen1,baseControl,0.10603538784047625,-1.2739606951850386,0.011481344070666345,-1.1489116311873908,
Wessels,1,INTS1+MYB,combo_seen1,WitnessCell_v14,0.07618782152606417,0.007848731009849952,0.007942030344456721,-0.027882624862144434,0.6532725552461813
Wessels,1,INTS1+MYB,combo_seen1,WitnessCell_v13,0.07618782152606417,0.007848731009849952,0.007942030344456721,-0.027882624862144434,0.6532725552461813
Wessels,1,INTS1+MYB,combo_seen1,trainMean,0.07618781618782419,0.007848800526755406,0.00794203002385939,-0.02788258336942606,0.6532725756751779
Wessels,1,INTS1+MYB,combo_seen1,baseControl,0.10859377307642051,-0.41415580081050374,0.013476897063973826,-0.7442225386085379,
Wessels,1,INTS1+RCOR1,combo_seen1,WitnessCell_v14,0.03129555767779269,0.24698617170633763,0.003022921668883102,0.014021124309363864,0.2878226357051132
Wessels,1,INTS1+RCOR1,combo_seen1,WitnessCell_v13,0.03129555767779269,0.24698617170633763,0.003022921668883102,0.014021124309363864,0.2878226357051132
Wessels,1,INTS1+RCOR1,combo_seen1,trainMean,0.03207848338397516,0.22814791071889018,0.004545989883337825,-0.48275426393384513,0.26114695802909926
Wessels,1,INTS1+RCOR1,combo_seen1,baseControl,0.009473627963146443,0.7720515820869709,0.0014207818786674614,0.5365870926295757,
Wessels,1,INTS1+RING1,combo_seen1,WitnessCell_v14,0.046309425902945164,0.3435261995801857,0.0031043981285178326,0.2700738396618376,0.3977337741079731
Wessels,1,INTS1+RING1,combo_seen1,WitnessCell_v13,0.046309425902945164,0.3435261995801857,0.0031043981285178326,0.2700738396618376,0.3977337741079731
Wessels,1,INTS1+RING1,combo_seen1,trainMean,0.04462454619827942,0.36741074060840395,0.003841941072237447,0.0966579739427087,0.39048249130563356
Wessels,1,INTS1+RING1,combo_seen1,baseControl,0.03140596023955737,0.5547949543251711,0.0028073357260652953,0.33992107246716596,
Wessels,1,INTS1+SMARCD1,combo_seen1,WitnessCell_v14,0.022790502029233273,0.2764057206177478,0.0026376090068190067,0.022761962195836927,0.5856410025620501
Wessels,1,INTS1+SMARCD1,combo_seen1,WitnessCell_v13,0.022790502029233273,0.2764057206177478,0.0026376090068190067,0.022761962195836927,0.5856410025620501
Wessels,1,INTS1+SMARCD1,combo_seen1,trainMean,0.03293510491307378,-0.045683569207284114,0.004955051721403148,-0.8358539908392231,0.5101426617049136
Wessels,1,INTS1+SMARCD1,combo_seen1,baseControl,0.013936466707757991,0.5575197259103926,0.002305272099006414,0.1458932780356933,
Wessels,1,INTS1+SSRP1,combo_seen1,WitnessCell_v14,0.027964837543475403,0.12075863953278376,0.003107371756650982,-0.18300809569737453,0.43838690493975657
Wessels,1,INTS1+SSRP1,combo_seen1,WitnessCell_v13,0.027964837543475403,0.12075863953278376,0.003107371756650982,-0.18300809569737453,0.43838690493975657
Wessels,1,INTS1+SSRP1,combo_seen1,trainMean,0.03361668187057255,-0.05694077629898198,0.003352019430867224,-0.27614795853222107,0.4262460684482479
Wessels,1,INTS1+SSRP1,combo_seen1,baseControl,0.013380508432316428,0.579303959142154,0.0019296919139920705,0.2653466224090456,
Wessels,1,MED13L+MED16,combo_seen1,WitnessCell_v14,0.011028887951800747,0.5344300891834144,0.0025538192346066294,0.25414130905300303,0.8084086787025911
Wessels,1,MED13L+MED16,combo_seen1,WitnessCell_v13,0.011028887951800747,0.5344300891834144,0.0025538192346066294,0.25414130905300303,0.8084086787025911
Wessels,1,MED13L+MED16,combo_seen1,trainMean,0.021967938933180366,0.07265252719563042,0.003842605880455268,-0.12225679601127348,0.6877562611577747
Wessels,1,MED13L+MED16,combo_seen1,baseControl,0.03671545076713641,-0.5498941701058329,0.007290863090336319,-1.1293416255711004,
Wessels,1,MED13L+MED19,combo_seen1,WitnessCell_v14,0.024527909344656432,0.5101312000052525,0.004716497266170407,0.38056930045191684,0.8405887608099303
Wessels,1,MED13L+MED19,combo_seen1,WitnessCell_v13,0.024527909344656432,0.5101312000052525,0.004716497266170407,0.38056930045191684,0.8405887608099303
Wessels,1,MED13L+MED19,combo_seen1,trainMean,0.04867453399497529,0.027877377424477046,0.008076717791745975,-0.06073780381004079,0.6871788108839453
Wessels,1,MED13L+MED19,combo_seen1,baseControl,0.09426756178153235,-0.8827017304844342,0.014412370595613552,-0.892816701966594,
Wessels,1,MED13L+MED22,combo_seen1,WitnessCell_v14,0.015468366767137764,0.5080142086794104,0.0033004502382282187,0.2821363515918044,0.8025370679086835
Wessels,1,MED13L+MED22,combo_seen1,WitnessCell_v13,0.015468366767137764,0.5080142086794104,0.0033004502382282187,0.2821363515918044,0.8025370679086835
Wessels,1,MED13L+MED22,combo_seen1,trainMean,0.028686236828709348,0.08760755814468635,0.00504951168671429,-0.09829284505452085,0.6771569041802319
Wessels,1,MED13L+MED22,combo_seen1,baseControl,0.05737821077168139,-0.8249673579655323,0.009288436336941736,-1.0202791484666478,
Wessels,1,MED13L+MED24,combo_seen1,WitnessCell_v14,0.06052854227821721,-0.12986568617015992,0.008079680345553081,-0.10803198089985622,0.6574470594384393
Wessels,1,MED13L+MED24,combo_seen1,WitnessCell_v13,0.06052854227821721,-0.12986568617015992,0.008079680345553081,-0.10803198089985622,0.6574470594384393
Wessels,1,MED13L+MED24,combo_seen1,trainMean,0.06052854084728821,-0.12986565945949557,0.00807968034023362,-0.10803198017035553,0.6574470577950431
Wessels,1,MED13L+MED24,combo_seen1,baseControl,0.10797878750065182,-1.0156032549151828,0.013709002671250279,-0.8800265278251007,
Wessels,1,MED14+MED19,combo_seen1,WitnessCell_v14,0.034543135061305824,0.47507872766447123,0.006405650095702275,0.3636557378108839,0.8348857107910693
Wessels,1,MED14+MED19,combo_seen1,WitnessCell_v13,0.034543135061305824,0.47507872766447123,0.006405650095702275,0.3636557378108839,0.8348857107910693
Wessels,1,MED14+MED19,combo_seen1,trainMean,0.06421924002018416,0.024117379039612752,0.01055262658982207,-0.0483094270108384,0.6686044258447471
Wessels,1,MED14+MED19,combo_seen1,baseControl,0.11280017131070974,-0.7141237857825462,0.017675096792443227,-0.7558633799018646,
Wessels,1,MED14+MED22,combo_seen1,WitnessCell_v14,0.03290894862548739,0.3615238805952752,0.006161905898246119,0.2736529309442619,0.7982568104611484
Wessels,1,MED14+MED22,combo_seen1,WitnessCell_v13,0.03290894862548739,0.3615238805952752,0.006161905898246119,0.2736529309442619,0.7982568104611484
Wessels,1,MED14+MED22,combo_seen1,trainMean,0.05337150934268861,-0.035476233522126366,0.009247151120107823,-0.09002656387816321,0.660939374428869
Wessels,1,MED14+MED22,combo_seen1,baseControl,0.08900061593644586,-0.7267269317659846,0.015551489100708818,-0.833163101527931,
Wessels,1,MED14+MED24,combo_seen1,WitnessCell_v14,0.0425873760190405,-0.056186749376644585,0.007924124838410054,-0.09241522808828284,0.6635768328000037
Wessels,1,MED14+MED24,combo_seen1,WitnessCell_v13,0.0425873760190405,-0.056186749376644585,0.007924124838410054,-0.09241522808828284,0.6635768328000037
Wessels,1,MED14+MED24,combo_seen1,trainMean,0.04258737641087304,-0.05618675909427395,0.007924124927575622,-0.09241524038059601,0.6635768241937665
Wessels,1,MED14+MED24,combo_seen1,baseControl,0.07320694071224483,-0.8155662069460519,0.013642888205649104,-0.8808006101463037,
Wessels,1,SUPT5H+SUPT6H,combo_seen1,WitnessCell_v14,0.011084350812886848,-0.15731680835377926,0.0029530312559892355,-0.3473216049652499,0.6465798813711535
Wessels,1,SUPT5H+SUPT6H,combo_seen1,WitnessCell_v13,0.011084350812886848,-0.15731680835377926,0.0029530312559892355,-0.3473216049652499,0.6465798813711535
Wessels,1,SUPT5H+SUPT6H,combo_seen1,trainMean,0.011084351576107262,-0.1573168880416047,0.0029530314203132834,-0.34732167993815755,0.6465798663790966
Wessels,1,SUPT5H+SUPT6H,combo_seen1,baseControl,0.013269434497178255,-0.3854613445723536,0.004575585644945552,-1.087612646259939,
Wessels,1,SUPT16H+SUPT5H,combo_seen1,WitnessCell_v14,0.01112663659868236,0.05115627697096947,0.005030391308197124,-0.752299368869553,0.6956399952498248
Wessels,1,SUPT16H+SUPT5H,combo_seen1,WitnessCell_v13,0.01112663659868236,0.05115627697096947,0.005030391308197124,-0.752299368869553,0.6956399952498248
Wessels,1,SUPT16H+SUPT5H,combo_seen1,trainMean,0.011126636638327421,0.051156273590165946,0.0050303912829815205,-0.7522993600858856,0.6956399947184068
Wessels,1,SUPT16H+SUPT5H,combo_seen1,baseControl,0.01924750135768763,-0.6413649071092504,0.005880425389801211,-1.0484024140313202,
Wessels,1,DOT1L+EP300,combo_seen2,WitnessCell_v14,0.004818548520438736,0.8361631919091493,0.0017519894945932026,0.5293944840491299,0.8799120412068665
Wessels,1,DOT1L+EP300,combo_seen2,WitnessCell_v13,0.004818548520438736,0.8361631919091493,0.0017519894945932026,0.5293944840491299,0.8799120412068665
Wessels,1,DOT1L+EP300,combo_seen2,trainMean,0.008510140226168517,0.7106443558372535,0.003930601664433968,-0.05580702966360862,0.8022150825440688
Wessels,1,DOT1L+EP300,combo_seen2,baseControl,0.04506680077286997,-0.5323288243699174,0.007573220696022279,-1.0342584496426466,
Wessels,1,DOT1L+FLI1,combo_seen2,WitnessCell_v14,0.004459232686780942,0.8722122751268205,0.0015535518665872544,0.5110618632885806,0.8996187311598427
Wessels,1,DOT1L+FLI1,combo_seen2,WitnessCell_v13,0.004459232686780942,0.8722122751268205,0.0015535518665872544,0.5110618632885806,0.8996187311598427
Wessels,1,DOT1L+FLI1,combo_seen2,trainMean,0.0077846672596088955,0.7769156740913938,0.0032435247661624245,-0.020811077925944277,0.8115482039131066
Wessels,1,DOT1L+FLI1,combo_seen2,baseControl,0.0707696659641455,-1.0280382834476867,0.00804803345931107,-1.532899331150658,
Wessels,1,DOT1L+KDM1A,combo_seen2,WitnessCell_v14,0.05201286740331735,0.8598105739722177,0.002176293451329085,0.7583075709783721,0.9454526536653428
Wessels,1,DOT1L+KDM1A,combo_seen2,WitnessCell_v13,0.05201286740331735,0.8598105739722177,0.002176293451329085,0.7583075709783721,0.9454526536653428
Wessels,1,DOT1L+KDM1A,combo_seen2,trainMean,0.49339329652303143,-0.32983483700626803,0.011840934936798253,-0.31501766226151884,0.5258299548229068
Wessels,1,DOT1L+KDM1A,combo_seen2,baseControl,0.5667093375171943,-0.5274423564283852,0.016353001689735438,-0.8161138599085402,
Wessels,1,DOT1L+MED24,combo_seen2,WitnessCell_v14,0.03145427133015785,0.05215737830204792,0.004458022225237959,-0.1147064810932994,0.7293785284026776
Wessels,1,DOT1L+MED24,combo_seen2,WitnessCell_v13,0.03145427133015785,0.05215737830204792,0.004458022225237959,-0.1147064810932994,0.7293785284026776
Wessels,1,DOT1L+MED24,combo_seen2,trainMean,0.033636778960102504,-0.013610279518691648,0.0055264451145225725,-0.3818603576468007,0.620682601831361
Wessels,1,DOT1L+MED24,combo_seen2,baseControl,0.06654499322484426,-1.0052659995539086,0.00898076670427433,-1.245596442693182,
Wessels,1,DOT1L+RCOR1,combo_seen2,WitnessCell_v14,0.005946615415761776,0.5161432606549298,0.0016650948184423768,0.1992542252117313,0.6213476738151179
Wessels,1,DOT1L+RCOR1,combo_seen2,WitnessCell_v13,0.005946615415761776,0.5161432606549298,0.0016650948184423768,0.1992542252117313,0.6213476738151179
Wessels,1,DOT1L+RCOR1,combo_seen2,trainMean,0.008488914519444408,0.3092846581148506,0.0037370583678539445,-0.7971551319794989,0.4858329055361477
Wessels,1,DOT1L+RCOR1,combo_seen2,baseControl,0.005323817048797721,0.5668183364820858,0.002174100828844973,-0.04552727771372367,
Wessels,1,DOT1L+SMARCD1,combo_seen2,WitnessCell_v14,0.005590479388496749,0.6761724332506858,0.0017135985921340564,0.271398716080855,0.8291385265319193
Wessels,1,DOT1L+SMARCD1,combo_seen2,WitnessCell_v13,0.005590479388496749,0.6761724332506858,0.0017135985921340564,0.271398716080855,0.8291385265319193
Wessels,1,DOT1L+SMARCD1,combo_seen2,trainMean,0.007465340061911942,0.5675714479549905,0.003542670615192943,-0.5063004665040463,0.7023826225163652
Wessels,1,DOT1L+SMARCD1,combo_seen2,baseControl,0.026103902350192852,-0.5120640992109387,0.005460135239347573,-1.3215831082158052,
Wessels,1,EP300+GATA2,combo_seen2,WitnessCell_v14,0.007657720074390098,0.8641626485585707,0.0018158649033012694,0.669208885912285,0.8958686465913308
Wessels,1,EP300+GATA2,combo_seen2,WitnessCell_v13,0.007657720074390098,0.8641626485585707,0.0018158649033012694,0.669208885912285,0.8958686465913308
Wessels,1,EP300+GATA2,combo_seen2,trainMean,0.01490230639156346,0.7356537179560081,0.0037526675335462305,0.3163868788004195,0.8270400397671943
Wessels,1,EP300+GATA2,combo_seen2,baseControl,0.0656545126078842,-0.16462015014870102,0.008870516887266793,-0.6159176590385624,
Wessels,1,EP300+GSE1,combo_seen2,WitnessCell_v14,0.014704826110312857,0.19346740388213524,0.006550797670263291,-0.6804918668379678,0.5296071213700106
Wessels,1,EP300+GSE1,combo_seen2,WitnessCell_v13,0.014704826110312857,0.19346740388213524,0.006550797670263291,-0.6804918668379678,0.5296071213700106
Wessels,1,EP300+GSE1,combo_seen2,trainMean,0.020877790867043375,-0.14510832993754375,0.009432202777537613,-1.4196656425478293,0.49886574458365623
Wessels,1,EP300+GSE1,combo_seen2,baseControl,0.02049714797889015,-0.12423076943645617,0.0058257217882176715,-0.4944864085791638,
Wessels,1,EP300+MED24,combo_seen2,WitnessCell_v14,0.014795938306864109,0.7492391397526759,0.003150461357640113,0.48046573223543343,0.8586230480111559
Wessels,1,EP300+MED24,combo_seen2,WitnessCell_v13,0.014795938306864109,0.7492391397526759,0.003150461357640113,0.48046573223543343,0.8586230480111559
Wessels,1,EP300+MED24,combo_seen2,trainMean,0.015240300218083178,0.7417081151696154,0.004336209146870244,0.2849271937489375,0.8188224243375791
Wessels,1,EP300+MED24,combo_seen2,baseControl,0.09837946370151923,-0.6673304819754904,0.01162512179429525,-0.9170681539789305,
Wessels,1,EP300+MYB,combo_seen2,WitnessCell_v14,0.044535434884427835,0.3321143432082262,0.007998968909179886,0.1609413431257256,0.7173729952194376
Wessels,1,EP300+MYB,combo_seen2,WitnessCell_v13,0.044535434884427835,0.3321143432082262,0.007998968909179886,0.1609413431257256,0.7173729952194376
Wessels,1,EP300+MYB,combo_seen2,trainMean,0.04485508353533821,0.32732066038667296,0.008713073117078907,0.08603477399774895,0.7017149993131462
Wessels,1,EP300+MYB,combo_seen2,baseControl,0.11040893493532856,-0.6557724027243326,0.01638515951619491,-0.7187352635602122,
Wessels,1,EP300+SSRP1,combo_seen2,WitnessCell_v14,0.00707931437109323,0.7555871805442533,0.002909600891945447,0.38845045263810285,0.8193255868222954
Wessels,1,EP300+SSRP1,combo_seen2,WitnessCell_v13,0.00707931437109323,0.7555871805442533,0.002909600891945447,0.38845045263810285,0.8193255868222954
Wessels,1,EP300+SSRP1,combo_seen2,trainMean,0.009996727592708168,0.6548636989138894,0.004505377330159601,0.05304487822334769,0.7884749457883362
Wessels,1,EP300+SSRP1,combo_seen2,baseControl,0.04331223122837283,-0.4953516677648371,0.008345947529857067,-0.7541788801066704,
Wessels,1,FLI1+MED24,combo_seen2,WitnessCell_v14,0.02082948674432924,0.6863719729438507,0.0034642934921184786,0.35708149429199365,0.8513341103721975
Wessels,1,FLI1+MED24,combo_seen2,WitnessCell_v13,0.02082948674432924,0.6863719729438507,0.0034642934921184786,0.35708149429199365,0.8513341103721975
Wessels,1,FLI1+MED24,combo_seen2,trainMean,0.021690512209447406,0.6734075767883079,0.004143754872880704,0.2309841250593383,0.8205487101240425
Wessels,1,FLI1+MED24,combo_seen2,baseControl,0.13038556866102322,-0.9632057744717912,0.012408144741490063,-1.3027569384512816,
Wessels,1,GATA2+SSRP1,combo_seen2,WitnessCell_v14,0.015913775464506463,0.269531502654934,0.003695299856018531,0.13182447832487232,0.33436883426249997
Wessels,1,GATA2+SSRP1,combo_seen2,WitnessCell_v13,0.015913775464506463,0.269531502654934,0.003695299856018531,0.13182447832487232,0.33436883426249997
Wessels,1,GATA2+SSRP1,combo_seen2,trainMean,0.022085466431483125,-0.013759274997456217,0.004888037701775355,-0.14839792359335657,0.32202118342585917
Wessels,1,GATA2+SSRP1,combo_seen2,baseControl,0.012169871459842843,0.44138286115816416,0.003508122241830761,0.17580007683515408,
Wessels,1,HDAC3+MED24,combo_seen2,WitnessCell_v14,0.04509085884051309,-0.0005048841357078171,0.006792222415686676,-0.26238816813634425,0.6363772627851301
Wessels,1,HDAC3+MED24,combo_seen2,WitnessCell_v13,0.04509085884051309,-0.0005048841357078171,0.006792222415686676,-0.26238816813634425,0.6363772627851301
Wessels,1,HDAC3+MED24,combo_seen2,trainMean,0.04406417995307599,0.022275725232435817,0.007553257941102788,-0.40383262976026457,0.5974948412708028
Wessels,1,HDAC3+MED24,combo_seen2,baseControl,0.09156434636195016,-1.0316884198602754,0.011367301528167537,-1.1127027465495831,
Wessels,1,KDM1A+RING1,combo_seen2,WitnessCell_v14,0.01063421242738595,0.948788634945998,0.0021516293311366333,0.6583771417230198,0.9056880405986439
Wessels,1,KDM1A+RING1,combo_seen2,WitnessCell_v13,0.01063421242738595,0.948788634945998,0.0021516293311366333,0.6583771417230198,0.9056880405986439
Wessels,1,KDM1A+RING1,combo_seen2,trainMean,0.2202167787768889,-0.06050184026010297,0.010190885739809013,-0.6180479901566254,0.40826052016501085
Wessels,1,KDM1A+RING1,combo_seen2,baseControl,0.2999412468220932,-0.44443237246244816,0.011945762101274413,-0.8966767808367644,
Wessels,1,SMARCA5+SMARCD1,combo_seen2,WitnessCell_v14,0.010283803583874757,0.700417918175142,0.0034091545075321155,0.023452136214323738,0.7065745018150744
Wessels,1,SMARCA5+SMARCD1,combo_seen2,WitnessCell_v13,0.010283803583874757,0.700417918175142,0.0034091545075321155,0.023452136214323738,0.7065745018150744
Wessels,1,SMARCA5+SMARCD1,combo_seen2,trainMean,0.01326106223717207,0.613686064711463,0.005103912270769034,-0.46200901541921335,0.6778631269454012
Wessels,1,SMARCA5+SMARCD1,combo_seen2,baseControl,0.027640800441601405,0.19478347947205887,0.004663561055240201,-0.33587098386622194,
Wessels,1,SMARCD1+SSRP1,combo_seen2,WitnessCell_v14,0.01063776893547902,0.4926883925939457,0.003387936425251998,0.09505371876303614,0.6942557041883992
Wessels,1,SMARCD1+SSRP1,combo_seen2,WitnessCell_v13,0.01063776893547902,0.4926883925939457,0.003387936425251998,0.09505371876303614,0.6942557041883992
Wessels,1,SMARCD1+SSRP1,combo_seen2,trainMean,0.015239503437953328,0.27323322850215115,0.005182689817500361,-0.38433999002882113,0.6089890642375839
Wessels,1,SMARCD1+SSRP1,combo_seen2,baseControl,0.022502899657265707,-0.07315568383423932,0.00647881272528545,-0.7305453074260961,
