dataset,seed,condition,method,nir
Norman,2,BPGM,WitnessCell_v14,0.8588235294117647
Norman,2,CEBPE,WitnessCell_v14,0.2823529411764706
Norman,2,CNN1,WitnessCell_v14,0.7529411764705882
Norman,2,COL1A1,WitnessCell_v14,0.5764705882352941
Norman,2,FOXA1,WitnessCell_v14,0.9882352941176471
Norman,2,FOXL2,WitnessCell_v14,0.9176470588235294
Norman,2,HES7,WitnessCell_v14,0.24705882352941178
Norman,2,HNF4A,WitnessCell_v14,0.5294117647058824
Norman,2,HOXA13,WitnessCell_v14,0.3411764705882353
Norman,2,IGDCC3,WitnessCell_v14,0.7647058823529411
Norman,2,JUN,WitnessCell_v14,0.7176470588235294
Norman,2,KIF2C,WitnessCell_v14,0.9882352941176471
Norman,2,NCL,WitnessCell_v14,0.9529411764705882
Norman,2,POU3F2,WitnessCell_v14,0.9529411764705882
Norman,2,PTPN13,WitnessCell_v14,0.7647058823529411
Norman,2,RREB1,WitnessCell_v14,0.8941176470588236
Norman,2,SLC4A1,WitnessCell_v14,0.5764705882352941
Norman,2,SPI1,WitnessCell_v14,0.36470588235294116
Norman,2,UBASH3A,WitnessCell_v14,1.0
Norman,2,CEBPE+CNN1,WitnessCell_v14,0.8235294117647058
Norman,2,CEBPE+SPI1,WitnessCell_v14,0.023529411764705882
Norman,2,CNN1+UBASH3A,WitnessCell_v14,0.3176470588235294
Norman,2,FOXA1+FOXL2,WitnessCell_v14,0.7176470588235294
Norman,2,FOXL2+POU3F2,WitnessCell_v14,0.5882352941176471
Norman,2,BAK1+BCL2L11,WitnessCell_v13,0.8235294117647058
Norman,2,BAK1+KLF1,WitnessCell_v13,1.0
Norman,2,BAK1+TMSB4X,WitnessCell_v13,1.0
Norman,2,BPGM+SAMD1,WitnessCell_v13,1.0
Norman,2,BPGM+ZBTB1,WitnessCell_v13,1.0
Norman,2,CBFA2T3+POU3F2,WitnessCell_v13,0.7294117647058823
Norman,2,CBL+CNN1,WitnessCell_v13,0.23529411764705882
Norman,2,CBL+UBASH3A,WitnessCell_v13,0.5058823529411764
Norman,2,CEBPA+CEBPE,WitnessCell_v13,1.0
Norman,2,CEBPA+JUN,WitnessCell_v13,0.9411764705882353
Norman,2,CEBPB+CEBPE,WitnessCell_v13,0.8941176470588236
Norman,2,CEBPB+JUN,WitnessCell_v13,0.6823529411764706
Norman,2,CEBPE+ETS2,WitnessCell_v13,0.8823529411764706
Norman,2,CEBPE+FOSB,WitnessCell_v13,0.2823529411764706
Norman,2,CEBPE+KLF1,WitnessCell_v13,0.9882352941176471
Norman,2,CEBPE+PTPN12,WitnessCell_v13,0.9058823529411765
Norman,2,CEBPE+RUNX1T1,WitnessCell_v13,0.9529411764705882
Norman,2,CEBPE+SET,WitnessCell_v13,1.0
Norman,2,CEBPE+ZC3HAV1,WitnessCell_v13,0.9882352941176471
Norman,2,CNN1+ETS2,WitnessCell_v13,0.9882352941176471
Norman,2,CNN1+MAPK1,WitnessCell_v13,1.0
Norman,2,CNN1+UBASH3B,WitnessCell_v13,0.5176470588235295
Norman,2,DUSP9+IGDCC3,WitnessCell_v13,1.0
Norman,2,ETS2+IGDCC3,WitnessCell_v13,0.9176470588235294
Norman,2,FOXA1+FOXA3,WitnessCell_v13,0.9764705882352941
Norman,2,FOXA1+FOXF1,WitnessCell_v13,0.8823529411764706
Norman,2,FOXA1+HOXB9,WitnessCell_v13,0.9882352941176471
Norman,2,FOXA1+KLF1,WitnessCell_v13,0.9764705882352941
Norman,2,FOXA3+FOXL2,WitnessCell_v13,0.7764705882352941
Norman,2,FOXF1+FOXL2,WitnessCell_v13,0.4
Norman,2,FOXL2+HOXB9,WitnessCell_v13,0.6235294117647059
Norman,2,FOXL2+MEIS1,WitnessCell_v13,0.7294117647058823
Norman,2,FOXL2+ZNF318,WitnessCell_v13,0.9882352941176471
Norman,2,IGDCC3+MAPK1,WitnessCell_v13,0.9882352941176471
Norman,2,IGDCC3+PRTG,WitnessCell_v13,0.9764705882352941
Norman,2,IGDCC3+TGFBR2,WitnessCell_v13,0.8470588235294118
Norman,2,IGDCC3+ZBTB25,WitnessCell_v13,0.7294117647058823
Norman,2,KIF18B+KIF2C,WitnessCell_v13,0.8470588235294118
Norman,2,MAP2K6+SPI1,WitnessCell_v13,0.8823529411764706
Norman,2,PTPN12+UBASH3A,WitnessCell_v13,0.9882352941176471
Norman,2,UBASH3A+UBASH3B,WitnessCell_v13,1.0
Norman,2,CBFA2T3+FEV,WitnessCell_v13,0.4
Norman,2,CBFA2T3+PRDM1,WitnessCell_v13,1.0
Norman,2,CBL+TGFBR2,WitnessCell_v13,0.7058823529411765
Norman,2,CEBPB+FOSB,WitnessCell_v13,0.9294117647058824
Norman,2,CLDN6+KLF1,WitnessCell_v13,1.0
Norman,2,DLX2+SNAI1,WitnessCell_v13,1.0
Norman,2,ETS2+MAPK1,WitnessCell_v13,1.0
Norman,2,FEV+ISL2,WitnessCell_v13,1.0
Norman,2,FOSB+OSR2,WitnessCell_v13,1.0
Norman,2,FOSB+PTPN12,WitnessCell_v13,0.9882352941176471
Norman,2,FOSB+UBASH3B,WitnessCell_v13,1.0
Norman,2,FOXA3+FOXF1,WitnessCell_v13,0.9882352941176471
Norman,2,FOXF1+HOXB9,WitnessCell_v13,1.0
Norman,2,HOXC13+ZC3HAV1,WitnessCell_v13,1.0
Norman,2,IRF1+SET,WitnessCell_v13,0.9176470588235294
Norman,2,KLF1+SET,WitnessCell_v13,1.0
Norman,2,MAP2K3+MAP2K6,WitnessCell_v13,1.0
Norman,2,PTPN12+ZBTB10,WitnessCell_v13,1.0
Norman,2,SGK1+TBX2,WitnessCell_v13,1.0
Norman,2,SGK1+TBX3,WitnessCell_v13,1.0
Norman,2,BAK1,WitnessCell_v13,0.9529411764705882
Norman,2,BPGM,WitnessCell_v13,0.8588235294117647
Norman,2,CEBPE,WitnessCell_v13,0.2823529411764706
Norman,2,CNN1,WitnessCell_v13,0.7529411764705882
Norman,2,COL1A1,WitnessCell_v13,0.5764705882352941
Norman,2,FOXA1,WitnessCell_v13,0.9882352941176471
Norman,2,FOXL2,WitnessCell_v13,0.9176470588235294
Norman,2,HES7,WitnessCell_v13,0.24705882352941178
Norman,2,HNF4A,WitnessCell_v13,0.5294117647058824
Norman,2,HOXA13,WitnessCell_v13,0.3411764705882353
Norman,2,IGDCC3,WitnessCell_v13,0.7647058823529411
Norman,2,JUN,WitnessCell_v13,0.7176470588235294
Norman,2,KIF2C,WitnessCell_v13,0.9882352941176471
Norman,2,NCL,WitnessCell_v13,0.9294117647058824
Norman,2,POU3F2,WitnessCell_v13,0.9529411764705882
Norman,2,PTPN13,WitnessCell_v13,0.7647058823529411
Norman,2,RREB1,WitnessCell_v13,0.8941176470588236
Norman,2,SLC4A1,WitnessCell_v13,0.5764705882352941
Norman,2,SPI1,WitnessCell_v13,0.36470588235294116
Norman,2,UBASH3A,WitnessCell_v13,1.0
Norman,2,CEBPE+CNN1,WitnessCell_v13,0.8235294117647058
Norman,2,CEBPE+SPI1,WitnessCell_v13,0.023529411764705882
Norman,2,CNN1+UBASH3A,WitnessCell_v13,0.3176470588235294
Norman,2,FOXA1+FOXL2,WitnessCell_v13,0.7176470588235294
Norman,2,FOXL2+POU3F2,WitnessCell_v13,0.5882352941176471
Norman,2,BAK1+BCL2L11,trainMean,0.7764705882352941
Norman,2,BAK1+KLF1,trainMean,1.0
Norman,2,BAK1+TMSB4X,trainMean,1.0
Norman,2,BPGM+SAMD1,trainMean,1.0
Norman,2,BPGM+ZBTB1,trainMean,1.0
Norman,2,CBFA2T3+POU3F2,trainMean,0.6823529411764706
Norman,2,CBL+CNN1,trainMean,0.2
Norman,2,CBL+UBASH3A,trainMean,0.3764705882352941
Norman,2,CEBPA+CEBPE,trainMean,1.0
Norman,2,CEBPA+JUN,trainMean,0.9647058823529412
Norman,2,CEBPB+CEBPE,trainMean,0.9882352941176471
Norman,2,CEBPB+JUN,trainMean,0.8588235294117647
Norman,2,CEBPE+ETS2,trainMean,0.9411764705882353
Norman,2,CEBPE+FOSB,trainMean,0.21176470588235294
Norman,2,CEBPE+KLF1,trainMean,0.9764705882352941
Norman,2,CEBPE+PTPN12,trainMean,0.8470588235294118
Norman,2,CEBPE+RUNX1T1,trainMean,0.788235294117647
Norman,2,CEBPE+SET,trainMean,1.0
Norman,2,CEBPE+ZC3HAV1,trainMean,0.9294117647058824
Norman,2,CNN1+ETS2,trainMean,0.9529411764705882
Norman,2,CNN1+MAPK1,trainMean,0.9882352941176471
Norman,2,CNN1+UBASH3B,trainMean,0.3058823529411765
Norman,2,DUSP9+IGDCC3,trainMean,1.0
Norman,2,ETS2+IGDCC3,trainMean,0.9058823529411765
Norman,2,FOXA1+FOXA3,trainMean,0.9882352941176471
Norman,2,FOXA1+FOXF1,trainMean,0.8117647058823529
Norman,2,FOXA1+HOXB9,trainMean,0.9882352941176471
Norman,2,FOXA1+KLF1,trainMean,0.9882352941176471
Norman,2,FOXA3+FOXL2,trainMean,0.5764705882352941
Norman,2,FOXF1+FOXL2,trainMean,0.36470588235294116
Norman,2,FOXL2+HOXB9,trainMean,0.4823529411764706
Norman,2,FOXL2+MEIS1,trainMean,0.6823529411764706
Norman,2,FOXL2+ZNF318,trainMean,0.9764705882352941
Norman,2,IGDCC3+MAPK1,trainMean,0.9647058823529412
Norman,2,IGDCC3+PRTG,trainMean,0.9764705882352941
Norman,2,IGDCC3+TGFBR2,trainMean,0.8470588235294118
Norman,2,IGDCC3+ZBTB25,trainMean,0.8
Norman,2,KIF18B+KIF2C,trainMean,0.8
Norman,2,MAP2K6+SPI1,trainMean,0.7647058823529411
Norman,2,PTPN12+UBASH3A,trainMean,0.9529411764705882
Norman,2,UBASH3A+UBASH3B,trainMean,1.0
Norman,2,CBFA2T3+FEV,trainMean,0.3176470588235294
Norman,2,CBFA2T3+PRDM1,trainMean,1.0
Norman,2,CBL+TGFBR2,trainMean,0.7411764705882353
Norman,2,CEBPB+FOSB,trainMean,0.9764705882352941
Norman,2,CLDN6+KLF1,trainMean,1.0
Norman,2,DLX2+SNAI1,trainMean,0.9882352941176471
Norman,2,ETS2+MAPK1,trainMean,1.0
Norman,2,FEV+ISL2,trainMean,1.0
Norman,2,FOSB+OSR2,trainMean,1.0
Norman,2,FOSB+PTPN12,trainMean,0.9764705882352941
Norman,2,FOSB+UBASH3B,trainMean,1.0
Norman,2,FOXA3+FOXF1,trainMean,0.9647058823529412
Norman,2,FOXF1+HOXB9,trainMean,1.0
Norman,2,HOXC13+ZC3HAV1,trainMean,1.0
Norman,2,IRF1+SET,trainMean,0.9764705882352941
Norman,2,KLF1+SET,trainMean,1.0
Norman,2,MAP2K3+MAP2K6,trainMean,0.9882352941176471
Norman,2,PTPN12+ZBTB10,trainMean,1.0
Norman,2,SGK1+TBX2,trainMean,1.0
Norman,2,SGK1+TBX3,trainMean,1.0
Norman,2,BAK1,trainMean,0.9647058823529412
Norman,2,BPGM,trainMean,0.7764705882352941
Norman,2,CEBPE,trainMean,0.23529411764705882
Norman,2,CNN1,trainMean,0.6823529411764706
Norman,2,COL1A1,trainMean,0.4470588235294118
Norman,2,FOXA1,trainMean,0.9764705882352941
Norman,2,FOXL2,trainMean,0.8705882352941177
Norman,2,HES7,trainMean,0.21176470588235294
Norman,2,HNF4A,trainMean,0.5176470588235295
Norman,2,HOXA13,trainMean,0.3176470588235294
Norman,2,IGDCC3,trainMean,0.788235294117647
Norman,2,JUN,trainMean,0.6470588235294118
Norman,2,KIF2C,trainMean,0.9882352941176471
Norman,2,NCL,trainMean,0.9411764705882353
Norman,2,POU3F2,trainMean,0.9058823529411765
Norman,2,PTPN13,trainMean,0.8
Norman,2,RREB1,trainMean,0.9176470588235294
Norman,2,SLC4A1,trainMean,0.6
Norman,2,SPI1,trainMean,0.29411764705882354
Norman,2,UBASH3A,trainMean,1.0
Norman,2,CEBPE+CNN1,trainMean,0.7176470588235294
Norman,2,CEBPE+SPI1,trainMean,0.023529411764705882
Norman,2,CNN1+UBASH3A,trainMean,0.23529411764705882
Norman,2,FOXA1+FOXL2,trainMean,0.5764705882352941
Norman,2,FOXL2+POU3F2,trainMean,0.4823529411764706
Norman,2,BAK1+BCL2L11,baseControl,0.9647058823529412
Norman,2,BAK1+KLF1,baseControl,0.7176470588235294
Norman,2,BAK1+TMSB4X,baseControl,0.9058823529411765
Norman,2,BPGM+SAMD1,baseControl,0.47058823529411764
Norman,2,BPGM+ZBTB1,baseControl,0.5294117647058824
Norman,2,CBFA2T3+POU3F2,baseControl,0.36470588235294116
Norman,2,CBL+CNN1,baseControl,0.17647058823529413
Norman,2,CBL+UBASH3A,baseControl,0.4588235294117647
Norman,2,CEBPA+CEBPE,baseControl,0.023529411764705882
Norman,2,CEBPA+JUN,baseControl,0.0
Norman,2,CEBPB+CEBPE,baseControl,0.08235294117647059
Norman,2,CEBPB+JUN,baseControl,0.047058823529411764
Norman,2,CEBPE+ETS2,baseControl,0.32941176470588235
Norman,2,CEBPE+FOSB,baseControl,0.07058823529411765
Norman,2,CEBPE+KLF1,baseControl,0.7647058823529411
Norman,2,CEBPE+PTPN12,baseControl,0.7411764705882353
Norman,2,CEBPE+RUNX1T1,baseControl,0.6588235294117647
Norman,2,CEBPE+SET,baseControl,0.5764705882352941
Norman,2,CEBPE+ZC3HAV1,baseControl,0.8823529411764706
Norman,2,CNN1+ETS2,baseControl,0.8470588235294118
Norman,2,CNN1+MAPK1,baseControl,0.6470588235294118
Norman,2,CNN1+UBASH3B,baseControl,0.1411764705882353
Norman,2,DUSP9+IGDCC3,baseControl,0.23529411764705882
Norman,2,ETS2+IGDCC3,baseControl,0.8
Norman,2,FOXA1+FOXA3,baseControl,0.3764705882352941
Norman,2,FOXA1+FOXF1,baseControl,0.4470588235294118
Norman,2,FOXA1+HOXB9,baseControl,0.27058823529411763
Norman,2,FOXA1+KLF1,baseControl,0.5647058823529412
Norman,2,FOXA3+FOXL2,baseControl,0.16470588235294117
Norman,2,FOXF1+FOXL2,baseControl,0.2235294117647059
Norman,2,FOXL2+HOXB9,baseControl,0.10588235294117647
Norman,2,FOXL2+MEIS1,baseControl,0.4
Norman,2,FOXL2+ZNF318,baseControl,0.6235294117647059
Norman,2,IGDCC3+MAPK1,baseControl,0.7294117647058823
Norman,2,IGDCC3+PRTG,baseControl,0.5529411764705883
Norman,2,IGDCC3+TGFBR2,baseControl,0.6352941176470588
Norman,2,IGDCC3+ZBTB25,baseControl,0.35294117647058826
Norman,2,KIF18B+KIF2C,baseControl,0.8705882352941177
Norman,2,MAP2K6+SPI1,baseControl,0.7529411764705882
Norman,2,PTPN12+UBASH3A,baseControl,0.3411764705882353
Norman,2,UBASH3A+UBASH3B,baseControl,0.8235294117647058
Norman,2,CBFA2T3+FEV,baseControl,0.03529411764705882
Norman,2,CBFA2T3+PRDM1,baseControl,0.09411764705882353
Norman,2,CBL+TGFBR2,baseControl,0.611764705882353
Norman,2,CEBPB+FOSB,baseControl,0.058823529411764705
Norman,2,CLDN6+KLF1,baseControl,0.3058823529411765
Norman,2,DLX2+SNAI1,baseControl,0.11764705882352941
Norman,2,ETS2+MAPK1,baseControl,0.15294117647058825
Norman,2,FEV+ISL2,baseControl,0.12941176470588237
Norman,2,FOSB+OSR2,baseControl,0.24705882352941178
Norman,2,FOSB+PTPN12,baseControl,0.8352941176470589
Norman,2,FOSB+UBASH3B,baseControl,0.9176470588235294
Norman,2,FOXA3+FOXF1,baseControl,0.43529411764705883
Norman,2,FOXF1+HOXB9,baseControl,0.5176470588235295
Norman,2,HOXC13+ZC3HAV1,baseControl,0.6705882352941176
Norman,2,IRF1+SET,baseControl,0.18823529411764706
Norman,2,KLF1+SET,baseControl,0.5411764705882353
Norman,2,MAP2K3+MAP2K6,baseControl,0.9411764705882353
Norman,2,PTPN12+ZBTB10,baseControl,0.38823529411764707
Norman,2,SGK1+TBX2,baseControl,0.4823529411764706
Norman,2,SGK1+TBX3,baseControl,0.4235294117647059
Norman,2,BAK1,baseControl,1.0
Norman,2,BPGM,baseControl,0.788235294117647
Norman,2,CEBPE,baseControl,0.25882352941176473
Norman,2,CNN1,baseControl,0.6823529411764706
Norman,2,COL1A1,baseControl,0.5058823529411764
Norman,2,FOXA1,baseControl,0.9294117647058824
Norman,2,FOXL2,baseControl,0.7764705882352941
Norman,2,HES7,baseControl,0.21176470588235294
Norman,2,HNF4A,baseControl,0.49411764705882355
Norman,2,HOXA13,baseControl,0.29411764705882354
Norman,2,IGDCC3,baseControl,0.7058823529411765
Norman,2,JUN,baseControl,0.6
Norman,2,KIF2C,baseControl,0.9764705882352941
Norman,2,NCL,baseControl,0.9529411764705882
Norman,2,POU3F2,baseControl,0.8588235294117647
Norman,2,PTPN13,baseControl,0.8117647058823529
Norman,2,RREB1,baseControl,0.8941176470588236
Norman,2,SLC4A1,baseControl,0.6941176470588235
Norman,2,SPI1,baseControl,0.2823529411764706
Norman,2,UBASH3A,baseControl,0.9882352941176471
Norman,2,CEBPE+CNN1,baseControl,0.5882352941176471
Norman,2,CEBPE+SPI1,baseControl,0.011764705882352941
Norman,2,CNN1+UBASH3A,baseControl,0.2
Norman,2,FOXA1+FOXL2,baseControl,0.4117647058823529
Norman,2,FOXL2+POU3F2,baseControl,0.3176470588235294
Norman,3,AHR+FEV,WitnessCell_v14,0.056818181818181816
Norman,3,AHR+KLF1,WitnessCell_v14,0.9772727272727273
Norman,3,CBL+CNN1,WitnessCell_v14,0.6363636363636364
Norman,3,CBL+UBASH3B,WitnessCell_v14,0.8977272727272727
Norman,3,CDKN1A+CDKN1B,WitnessCell_v14,0.9772727272727273
Norman,3,CDKN1A+CDKN1C,WitnessCell_v14,0.9772727272727273
Norman,3,CEBPA+CEBPB,WitnessCell_v14,0.9318181818181818
Norman,3,CEBPB+CEBPE,WitnessCell_v14,0.8636363636363636
Norman,3,CEBPB+FOSB,WitnessCell_v14,0.5
Norman,3,CEBPB+JUN,WitnessCell_v14,0.3977272727272727
Norman,3,CEBPB+LYL1,WitnessCell_v14,0.8409090909090909
Norman,3,CEBPB+MAPK1,WitnessCell_v14,1.0
Norman,3,CEBPB+OSR2,WitnessCell_v14,1.0
Norman,3,CEBPB+PTPN12,WitnessCell_v14,0.875
Norman,3,CEBPE+CNN1,WitnessCell_v14,0.9772727272727273
Norman,3,CLDN6+KLF1,WitnessCell_v14,0.6477272727272727
Norman,3,CNN1+ETS2,WitnessCell_v14,0.9659090909090909
Norman,3,CNN1+MAPK1,WitnessCell_v14,1.0
Norman,3,CNN1+UBASH3A,WitnessCell_v14,0.5568181818181818
Norman,3,DUSP9+ETS2,WitnessCell_v14,0.5681818181818182
Norman,3,DUSP9+IGDCC3,WitnessCell_v14,0.6931818181818182
Norman,3,DUSP9+KLF1,WitnessCell_v14,0.5909090909090909
Norman,3,DUSP9+MAPK1,WitnessCell_v14,0.8636363636363636
Norman,3,DUSP9+PRTG,WitnessCell_v14,0.7272727272727273
Norman,3,DUSP9+SNAI1,WitnessCell_v14,0.4090909090909091
Norman,3,ETS2+IKZF3,WitnessCell_v14,0.2840909090909091
Norman,3,FOSB+IKZF3,WitnessCell_v14,0.6136363636363636
Norman,3,FOSB+UBASH3B,WitnessCell_v14,1.0
Norman,3,FOXA1+HOXB9,WitnessCell_v14,0.75
Norman,3,FOXA3+HOXB9,WitnessCell_v14,0.9545454545454546
Norman,3,FOXF1+HOXB9,WitnessCell_v14,0.9886363636363636
Norman,3,FOXL2+HOXB9,WitnessCell_v14,0.3409090909090909
Norman,3,IKZF3+MAP2K3,WitnessCell_v14,0.2159090909090909
Norman,3,IKZF3+MAPK1,WitnessCell_v14,0.5681818181818182
Norman,3,KLF1+MAP2K6,WitnessCell_v14,0.9659090909090909
Norman,3,MAP2K3+MAP2K6,WitnessCell_v14,0.375
Norman,3,MAP2K3+SLC38A2,WitnessCell_v14,0.20454545454545456
Norman,3,MAP2K6+SPI1,WitnessCell_v14,0.9886363636363636
Norman,3,OSR2+UBASH3B,WitnessCell_v14,1.0
Norman,3,PLK4+STIL,WitnessCell_v14,0.75
Norman,3,PTPN9+UBASH3B,WitnessCell_v14,0.6477272727272727
Norman,3,PTPN12+UBASH3B,WitnessCell_v14,0.9204545454545454
Norman,3,RHOXF2+SET,WitnessCell_v14,0.9772727272727273
Norman,3,RHOXF2+ZBTB25,WitnessCell_v14,0.8977272727272727
Norman,3,SAMD1+UBASH3B,WitnessCell_v14,1.0
Norman,3,SNAI1+UBASH3B,WitnessCell_v14,1.0
Norman,3,UBASH3A+UBASH3B,WitnessCell_v14,1.0
Norman,3,UBASH3B+ZBTB25,WitnessCell_v14,0.9772727272727273
Norman,3,BAK1+BCL2L11,WitnessCell_v14,0.9090909090909091
Norman,3,BCL2L11+TGFBR2,WitnessCell_v14,0.9886363636363636
Norman,3,CBL+PTPN9,WitnessCell_v14,1.0
Norman,3,CEBPA+CEBPE,WitnessCell_v14,1.0
Norman,3,CEBPA+ZC3HAV1,WitnessCell_v14,0.9772727272727273
Norman,3,CEBPE+FOSB,WitnessCell_v14,0.9545454545454546
Norman,3,CEBPE+KLF1,WitnessCell_v14,1.0
Norman,3,CEBPE+PTPN12,WitnessCell_v14,1.0
Norman,3,CEBPE+SPI1,WitnessCell_v14,0.9886363636363636
Norman,3,COL2A1+KLF1,WitnessCell_v14,1.0
Norman,3,ETS2+IGDCC3,WitnessCell_v14,1.0
Norman,3,ETS2+PRTG,WitnessCell_v14,1.0
Norman,3,FOXA1+FOXA3,WitnessCell_v14,0.9886363636363636
Norman,3,FOXA1+FOXF1,WitnessCell_v14,0.9772727272727273
Norman,3,FOXA1+KLF1,WitnessCell_v14,0.9659090909090909
Norman,3,FOXF1+FOXL2,WitnessCell_v14,0.6818181818181818
Norman,3,KLF1+TGFBR2,WitnessCell_v14,1.0
Norman,3,SAMD1+ZBTB1,WitnessCell_v14,1.0
Norman,3,SGK1+TBX3,WitnessCell_v14,1.0
Norman,3,AHR,WitnessCell_v14,0.9204545454545454
Norman,3,ATL1,WitnessCell_v14,0.6477272727272727
Norman,3,CDKN1A,WitnessCell_v14,0.9204545454545454
Norman,3,CEBPB,WitnessCell_v14,0.5568181818181818
Norman,3,CLDN6,WitnessCell_v14,0.6136363636363636
Norman,3,CNN1,WitnessCell_v14,0.7272727272727273
Norman,3,CNNM4,WitnessCell_v14,0.8636363636363636
Norman,3,COL1A1,WitnessCell_v14,0.6477272727272727
Norman,3,CSRNP1,WitnessCell_v14,0.7613636363636364
Norman,3,DUSP9,WitnessCell_v14,0.42045454545454547
Norman,3,HK2,WitnessCell_v14,0.9886363636363636
Norman,3,HNF4A,WitnessCell_v14,0.625
Norman,3,HOXB9,WitnessCell_v14,1.0
Norman,3,IKZF3,WitnessCell_v14,0.1590909090909091
Norman,3,MAP2K6,WitnessCell_v14,0.7386363636363636
Norman,3,PLK4,WitnessCell_v14,0.8295454545454546
Norman,3,PTPN13,WitnessCell_v14,0.8295454545454546
Norman,3,RHOXF2,WitnessCell_v14,0.6022727272727273
Norman,3,SLC38A2,WitnessCell_v14,0.9204545454545454
Norman,3,UBASH3B,WitnessCell_v14,1.0
Norman,3,CNN1+UBASH3B,WitnessCell_v14,0.11363636363636363
Norman,3,IKZF3+MAP2K6,WitnessCell_v14,0.18181818181818182
Norman,3,AHR+FEV,WitnessCell_v13,0.056818181818181816
Norman,3,AHR+KLF1,WitnessCell_v13,0.9772727272727273
Norman,3,CBL+CNN1,WitnessCell_v13,0.6363636363636364
Norman,3,CBL+UBASH3B,WitnessCell_v13,0.8977272727272727
Norman,3,CDKN1A+CDKN1B,WitnessCell_v13,0.9772727272727273
Norman,3,CDKN1A+CDKN1C,WitnessCell_v13,0.9772727272727273
Norman,3,CEBPA+CEBPB,WitnessCell_v13,0.9318181818181818
Norman,3,CEBPB+CEBPE,WitnessCell_v13,0.8636363636363636
Norman,3,CEBPB+FOSB,WitnessCell_v13,0.5
Norman,3,CEBPB+JUN,WitnessCell_v13,0.3977272727272727
Norman,3,CEBPB+LYL1,WitnessCell_v13,0.8409090909090909
Norman,3,CEBPB+MAPK1,WitnessCell_v13,1.0
Norman,3,CEBPB+OSR2,WitnessCell_v13,1.0
Norman,3,CEBPB+PTPN12,WitnessCell_v13,0.875
Norman,3,CEBPE+CNN1,WitnessCell_v13,0.9772727272727273
Norman,3,CLDN6+KLF1,WitnessCell_v13,0.6477272727272727
Norman,3,CNN1+ETS2,WitnessCell_v13,0.9659090909090909
Norman,3,CNN1+MAPK1,WitnessCell_v13,1.0
Norman,3,CNN1+UBASH3A,WitnessCell_v13,0.5568181818181818
Norman,3,DUSP9+ETS2,WitnessCell_v13,0.5681818181818182
Norman,3,DUSP9+IGDCC3,WitnessCell_v13,0.6931818181818182
Norman,3,DUSP9+KLF1,WitnessCell_v13,0.5909090909090909
Norman,3,DUSP9+MAPK1,WitnessCell_v13,0.8636363636363636
Norman,3,DUSP9+PRTG,WitnessCell_v13,0.7386363636363636
Norman,3,DUSP9+SNAI1,WitnessCell_v13,0.4090909090909091
Norman,3,ETS2+IKZF3,WitnessCell_v13,0.2840909090909091
Norman,3,FOSB+IKZF3,WitnessCell_v13,0.6136363636363636
Norman,3,FOSB+UBASH3B,WitnessCell_v13,1.0
Norman,3,FOXA1+HOXB9,WitnessCell_v13,0.75
Norman,3,FOXA3+HOXB9,WitnessCell_v13,0.9545454545454546
Norman,3,FOXF1+HOXB9,WitnessCell_v13,0.9886363636363636
Norman,3,FOXL2+HOXB9,WitnessCell_v13,0.3409090909090909
Norman,3,IKZF3+MAP2K3,WitnessCell_v13,0.2159090909090909
Norman,3,IKZF3+MAPK1,WitnessCell_v13,0.5681818181818182
Norman,3,KLF1+MAP2K6,WitnessCell_v13,0.9659090909090909
Norman,3,MAP2K3+MAP2K6,WitnessCell_v13,0.375
Norman,3,MAP2K3+SLC38A2,WitnessCell_v13,0.2159090909090909
Norman,3,MAP2K6+SPI1,WitnessCell_v13,0.9886363636363636
Norman,3,OSR2+UBASH3B,WitnessCell_v13,1.0
Norman,3,PLK4+STIL,WitnessCell_v13,0.75
Norman,3,PTPN9+UBASH3B,WitnessCell_v13,0.6477272727272727
Norman,3,PTPN12+UBASH3B,WitnessCell_v13,0.9204545454545454
Norman,3,RHOXF2+SET,WitnessCell_v13,0.9772727272727273
Norman,3,RHOXF2+ZBTB25,WitnessCell_v13,0.8977272727272727
Norman,3,SAMD1+UBASH3B,WitnessCell_v13,1.0
Norman,3,SNAI1+UBASH3B,WitnessCell_v13,1.0
Norman,3,UBASH3A+UBASH3B,WitnessCell_v13,1.0
Norman,3,UBASH3B+ZBTB25,WitnessCell_v13,0.9772727272727273
Norman,3,BAK1+BCL2L11,WitnessCell_v13,0.9090909090909091
Norman,3,BCL2L11+TGFBR2,WitnessCell_v13,0.9886363636363636
Norman,3,CBL+PTPN9,WitnessCell_v13,1.0
Norman,3,CEBPA+CEBPE,WitnessCell_v13,1.0
Norman,3,CEBPA+ZC3HAV1,WitnessCell_v13,0.9772727272727273
Norman,3,CEBPE+FOSB,WitnessCell_v13,0.9545454545454546
Norman,3,CEBPE+KLF1,WitnessCell_v13,1.0
Norman,3,CEBPE+PTPN12,WitnessCell_v13,1.0
Norman,3,CEBPE+SPI1,WitnessCell_v13,0.9886363636363636
Norman,3,COL2A1+KLF1,WitnessCell_v13,1.0
Norman,3,ETS2+IGDCC3,WitnessCell_v13,1.0
Norman,3,ETS2+PRTG,WitnessCell_v13,1.0
Norman,3,FOXA1+FOXA3,WitnessCell_v13,0.9886363636363636
Norman,3,FOXA1+FOXF1,WitnessCell_v13,0.9772727272727273
Norman,3,FOXA1+KLF1,WitnessCell_v13,0.9659090909090909
Norman,3,FOXF1+FOXL2,WitnessCell_v13,0.6818181818181818
