dataset,seed,condition,method,nir
Norman,3,KLF1+TGFBR2,WitnessCell_v13,1.0
Norman,3,SAMD1+ZBTB1,WitnessCell_v13,1.0
Norman,3,SGK1+TBX3,WitnessCell_v13,1.0
Norman,3,AHR,WitnessCell_v13,0.9204545454545454
Norman,3,ATL1,WitnessCell_v13,0.6477272727272727
Norman,3,CDKN1A,WitnessCell_v13,0.9204545454545454
Norman,3,CEBPB,WitnessCell_v13,0.5568181818181818
Norman,3,CLDN6,WitnessCell_v13,0.6136363636363636
Norman,3,CNN1,WitnessCell_v13,0.7272727272727273
Norman,3,CNNM4,WitnessCell_v13,0.8636363636363636
Norman,3,COL1A1,WitnessCell_v13,0.6590909090909091
Norman,3,CSRNP1,WitnessCell_v13,0.7613636363636364
Norman,3,DUSP9,WitnessCell_v13,0.42045454545454547
Norman,3,HK2,WitnessCell_v13,0.9886363636363636
Norman,3,HNF4A,WitnessCell_v13,0.625
Norman,3,HOXB9,WitnessCell_v13,1.0
Norman,3,IKZF3,WitnessCell_v13,0.1590909090909091
Norman,3,MAP2K6,WitnessCell_v13,0.7386363636363636
Norman,3,PLK4,WitnessCell_v13,0.8295454545454546
Norman,3,PTPN13,WitnessCell_v13,0.8295454545454546
Norman,3,RHOXF2,WitnessCell_v13,0.6022727272727273
Norman,3,SLC38A2,WitnessCell_v13,0.9204545454545454
Norman,3,UBASH3B,WitnessCell_v13,1.0
Norman,3,CNN1+UBASH3B,WitnessCell_v13,0.11363636363636363
Norman,3,IKZF3+MAP2K6,WitnessCell_v13,0.18181818181818182
Norman,3,AHR+FEV,trainMean,0.09090909090909091
Norman,3,AHR+KLF1,trainMean,0.9886363636363636
Norman,3,CBL+CNN1,trainMean,0.45454545454545453
Norman,3,CBL+UBASH3B,trainMean,0.7386363636363636
Norman,3,CDKN1A+CDKN1B,trainMean,0.9886363636363636
Norman,3,CDKN1A+CDKN1C,trainMean,0.9886363636363636
Norman,3,CEBPA+CEBPB,trainMean,0.9318181818181818
Norman,3,CEBPB+CEBPE,trainMean,0.9772727272727273
Norman,3,CEBPB+FOSB,trainMean,0.32954545454545453
Norman,3,CEBPB+JUN,trainMean,0.2159090909090909
Norman,3,CEBPB+LYL1,trainMean,0.7272727272727273
Norman,3,CEBPB+MAPK1,trainMean,1.0
Norman,3,CEBPB+OSR2,trainMean,0.9886363636363636
Norman,3,CEBPB+PTPN12,trainMean,0.8636363636363636
Norman,3,CEBPE+CNN1,trainMean,0.8977272727272727
Norman,3,CLDN6+KLF1,trainMean,0.9090909090909091
Norman,3,CNN1+ETS2,trainMean,0.9545454545454546
Norman,3,CNN1+MAPK1,trainMean,0.9886363636363636
Norman,3,CNN1+UBASH3A,trainMean,0.23863636363636365
Norman,3,DUSP9+ETS2,trainMean,0.5454545454545454
Norman,3,DUSP9+IGDCC3,trainMean,0.8295454545454546
Norman,3,DUSP9+KLF1,trainMean,0.7840909090909091
Norman,3,DUSP9+MAPK1,trainMean,0.7613636363636364
Norman,3,DUSP9+PRTG,trainMean,0.8409090909090909
Norman,3,DUSP9+SNAI1,trainMean,0.4772727272727273
Norman,3,ETS2+IKZF3,trainMean,0.2840909090909091
Norman,3,FOSB+IKZF3,trainMean,0.5909090909090909
Norman,3,FOSB+UBASH3B,trainMean,1.0
Norman,3,FOXA1+HOXB9,trainMean,0.5909090909090909
Norman,3,FOXA3+HOXB9,trainMean,0.9090909090909091
Norman,3,FOXF1+HOXB9,trainMean,0.9204545454545454
Norman,3,FOXL2+HOXB9,trainMean,0.22727272727272727
Norman,3,IKZF3+MAP2K3,trainMean,0.2159090909090909
Norman,3,IKZF3+MAPK1,trainMean,0.6818181818181818
Norman,3,KLF1+MAP2K6,trainMean,0.9659090909090909
Norman,3,MAP2K3+MAP2K6,trainMean,0.2840909090909091
Norman,3,MAP2K3+SLC38A2,trainMean,0.13636363636363635
Norman,3,MAP2K6+SPI1,trainMean,0.9886363636363636
Norman,3,OSR2+UBASH3B,trainMean,1.0
Norman,3,PLK4+STIL,trainMean,0.7954545454545454
Norman,3,PTPN9+UBASH3B,trainMean,0.5795454545454546
Norman,3,PTPN12+UBASH3B,trainMean,0.9090909090909091
Norman,3,RHOXF2+SET,trainMean,1.0
Norman,3,RHOXF2+ZBTB25,trainMean,0.7272727272727273
Norman,3,SAMD1+UBASH3B,trainMean,1.0
Norman,3,SNAI1+UBASH3B,trainMean,1.0
Norman,3,UBASH3A+UBASH3B,trainMean,0.9886363636363636
Norman,3,UBASH3B+ZBTB25,trainMean,0.9431818181818182
Norman,3,BAK1+BCL2L11,trainMean,0.875
Norman,3,BCL2L11+TGFBR2,trainMean,0.9772727272727273
Norman,3,CBL+PTPN9,trainMean,0.9886363636363636
Norman,3,CEBPA+CEBPE,trainMean,1.0
Norman,3,CEBPA+ZC3HAV1,trainMean,0.9886363636363636
Norman,3,CEBPE+FOSB,trainMean,1.0
Norman,3,CEBPE+KLF1,trainMean,0.9886363636363636
Norman,3,CEBPE+PTPN12,trainMean,0.9772727272727273
Norman,3,CEBPE+SPI1,trainMean,1.0
Norman,3,COL2A1+KLF1,trainMean,1.0
Norman,3,ETS2+IGDCC3,trainMean,1.0
Norman,3,ETS2+PRTG,trainMean,1.0
Norman,3,FOXA1+FOXA3,trainMean,0.9886363636363636
Norman,3,FOXA1+FOXF1,trainMean,0.8863636363636364
Norman,3,FOXA1+KLF1,trainMean,0.9772727272727273
Norman,3,FOXF1+FOXL2,trainMean,0.5113636363636364
Norman,3,KLF1+TGFBR2,trainMean,1.0
Norman,3,SAMD1+ZBTB1,trainMean,1.0
Norman,3,SGK1+TBX3,trainMean,1.0
Norman,3,AHR,trainMean,0.8977272727272727
Norman,3,ATL1,trainMean,0.6477272727272727
Norman,3,CDKN1A,trainMean,0.7727272727272727
Norman,3,CEBPB,trainMean,0.3977272727272727
Norman,3,CLDN6,trainMean,0.5227272727272727
Norman,3,CNN1,trainMean,0.6931818181818182
Norman,3,CNNM4,trainMean,0.8636363636363636
Norman,3,COL1A1,trainMean,0.5
Norman,3,CSRNP1,trainMean,0.7954545454545454
Norman,3,DUSP9,trainMean,0.375
Norman,3,HK2,trainMean,0.9772727272727273
Norman,3,HNF4A,trainMean,0.6022727272727273
Norman,3,HOXB9,trainMean,0.9545454545454546
Norman,3,IKZF3,trainMean,0.14772727272727273
Norman,3,MAP2K6,trainMean,0.7840909090909091
Norman,3,PLK4,trainMean,0.8409090909090909
Norman,3,PTPN13,trainMean,0.8181818181818182
Norman,3,RHOXF2,trainMean,0.5795454545454546
Norman,3,SLC38A2,trainMean,0.9318181818181818
Norman,3,UBASH3B,trainMean,1.0
Norman,3,CNN1+UBASH3B,trainMean,0.10227272727272728
Norman,3,IKZF3+MAP2K6,trainMean,0.1590909090909091
Norman,3,AHR+FEV,baseControl,0.10227272727272728
Norman,3,AHR+KLF1,baseControl,0.6477272727272727
Norman,3,CBL+CNN1,baseControl,0.17045454545454544
Norman,3,CBL+UBASH3B,baseControl,0.25
Norman,3,CDKN1A+CDKN1B,baseControl,0.4431818181818182
Norman,3,CDKN1A+CDKN1C,baseControl,0.42045454545454547
Norman,3,CEBPA+CEBPB,baseControl,0.03409090909090909
Norman,3,CEBPB+CEBPE,baseControl,0.07954545454545454
Norman,3,CEBPB+FOSB,baseControl,0.056818181818181816
Norman,3,CEBPB+JUN,baseControl,0.045454545454545456
Norman,3,CEBPB+LYL1,baseControl,0.5113636363636364
Norman,3,CEBPB+MAPK1,baseControl,0.32954545454545453
Norman,3,CEBPB+OSR2,baseControl,0.14772727272727273
Norman,3,CEBPB+PTPN12,baseControl,0.6363636363636364
Norman,3,CEBPE+CNN1,baseControl,0.625
Norman,3,CLDN6+KLF1,baseControl,0.3068181818181818
Norman,3,CNN1+ETS2,baseControl,0.875
Norman,3,CNN1+MAPK1,baseControl,0.6818181818181818
Norman,3,CNN1+UBASH3A,baseControl,0.18181818181818182
Norman,3,DUSP9+ETS2,baseControl,0.6590909090909091
Norman,3,DUSP9+IGDCC3,baseControl,0.22727272727272727
Norman,3,DUSP9+KLF1,baseControl,0.29545454545454547
Norman,3,DUSP9+MAPK1,baseControl,0.8181818181818182
Norman,3,DUSP9+PRTG,baseControl,0.26136363636363635
Norman,3,DUSP9+SNAI1,baseControl,0.09090909090909091
Norman,3,ETS2+IKZF3,baseControl,0.1590909090909091
Norman,3,FOSB+IKZF3,baseControl,0.4090909090909091
Norman,3,FOSB+UBASH3B,baseControl,0.8977272727272727
Norman,3,FOXA1+HOXB9,baseControl,0.2727272727272727
Norman,3,FOXA3+HOXB9,baseControl,0.19318181818181818
Norman,3,FOXF1+HOXB9,baseControl,0.5795454545454546
Norman,3,FOXL2+HOXB9,baseControl,0.11363636363636363
Norman,3,IKZF3+MAP2K3,baseControl,0.2840909090909091
Norman,3,IKZF3+MAPK1,baseControl,0.3181818181818182
Norman,3,KLF1+MAP2K6,baseControl,0.7045454545454546
Norman,3,MAP2K3+MAP2K6,baseControl,0.9204545454545454
Norman,3,MAP2K3+SLC38A2,baseControl,0.8636363636363636
Norman,3,MAP2K6+SPI1,baseControl,0.7613636363636364
Norman,3,OSR2+UBASH3B,baseControl,0.9090909090909091
Norman,3,PLK4+STIL,baseControl,0.5568181818181818
Norman,3,PTPN9+UBASH3B,baseControl,0.4659090909090909
Norman,3,PTPN12+UBASH3B,baseControl,0.375
Norman,3,RHOXF2+SET,baseControl,0.23863636363636365
Norman,3,RHOXF2+ZBTB25,baseControl,0.3522727272727273
Norman,3,SAMD1+UBASH3B,baseControl,0.3977272727272727
Norman,3,SNAI1+UBASH3B,baseControl,0.7386363636363636
Norman,3,UBASH3A+UBASH3B,baseControl,0.8522727272727273
Norman,3,UBASH3B+ZBTB25,baseControl,0.48863636363636365
Norman,3,BAK1+BCL2L11,baseControl,0.9545454545454546
Norman,3,BCL2L11+TGFBR2,baseControl,0.9886363636363636
Norman,3,CBL+PTPN9,baseControl,0.6136363636363636
Norman,3,CEBPA+CEBPE,baseControl,0.022727272727272728
Norman,3,CEBPA+ZC3HAV1,baseControl,0.0
Norman,3,CEBPE+FOSB,baseControl,0.06818181818181818
Norman,3,CEBPE+KLF1,baseControl,0.7840909090909091
Norman,3,CEBPE+PTPN12,baseControl,0.75
Norman,3,CEBPE+SPI1,baseControl,0.011363636363636364
Norman,3,COL2A1+KLF1,baseControl,0.5
Norman,3,ETS2+IGDCC3,baseControl,0.7954545454545454
Norman,3,ETS2+PRTG,baseControl,0.7159090909090909
Norman,3,FOXA1+FOXA3,baseControl,0.38636363636363635
Norman,3,FOXA1+FOXF1,baseControl,0.4772727272727273
Norman,3,FOXA1+KLF1,baseControl,0.6022727272727273
Norman,3,FOXF1+FOXL2,baseControl,0.2159090909090909
Norman,3,KLF1+TGFBR2,baseControl,0.6931818181818182
Norman,3,SAMD1+ZBTB1,baseControl,0.3409090909090909
Norman,3,SGK1+TBX3,baseControl,0.45454545454545453
Norman,3,AHR,baseControl,0.7727272727272727
Norman,3,ATL1,baseControl,0.5909090909090909
Norman,3,CDKN1A,baseControl,0.6704545454545454
Norman,3,CEBPB,baseControl,0.36363636363636365
Norman,3,CLDN6,baseControl,0.5227272727272727
Norman,3,CNN1,baseControl,0.7272727272727273
Norman,3,CNNM4,baseControl,0.8863636363636364
Norman,3,COL1A1,baseControl,0.5454545454545454
Norman,3,CSRNP1,baseControl,0.9659090909090909
Norman,3,DUSP9,baseControl,0.4318181818181818
Norman,3,HK2,baseControl,0.9318181818181818
Norman,3,HNF4A,baseControl,0.5340909090909091
Norman,3,HOXB9,baseControl,0.8295454545454546
Norman,3,IKZF3,baseControl,0.13636363636363635
Norman,3,MAP2K6,baseControl,0.9772727272727273
Norman,3,PLK4,baseControl,0.8068181818181818
Norman,3,PTPN13,baseControl,0.8409090909090909
Norman,3,RHOXF2,baseControl,0.5681818181818182
Norman,3,SLC38A2,baseControl,1.0
Norman,3,UBASH3B,baseControl,0.9431818181818182
Norman,3,CNN1+UBASH3B,baseControl,0.125
Norman,3,IKZF3+MAP2K6,baseControl,0.20454545454545456
Wessels,1,DOT1L+GFI1,WitnessCell_v14,0.421875
Wessels,1,DOT1L+IKZF1,WitnessCell_v14,0.953125
Wessels,1,DOT1L+INTS1,WitnessCell_v14,0.828125
Wessels,1,EP300+GFI1,WitnessCell_v14,0.921875
Wessels,1,EP300+IKZF1,WitnessCell_v14,0.90625
Wessels,1,EP300+INTS1,WitnessCell_v14,0.96875
Wessels,1,FLI1+GFI1,WitnessCell_v14,0.9375
Wessels,1,FLI1+IKZF1,WitnessCell_v14,0.96875
Wessels,1,FLI1+INTS1,WitnessCell_v14,0.984375
Wessels,1,GATA2+GFI1,WitnessCell_v14,0.25
Wessels,1,GATA2+IKZF1,WitnessCell_v14,1.0
Wessels,1,GATA2+INTS1,WitnessCell_v14,0.9375
Wessels,1,GFI1+GSE1,WitnessCell_v14,0.046875
Wessels,1,GFI1+HDAC3,WitnessCell_v14,0.390625
Wessels,1,GFI1+KDM1A,WitnessCell_v14,0.8125
Wessels,1,GFI1+MED24,WitnessCell_v14,0.4375
Wessels,1,GFI1+RCOR1,WitnessCell_v14,0.359375
Wessels,1,GFI1+RING1,WitnessCell_v14,0.625
Wessels,1,GFI1+SMARCD1,WitnessCell_v14,0.640625
Wessels,1,GSE1+IKZF1,WitnessCell_v14,0.375
Wessels,1,GSE1+INTS1,WitnessCell_v14,0.359375
Wessels,1,HDAC3+IKZF1,WitnessCell_v14,0.921875
Wessels,1,HDAC3+INTS1,WitnessCell_v14,1.0
Wessels,1,IKZF1+KDM1A,WitnessCell_v14,0.96875
Wessels,1,IKZF1+MED24,WitnessCell_v14,0.53125
Wessels,1,IKZF1+RCOR1,WitnessCell_v14,0.78125
Wessels,1,IKZF1+SMARCD1,WitnessCell_v14,0.984375
Wessels,1,INTS1+KDM1A,WitnessCell_v14,0.890625
Wessels,1,INTS1+MED24,WitnessCell_v14,0.390625
Wessels,1,INTS1+MYB,WitnessCell_v14,0.25
Wessels,1,INTS1+RCOR1,WitnessCell_v14,0.9375
Wessels,1,INTS1+RING1,WitnessCell_v14,0.875
Wessels,1,INTS1+SMARCD1,WitnessCell_v14,0.953125
Wessels,1,INTS1+SSRP1,WitnessCell_v14,0.953125
Wessels,1,MED13L+MED16,WitnessCell_v14,1.0
Wessels,1,MED13L+MED19,WitnessCell_v14,0.6875
Wessels,1,MED13L+MED22,WitnessCell_v14,0.9375
Wessels,1,MED13L+MED24,WitnessCell_v14,0.171875
Wessels,1,MED14+MED19,WitnessCell_v14,0.4375
Wessels,1,MED14+MED22,WitnessCell_v14,0.453125
Wessels,1,MED14+MED24,WitnessCell_v14,0.265625
Wessels,1,SUPT5H+SUPT6H,WitnessCell_v14,0.96875
Wessels,1,SUPT16H+SUPT5H,WitnessCell_v14,0.890625
Wessels,1,DOT1L+EP300,WitnessCell_v14,1.0
Wessels,1,DOT1L+FLI1,WitnessCell_v14,1.0
Wessels,1,DOT1L+KDM1A,WitnessCell_v14,0.984375
Wessels,1,DOT1L+MED24,WitnessCell_v14,0.671875
Wessels,1,DOT1L+RCOR1,WitnessCell_v14,1.0
Wessels,1,DOT1L+SMARCD1,WitnessCell_v14,1.0
Wessels,1,EP300+GATA2,WitnessCell_v14,1.0
Wessels,1,EP300+GSE1,WitnessCell_v14,0.734375
Wessels,1,EP300+MED24,WitnessCell_v14,0.9375
Wessels,1,EP300+MYB,WitnessCell_v14,0.609375
Wessels,1,EP300+SSRP1,WitnessCell_v14,0.96875
Wessels,1,FLI1+MED24,WitnessCell_v14,0.953125
Wessels,1,GATA2+SSRP1,WitnessCell_v14,0.8125
Wessels,1,HDAC3+MED24,WitnessCell_v14,0.546875
Wessels,1,KDM1A+RING1,WitnessCell_v14,0.984375
Wessels,1,SMARCA5+SMARCD1,WitnessCell_v14,1.0
Wessels,1,SMARCD1+SSRP1,WitnessCell_v14,0.890625
Wessels,1,GFI1,WitnessCell_v14,0.359375
Wessels,1,INTS1,WitnessCell_v14,0.859375
Wessels,1,GFI1+INTS1,WitnessCell_v14,0.15625
Wessels,1,IKZF1+INTS1,WitnessCell_v14,0.75
Wessels,1,MED13L+MED14,WitnessCell_v14,0.203125
Wessels,1,DOT1L+GFI1,WitnessCell_v13,0.421875
Wessels,1,DOT1L+IKZF1,WitnessCell_v13,0.953125
Wessels,1,DOT1L+INTS1,WitnessCell_v13,0.828125
Wessels,1,EP300+GFI1,WitnessCell_v13,0.921875
Wessels,1,EP300+IKZF1,WitnessCell_v13,0.90625
Wessels,1,EP300+INTS1,WitnessCell_v13,0.96875
Wessels,1,FLI1+GFI1,WitnessCell_v13,0.9375
Wessels,1,FLI1+IKZF1,WitnessCell_v13,0.96875
Wessels,1,FLI1+INTS1,WitnessCell_v13,0.984375
Wessels,1,GATA2+GFI1,WitnessCell_v13,0.25
Wessels,1,GATA2+IKZF1,WitnessCell_v13,1.0
Wessels,1,GATA2+INTS1,WitnessCell_v13,0.9375
Wessels,1,GFI1+GSE1,WitnessCell_v13,0.046875
Wessels,1,GFI1+HDAC3,WitnessCell_v13,0.390625
Wessels,1,GFI1+KDM1A,WitnessCell_v13,0.8125
Wessels,1,GFI1+MED24,WitnessCell_v13,0.4375
Wessels,1,GFI1+RCOR1,WitnessCell_v13,0.359375
Wessels,1,GFI1+RING1,WitnessCell_v13,0.625
Wessels,1,GFI1+SMARCD1,WitnessCell_v13,0.640625
Wessels,1,GSE1+IKZF1,WitnessCell_v13,0.375
Wessels,1,GSE1+INTS1,WitnessCell_v13,0.359375
Wessels,1,HDAC3+IKZF1,WitnessCell_v13,0.921875
Wessels,1,HDAC3+INTS1,WitnessCell_v13,1.0
Wessels,1,IKZF1+KDM1A,WitnessCell_v13,0.96875
Wessels,1,IKZF1+MED24,WitnessCell_v13,0.53125
Wessels,1,IKZF1+RCOR1,WitnessCell_v13,0.78125
Wessels,1,IKZF1+SMARCD1,WitnessCell_v13,0.984375
Wessels,1,INTS1+KDM1A,WitnessCell_v13,0.890625
Wessels,1,INTS1+MED24,WitnessCell_v13,0.390625
Wessels,1,INTS1+MYB,WitnessCell_v13,0.25
Wessels,1,INTS1+RCOR1,WitnessCell_v13,0.9375
Wessels,1,INTS1+RING1,WitnessCell_v13,0.875
Wessels,1,INTS1+SMARCD1,WitnessCell_v13,0.953125
Wessels,1,INTS1+SSRP1,WitnessCell_v13,0.953125
Wessels,1,MED13L+MED16,WitnessCell_v13,1.0
Wessels,1,MED13L+MED19,WitnessCell_v13,0.6875
Wessels,1,MED13L+MED22,WitnessCell_v13,0.9375
Wessels,1,MED13L+MED24,WitnessCell_v13,0.171875
Wessels,1,MED14+MED19,WitnessCell_v13,0.4375
Wessels,1,MED14+MED22,WitnessCell_v13,0.453125
Wessels,1,MED14+MED24,WitnessCell_v13,0.265625
Wessels,1,SUPT5H+SUPT6H,WitnessCell_v13,0.96875
Wessels,1,SUPT16H+SUPT5H,WitnessCell_v13,0.890625
Wessels,1,DOT1L+EP300,WitnessCell_v13,1.0
Wessels,1,DOT1L+FLI1,WitnessCell_v13,1.0
Wessels,1,DOT1L+KDM1A,WitnessCell_v13,0.984375
Wessels,1,DOT1L+MED24,WitnessCell_v13,0.671875
Wessels,1,DOT1L+RCOR1,WitnessCell_v13,1.0
Wessels,1,DOT1L+SMARCD1,WitnessCell_v13,1.0
Wessels,1,EP300+GATA2,WitnessCell_v13,1.0
Wessels,1,EP300+GSE1,WitnessCell_v13,0.734375
Wessels,1,EP300+MED24,WitnessCell_v13,0.9375
Wessels,1,EP300+MYB,WitnessCell_v13,0.609375
Wessels,1,EP300+SSRP1,WitnessCell_v13,0.96875
Wessels,1,FLI1+MED24,WitnessCell_v13,0.953125
Wessels,1,GATA2+SSRP1,WitnessCell_v13,0.8125
Wessels,1,HDAC3+MED24,WitnessCell_v13,0.546875
Wessels,1,KDM1A+RING1,WitnessCell_v13,0.984375
Wessels,1,SMARCA5+SMARCD1,WitnessCell_v13,1.0
Wessels,1,SMARCD1+SSRP1,WitnessCell_v13,0.890625
Wessels,1,GFI1,WitnessCell_v13,0.359375
Wessels,1,INTS1,WitnessCell_v13,0.859375
Wessels,1,GFI1+INTS1,WitnessCell_v13,0.15625
Wessels,1,IKZF1+INTS1,WitnessCell_v13,0.75
Wessels,1,MED13L+MED14,WitnessCell_v13,0.203125
Wessels,1,DOT1L+GFI1,trainMean,0.390625
Wessels,1,DOT1L+IKZF1,trainMean,0.96875
Wessels,1,DOT1L+INTS1,trainMean,0.828125
Wessels,1,EP300+GFI1,trainMean,0.921875
Wessels,1,EP300+IKZF1,trainMean,0.859375
Wessels,1,EP300+INTS1,trainMean,0.953125
Wessels,1,FLI1+GFI1,trainMean,0.9375
Wessels,1,FLI1+IKZF1,trainMean,0.96875
Wessels,1,FLI1+INTS1,trainMean,0.984375
Wessels,1,GATA2+GFI1,trainMean,0.140625
Wessels,1,GATA2+IKZF1,trainMean,1.0
Wessels,1,GATA2+INTS1,trainMean,0.734375
Wessels,1,GFI1+GSE1,trainMean,0.046875
Wessels,1,GFI1+HDAC3,trainMean,0.265625
Wessels,1,GFI1+KDM1A,trainMean,0.0
Wessels,1,GFI1+MED24,trainMean,0.4375
Wessels,1,GFI1+RCOR1,trainMean,0.453125
Wessels,1,GFI1+RING1,trainMean,0.625
Wessels,1,GFI1+SMARCD1,trainMean,0.71875
Wessels,1,GSE1+IKZF1,trainMean,0.375
Wessels,1,GSE1+INTS1,trainMean,0.359375
Wessels,1,HDAC3+IKZF1,trainMean,0.828125
Wessels,1,HDAC3+INTS1,trainMean,1.0
Wessels,1,IKZF1+KDM1A,trainMean,0.234375
Wessels,1,IKZF1+MED24,trainMean,0.53125
Wessels,1,IKZF1+RCOR1,trainMean,0.796875
Wessels,1,IKZF1+SMARCD1,trainMean,0.984375
Wessels,1,INTS1+KDM1A,trainMean,0.078125
Wessels,1,INTS1+MED24,trainMean,0.390625
Wessels,1,INTS1+MYB,trainMean,0.25
Wessels,1,INTS1+RCOR1,trainMean,0.953125
Wessels,1,INTS1+RING1,trainMean,0.90625
Wessels,1,INTS1+SMARCD1,trainMean,0.9375
Wessels,1,INTS1+SSRP1,trainMean,0.9375
Wessels,1,MED13L+MED16,trainMean,0.84375
Wessels,1,MED13L+MED19,trainMean,0.1875
Wessels,1,MED13L+MED22,trainMean,0.609375
Wessels,1,MED13L+MED24,trainMean,0.171875
Wessels,1,MED14+MED19,trainMean,0.0625
Wessels,1,MED14+MED22,trainMean,0.109375
Wessels,1,MED14+MED24,trainMean,0.265625
Wessels,1,SUPT5H+SUPT6H,trainMean,0.96875
Wessels,1,SUPT16H+SUPT5H,trainMean,0.890625
Wessels,1,DOT1L+EP300,trainMean,1.0
Wessels,1,DOT1L+FLI1,trainMean,1.0
Wessels,1,DOT1L+KDM1A,trainMean,0.078125
Wessels,1,DOT1L+MED24,trainMean,0.671875
Wessels,1,DOT1L+RCOR1,trainMean,1.0
Wessels,1,DOT1L+SMARCD1,trainMean,1.0
Wessels,1,EP300+GATA2,trainMean,0.984375
Wessels,1,EP300+GSE1,trainMean,0.609375
Wessels,1,EP300+MED24,trainMean,0.96875
Wessels,1,EP300+MYB,trainMean,0.703125
Wessels,1,EP300+SSRP1,trainMean,0.9375
Wessels,1,FLI1+MED24,trainMean,0.953125
Wessels,1,GATA2+SSRP1,trainMean,0.640625
Wessels,1,HDAC3+MED24,trainMean,0.546875
Wessels,1,KDM1A+RING1,trainMean,0.3125
Wessels,1,SMARCA5+SMARCD1,trainMean,1.0
Wessels,1,SMARCD1+SSRP1,trainMean,0.875
Wessels,1,GFI1,trainMean,0.34375
Wessels,1,INTS1,trainMean,0.8125
Wessels,1,GFI1+INTS1,trainMean,0.15625
Wessels,1,IKZF1+INTS1,trainMean,0.75
Wessels,1,MED13L+MED14,trainMean,0.203125
Wessels,1,DOT1L+GFI1,baseControl,0.390625
Wessels,1,DOT1L+IKZF1,baseControl,0.84375
Wessels,1,DOT1L+INTS1,baseControl,0.875
Wessels,1,EP300+GFI1,baseControl,0.4375
Wessels,1,EP300+IKZF1,baseControl,0.609375
Wessels,1,EP300+INTS1,baseControl,0.40625
Wessels,1,FLI1+GFI1,baseControl,0.0625
Wessels,1,FLI1+IKZF1,baseControl,0.25
Wessels,1,FLI1+INTS1,baseControl,0.65625
Wessels,1,GATA2+GFI1,baseControl,0.34375
Wessels,1,GATA2+IKZF1,baseControl,0.890625
Wessels,1,GATA2+INTS1,baseControl,0.984375
Wessels,1,GFI1+GSE1,baseControl,0.140625
Wessels,1,GFI1+HDAC3,baseControl,0.09375
Wessels,1,GFI1+KDM1A,baseControl,0.0
Wessels,1,GFI1+MED24,baseControl,0.265625
Wessels,1,GFI1+RCOR1,baseControl,0.5
Wessels,1,GFI1+RING1,baseControl,0.546875
Wessels,1,GFI1+SMARCD1,baseControl,0.46875
Wessels,1,GSE1+IKZF1,baseControl,0.671875
Wessels,1,GSE1+INTS1,baseControl,0.640625
Wessels,1,HDAC3+IKZF1,baseControl,0.734375
Wessels,1,HDAC3+INTS1,baseControl,0.796875
Wessels,1,IKZF1+KDM1A,baseControl,0.3125
Wessels,1,IKZF1+MED24,baseControl,0.359375
Wessels,1,IKZF1+RCOR1,baseControl,0.828125
Wessels,1,IKZF1+SMARCD1,baseControl,0.75
Wessels,1,INTS1+KDM1A,baseControl,0.21875
Wessels,1,INTS1+MED24,baseControl,0.296875
Wessels,1,INTS1+MYB,baseControl,0.1875
Wessels,1,INTS1+RCOR1,baseControl,1.0
Wessels,1,INTS1+RING1,baseControl,0.859375
Wessels,1,INTS1+SMARCD1,baseControl,0.90625
Wessels,1,INTS1+SSRP1,baseControl,0.9375
Wessels,1,MED13L+MED16,baseControl,0.59375
Wessels,1,MED13L+MED19,baseControl,0.109375
Wessels,1,MED13L+MED22,baseControl,0.421875
Wessels,1,MED13L+MED24,baseControl,0.15625
Wessels,1,MED14+MED19,baseControl,0.015625
Wessels,1,MED14+MED22,baseControl,0.078125
Wessels,1,MED14+MED24,baseControl,0.171875
Wessels,1,SUPT5H+SUPT6H,baseControl,0.78125
Wessels,1,SUPT16H+SUPT5H,baseControl,0.6875
Wessels,1,DOT1L+EP300,baseControl,0.578125
Wessels,1,DOT1L+FLI1,baseControl,0.5625
Wessels,1,DOT1L+KDM1A,baseControl,0.046875
Wessels,1,DOT1L+MED24,baseControl,0.453125
Wessels,1,DOT1L+RCOR1,baseControl,0.921875
Wessels,1,DOT1L+SMARCD1,baseControl,0.71875
Wessels,1,EP300+GATA2,baseControl,0.484375
Wessels,1,EP300+GSE1,baseControl,0.703125
Wessels,1,EP300+MED24,baseControl,0.28125
Wessels,1,EP300+MYB,baseControl,0.03125
Wessels,1,EP300+SSRP1,baseControl,0.53125
Wessels,1,FLI1+MED24,baseControl,0.203125
Wessels,1,GATA2+SSRP1,baseControl,0.8125
Wessels,1,HDAC3+MED24,baseControl,0.328125
Wessels,1,KDM1A+RING1,baseControl,0.234375
Wessels,1,SMARCA5+SMARCD1,baseControl,0.765625
Wessels,1,SMARCD1+SSRP1,baseControl,0.625
Wessels,1,GFI1,baseControl,0.375
Wessels,1,INTS1,baseControl,0.953125
Wessels,1,GFI1+INTS1,baseControl,0.515625
Wessels,1,IKZF1+INTS1,baseControl,0.96875
Wessels,1,MED13L+MED14,baseControl,0.125
Wessels,2,DOT1L+IKZF1,WitnessCell_v14,0.9259259259259259
Wessels,2,DOT1L+RCOR1,WitnessCell_v14,0.9814814814814815
Wessels,2,EP300+IKZF1,WitnessCell_v14,0.9259259259259259
Wessels,2,EP300+RCOR1,WitnessCell_v14,0.9629629629629629
Wessels,2,FLI1+IKZF1,WitnessCell_v14,0.9629629629629629
Wessels,2,FLI1+RCOR1,WitnessCell_v14,1.0
