seed,subset_id,selected_local,exact,pure_geometry,adequacy_only
2,66,2;3;6,0.4773107227607712,0.0703448275862069,0.09582600364087138
2,67,2;3;7,0.469158914800427,0.07286821705426355,0.09874161409162947
2,68,2;3;8,0.46475386718960854,0.07636363636363637,0.09787614187408246
2,69,2;3;9,0.32607939630699184,0.056601307189542496,0.09577967719836107
2,70,2;4;5,0.267442777353387,0.056666666666666685,0.09083303710628163
2,71,2;4;6,0.3005209355281999,0.05951219512195124,0.08989254503506826
2,72,2;4;7,0.2820999549307688,0.05770000000000001,0.0917540962344346
2,73,2;4;8,0.268119450156855,0.047548638132295734,0.09130295669303569
2,74,2;4;9,0.2869121532754524,0.05604166666666668,0.08898666845753071
2,75,2;5;6,0.30007686640939013,0.05987500000000001,0.09501640336940813
2,76,2;5;7,0.28763195034307854,0.0590344827586207,0.09798018785959772
2,77,2;5;8,0.2858148410947784,0.05686486486486486,0.09710149477397859
2,78,2;5;9,0.29200026879601804,0.06166666666666669,0.09501160246316824
2,79,2;6;7,0.47169736711230653,0.07504761904761906,0.09618817105726084
2,80,2;6;8,0.467794176652206,0.06772413793103449,0.09544771106526675
2,81,2;6;9,0.32034625761462004,0.059757575757575766,0.09324330558018197
2,82,2;7;8,0.4675581246088307,0.07147286821705426,0.09830350014628396
2,83,2;7;9,0.30173336890294633,0.05730769230769232,0.09655081471404056
2,84,2;8;9,0.2980560759162397,0.05479166666666668,0.09580412912437913
2,85,3;4;5,0.2711071595426646,0.04830357142857144,0.0915032996256875
2,86,3;4;6,0.3182959175955062,0.0516205533596838,0.09018400720399808
2,87,3;4;7,0.3039810463394468,0.046385964912280704,0.09182452319849244
2,88,3;4;8,0.29388965030562886,0.046373626373626374,0.09158452137142857
2,89,3;4;9,0.3167265795773391,0.04817120622568094,0.0888488449939042
2,90,3;5;6,0.3083977829683123,0.05245098039215687,0.0955519198263693
2,91,3;5;7,0.2882011137503551,0.04971153846153847,0.09828747684228996
2,92,3;5;8,0.29036179874078727,0.053125,0.09762900691251829
2,93,3;5;9,0.30204698443974887,0.05430232558139536,0.09515001524034916
2,94,3;6;7,0.4975129309216053,0.06899999999999998,0.09600667814760935
2,95,3;6;8,0.5315822180932832,0.06980392156862747,0.0954763796768463
2,96,3;6;9,0.39382043262467537,0.0549122807017544,0.09288091274637517
2,97,3;7;8,0.4885164192470151,0.07137254901960784,0.09812743018652816
2,98,3;7;9,0.34155644430438975,0.04901639344262296,0.09614218490758807
2,99,3;8;9,0.36930058553253053,0.05585253456221199,0.0954404862958898
2,100,4;5;6,0.32158436937291185,0.06162790697674421,0.08933147597169297
2,101,4;5;7,0.27496261339773453,0.05609756097560977,0.09098834636405202
2,102,4;5;8,0.2979776319790284,0.05320574162679427,0.09074741448336489
2,103,4;5;9,0.3083610128271733,0.06166666666666669,0.08801737810410748
2,104,4;6;7,0.315715880068973,0.06195121951219513,0.09005100800745236
2,105,4;6;8,0.3257717878047899,0.05241379310344828,0.08986802694900464
2,106,4;6;9,0.34300927092852174,0.06292682926829268,0.08707495386560975
2,107,4;7;8,0.28360332004154065,0.04743859649122807,0.09151741500793828
2,108,4;7;9,0.3272048773356987,0.05772727272727274,0.08928198873347609
2,109,4;8;9,0.3164990430383634,0.051461538461538475,0.08889480223579525
2,110,5;6;7,0.3013557821352343,0.05987500000000002,0.09518608569418778
2,111,5;6;8,0.3299242612638427,0.05520833333333334,0.09464685444431271
2,112,5;6;9,0.33497117524751885,0.06127906976744188,0.09205747267515182
2,113,5;7;8,0.28738144416390904,0.051705069124423964,0.09734068401350598
2,114,5;7;9,0.2867306966759694,0.05532608695652176,0.09536384416074004
2,115,5;8;9,0.3117765257624372,0.057300000000000025,0.09465536672108664
2,116,6;7;8,0.49110286172904855,0.06703448275862069,0.0956873358224896
2,117,6;7;9,0.3431678555431334,0.06111111111111112,0.09359377574607253
2,118,6;8;9,0.40019516674607225,0.05631336405529955,0.0929983596273127
2,119,7;8;9,0.3177565877150137,0.049180327868852465,0.09614829330156945
3,0,0;1;2,0.5596101298399554,0.06868965517241382,0.13153099064601437
