metric,mean,std,median
seed,114.5,8.803408430829505,114.5
spearman_estimated_risk_vs_oracle_risk,0.43838176638176635,0.14434890981148304,0.4622222222222222
spearman_estimated_risk_vs_realized_mse,0.46764672364672355,0.1291491791377465,0.45811965811965805
spearman_geometry_risk_vs_realized_mse,0.007143905921848202,0.17444405701625545,0.0335042735042735
oracle_formula_relative_error,1.5040508747592258e-09,2.0545113012460451e-10,1.4321396430202391e-09
oracle_efficiency_estimated,0.41645938401538996,0.034996585020084264,0.4164683983347697
oracle_efficiency_geometry,0.3749074211160602,0.053318647474506965,0.3626122224657915
