strategy,residual_mse_mean,residual_mse_std,residual_nmse_mean,residual_nmse_std,residual_cosine_mean,residual_cosine_std,full_effect_mse_mean,full_effect_mse_std,full_effect_nmse_mean,full_effect_nmse_std,full_effect_cosine_mean,full_effect_cosine_std,selected_rho_mean,selected_rho_std,selected_noise_ratio_mean,selected_noise_ratio_std
empirical_oracle,0.045379608974245075,0.005098516466162956,0.2001641960626693,0.054313096015168316,0.8180790349399885,0.01426747779305666,0.045379608985263255,0.005098516466017971,0.05711200509297676,0.0032013162932320763,0.949562786041066,0.00655203159480332,,,,
estimated_witness,0.14541258382541242,0.03929386342473311,0.6357974756310103,0.2266892810214071,0.5336863539348707,0.10257937347917429,0.14541258383686487,0.03929386342912773,0.18138244295891234,0.036389340437752014,0.9119519830239954,0.008404432428545433,0.78,0.06708203932499367,0.08600000000000001,0.03130495168499706
geometry_only,0.17267731668148675,0.03511611430949704,0.7449334386506511,0.15441351860261948,0.4875561295729261,0.03080198393441026,0.17267731668184555,0.03511611430542776,0.21626476707214612,0.02923583783732102,0.902708902709841,0.011908477163564647,0.0,0.0,2.2,1.0954451150103321
