metric,mean,std,median
seed,2.0,1.5811388300841898,2.0
spearman_estimated_risk_vs_oracle_risk,0.41921367521367514,0.10835568305676285,0.39555555555555555
spearman_estimated_risk_vs_realized_mse,0.42659829059829046,0.1380947764674797,0.4133333333333333
spearman_geometry_risk_vs_realized_mse,-0.0016494082419291067,0.18907137973989382,-0.016413062301772214
oracle_formula_relative_error,1.5328267032267143e-09,2.4952839187867516e-10,1.418916540985407e-09
oracle_efficiency_estimated,0.4249374347946536,0.05605793499064288,0.4274350152928656
oracle_efficiency_geometry,0.39452011523270636,0.039439736620418754,0.3791886626612984
