condition,v13_all_gene_mse,v14_all_gene_mse,upgrade_all_gene_gain,v13_top100_mse,v14_top100_mse,upgrade_top100_mse_gain,v13_top100_pcc,v14_top100_pcc,upgrade_top100_pcc_delta
ATXN7L3,0.006176247787500686,0.006176738389452403,-7.943365755326867e-05,0.07610196114491072,0.07610196114491072,0.0,-0.7309768120840785,-0.7309768120840785,0.0
DOT1L,0.001513172356814163,0.001520222579531341,-0.0046592330909491185,0.006349017137104348,0.006349017137104348,0.0,0.8714275185242687,0.8714275185242687,0.0
EP300,0.005423838882041797,0.005429371051755033,-0.00101997309167006,0.10416117013761239,0.10416117013761239,0.0,0.8798753695497326,0.8798753695497326,0.0
FLI1,0.004070182285025039,0.0040681794152427585,0.0004920835584315391,0.1070183091333905,0.1070183091333905,0.0,0.6990501441992142,0.6990501441992142,0.0
HDAC3,0.0031584374198700828,0.003154720851025713,0.0011767112499960343,0.043636573954864394,0.043450002198877,0.004275582133931394,0.46547011268963706,0.4658319551304727,0.00036184244083564687
RCOR1,0.0020115197250286545,0.0020091132506013165,0.0011963464227544587,0.004948867317616122,0.004948867317616122,0.0,0.46243889311882863,0.46243889311882863,0.0
RING1,0.0034747439325256897,0.0034810290403092946,-0.0018087973979240733,0.02614446003961942,0.02645997245035636,-0.012068040810895029,0.024274338295019442,0.07155455578050175,0.047280217485482307
SMARCA5,0.0032493885151542922,0.0032359867488084277,0.004124396415929393,0.03873052271592011,0.0380577540453577,0.017370503246161146,0.5045831763900276,0.5149972346220301,0.010414058232002477
SMARCD1,0.0028854436698215187,0.002885294794984072,5.159512868112217e-05,0.03797443699096857,0.03797443699096857,0.0,0.6896318292292711,0.6896318292292711,0.0
SUPT16H,0.003162191034091612,0.0031309843903422475,0.009868677576062048,0.06031388169734931,0.058747308181131205,0.025973680886251977,0.9041912785591772,0.9052699939179435,0.0010787153587662468
